"x1lliihq","x1lliihq 2","x1i10hfl href","x193iq5w","html-span","xpdipgo src","x1i10hfl","x1i10hfl href 2","_aacl","x1i10hfl 3","x1i10hfl href 4","_a9ze","x193iq5w 2","_aaqe"
"","","https://www.instagram.com/p/CxeV9beuqUE/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxeUGCOMfvw/liked_by/","Me gusta","23","","","","","","","","",""
"","","https://www.instagram.com/fontiveros76/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/310691550_2935473816756529_8774502403936716082_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4lUpC5b_HuAAX8_I2FT&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfATeiomollUg79oI51s4kT-fLII2l4ZsOzk4UxdEGEbmA&oe=65330A43&_nc_sid=fc8dfb","fontiveros76","https://www.instagram.com/fontiveros76/","El Mercado Reforma es parte de nuestra misión para fortalecer la economía local y familiar. Ahora los comerciantes, al igual que las y los vecinos, pueden disfrutar de este mercado. ¡Enhorabuena!","","","3 sem","",""
"","","https://www.instagram.com/p/CxeUGCOMfvw/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxeNdgJu6Jy/liked_by/","Me gusta","130","","","","","","","","",""
"","","https://www.instagram.com/guadalajaragob/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/375136536_1254634508507124_8036700336146942565_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=pkORpVIFwJcAX8jmj2K&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDtAOZ7dYvgv18iI67CC-Ujn-o-HOgnJNEx1SPiRjENEw&oe=6531EAA6&_nc_sid=fc8dfb","guadalajaragob","https://www.instagram.com/guadalajaragob/","❤️ Los mercados son el corazón de los barrios tapatíos, por ello trabajamos para que estén más chulos que nunca. ✨ Con la renovación del Mercado Reforma, ahora las y los vecinos de la colonia La Perla cuentan con un espacio rehabilitado con la construcción de pisos de concreto lavado, red hidráulica, sanitaria y eléctrica, tomas y descargas, área para basura, muro de colindancia en azotea, crucero seguro, oficina de administración y bodega, suministro y colocación de cisterna de 10,000 litros y tres tinacos de 1,100 litros. 🚧 Además, este inmueble histórico fue impermeabilizado, se colocó multitecho, alumbrado, domos, ventanas, cortinas de ingreso, pintura, baños y se realizó poda de árboles. Gracias al programa “Mi Mercado” se intervinieron tres ejes, “Mi Mercado Conectado” con conexión Wifi, Marketplace y bicicletas; “Mi Mercado Crece” con créditos blandos y terminales electrónicas y “Mi Mercado Lindo” con remodelación y nueva imagen para locales.  📍 A la entrega de estas obras asistieron el alcalde ; el director de Obras Públicas, ; el director de Mercados Municipales, , autoridades, vecinos y comerciantes. En Guadalajara continuamos con la recuperación de espacios que impulsen la economía de las familias.","#Guadalajara","https://www.instagram.com/explore/tags/guadalajara/","3 sem","",""
"","","https://www.instagram.com/p/CxeNdgJu6Jy/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxeFg3NOBty/liked_by/","Me gusta","178","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/juventudesgdl/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/356801897_254646110630023_3058667687183736098_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ySbK6TMOFvAAX92e78O&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAf6MV2LQp7sQ7SGrl2G2BmtnJHAMZZHksfrQyHqRjyLQ&oe=65321C46&_nc_sid=f5838a","juventudesgdl","https://www.instagram.com/juventudesgdl/","¡Atención amantes de la música! Mañana es la final “Guerra de Bandas” de nuestro evento . Conoce a los finalistas que llenarán el escenario de talento y pasión a partir de las 11 am en Plaza Liberación. ¡No te lo pierdas! 🎶🎤","#EmprendeJovenDeLaPerla","https://www.instagram.com/explore/tags/emprendejovendelaperla/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxeFg3NOBty/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/Cxd_5o2OJNF/liked_by/","Me gusta","154","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/felixgastelum20/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/253570576_597148861634112_5464019277276134468_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=afAsLjXo0TUAX_FM8nN&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAjzYMwmC8BnO7R0cY8_JUtj4ycFaYNwwDHopUS0nEa6g&oe=653374BB&_nc_sid=fc8dfb","felixgastelum20","https://www.instagram.com/felixgastelum20/","🤩 Ya van más de 200 espacios intervenidos con el programa  y vamos por más. 👷🏻👷🏼‍♀️Podas, limpieza, repavimentación, rehabilitación de luminarias, balizamiento y mucho más. Pronto estaremos en tu colonia.🙌🏼","#EnchulemosGuadalajara✨","https://www.instagram.com/explore/tags/enchulemosguadalajara%E2%9C%A8/","3 sem","2 Me gusta",""
"","","https://www.instagram.com/p/Cxd_5o2OJNF/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/Cxd95RnOe7A/liked_by/","Me gusta","19","","","","","","","","",""
"","","https://www.instagram.com/pimientapepe/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/375734213_216709231384783_1286417695157660292_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=TXDLJ6UewkAAX80hJiZ&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDfI_txu0DsTPWTF9D4h2zNAXbF4_gbhdm8jCt5E88ftg&oe=6531F624&_nc_sid=fc8dfb","pimientapepe","https://www.instagram.com/pimientapepe/","Presentación del libro del Maestro. Enrique Ibarra Pedroza “El Puente de las damas”.","","","3 sem","",""
"","","https://www.instagram.com/p/Cxd95RnOe7A/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/Cxd5kAgOaC1/liked_by/","Me gusta","9","","","","","","","","",""
"","","https://www.instagram.com/raulflores_cpx/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/337800638_905014437380254_5142678340607363886_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=wqUeJkgKO7AAX_lA7EH&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAWV8VGC0Z5z9_RATLH5qEIZqu4reVcVWR3yl2ocrcdyw&oe=6533B9A8&_nc_sid=fc8dfb","raulflores_cpx","https://www.instagram.com/raulflores_cpx/","Conocer sobre la cultura y la historia de las reliquias que se encuentran en nuestra ciudad siempre es muy valioso. 📖 🇲🇽Se presentó la segunda edición del libro ""El Puente de las Damas"" por el Mtro. Enrique Ibarra Pedroza, una radiografía documental de la historia de Guadalajara.","","","3 sem","",""
"","","https://www.instagram.com/p/Cxd5kAgOaC1/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/Cxd2zOmuMjm/liked_by/","Me gusta","109","","","","","","","","",""
"","","https://www.instagram.com/nachomestasgdl/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/304794462_1460545237684549_5866785640137377180_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dMU4XP6V908AX9HnMud&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA9FEGuTuAVj7zXckA5doWQ5qFT981UYTIutPr1FJRCVQ&oe=6533CFA9&_nc_sid=fc8dfb","nachomestasgdl","https://www.instagram.com/nachomestasgdl/","Los mercados municipales son sitios de gran importancia que están llenos de historia y tradición, por eso, desde que arrancó la administración, iniciamos la ruta para su modernización. En esta ocasión, cambiamos la imagen del Mercado Reforma. Sabemos que estos comercios benefician la economía local, por lo que trabajamos en otorgar espacios limpios y dignos a sus locatarios y visitantes. ...","#reforma","https://www.instagram.com/explore/tags/reforma/","3 sem","",""
"","","https://www.instagram.com/p/Cxd2zOmuMjm/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/Cxdj-8QOu9U/liked_by/","Me gusta","22","","","","","","","","",""
"","","https://www.instagram.com/juanma_munguia/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/382260296_166778239807062_3541263306746591101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kOQ5Lb_VBbAAX-Y-KNE&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAwJ0FBtAOFym4jskE4WYqPBzlQoQDrPjD9mkuBpg30RQ&oe=6533B149&_nc_sid=fc8dfb","juanma_munguia","https://www.instagram.com/juanma_munguia/","🏛 La Rotonda de los Jaliscienses Ilustres en el  Histórico de Guadalajara tiene un nuevo hijo pródigo, se trata de Prisciliano Sánchez.Fue el primer Gobernador electo por la población Jalisciense en 1825, se le considera como el padre del Federalismo y la escultura se develó en el marco de la celebración de los 200 años de Jalisco como Estado Libre y Soberano.📍 La escultura fue creada por el artista Rubén Orozco Loza y ahora esta obra forma parte de uno de los lugares emblemáticos del .","#Centro","https://www.instagram.com/explore/tags/centro/","3 sem","",""
"","","https://www.instagram.com/p/Cxdj-8QOu9U/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxdZg6FOM3a/liked_by/","Me gusta","107","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/juventudesgdl/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/356801897_254646110630023_3058667687183736098_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ySbK6TMOFvAAX92e78O&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCBL3DzliqbJzsGXdA-vscXeiCeDIg522c2lElzC1gm3w&oe=65321C46&_nc_sid=fc8dfb","juventudesgdl","https://www.instagram.com/juventudesgdl/","🚀 ¡La cuenta regresiva ha comenzado! Estamos a un día de dar inicio a nuestro evento . 🎙️ Conoce a nuestros conferencistas expertos en el arte de emprender.","#EmprendeJovenDeLaPerla","https://www.instagram.com/explore/tags/emprendejovendelaperla/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxdZg6FOM3a/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxcbyAsOHN1/liked_by/","Me gusta","26","","","","","","","","",""
"","","https://www.instagram.com/gabrielsallesgdl/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/312776913_664973965201246_7483150229387406569_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=zPoSNTIKMJ8AX9gh6oD&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAhoNeooE2VEgDkc_XyPskql0xtMPtOunY9qjYMgUQj5A&oe=653254FF&_nc_sid=fc8dfb","gabrielsallesgdl","https://www.instagram.com/gabrielsallesgdl/","Día de WTA 1000 Guadalajara!","","","3 sem","",""
"","","https://www.instagram.com/p/CxcbyAsOHN1/","","","","","","","","","","","21 de septiembre"
"","","https://www.instagram.com/p/CxcFTvcumIS/liked_by/","Me gusta","158","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/esteban.estrada07/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/313291349_508637941135996_2262806495719518921_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=qCiyH6a8XJEAX8jnGQP&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBFoG9vhAEEQ0KA02lHFZPm430EE56IN43_u1wvcQF-bA&oe=65329875&_nc_sid=fc8dfb","esteban.estrada07","https://www.instagram.com/esteban.estrada07/","En Jalisco seguimos haciendo historia, esta noche fuimos parte de grandes partidos que se disputaron en el torneo WTA 1000  🎾. Es un privilegio ser la sede más importante de Latinoamérica en tenis femenil. Disfrutemos al máximo de este deporte y dense una vuelta al Complejo Panamericano de Tenis, a lado del Parque Metropolitano.","#GDLOpenAKRON","https://www.instagram.com/explore/tags/gdlopenakron/","3 sem","Responder",""
"","","https://www.instagram.com/p/CxcFTvcumIS/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxcCbWbOtmi/liked_by/","Me gusta","238","","","","","","","","",""
"","","https://www.instagram.com/juanpablo_hdez_comisariogdl/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/372231464_206499262424073_4483006242633087886_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=R66_izsPt34AX_VKRiR&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDa4pfx9gfJYpAudI6xnQCKY7WilTPIZhjQXGIakxFuYQ&oe=6532FA5B&_nc_sid=fc8dfb","juanpablo_hdez_comisariogdl","https://www.instagram.com/juanpablo_hdez_comisariogdl/","Durante esta administración no solo nos convertimos en la Policía mejor pagada del país, sino que hemos podido equipar a nuestras compañeras y compañeros con más vehículos, capacitación de género, derechos humanos e inclusión, así como tecnología de punta. Contamos con un innovador centro de inteligencia como los es el nuevo , que nos permite generar inteligencia, monitorear incidentes y prevenir el delito en las calles de nuestra ciudad. Sumado a esto, con el compromiso y capacidad de todas las áreas y divisiones de nuestra Comisaría, hemos podido lograr la percepción de inseguridad más baja en los últimos 5 años. Vamos a seguir trabajando en equipo por la gente, y hacer de la  un mejor lugar para las tapatías y los tapatíos.","#C5Guadalajara","https://www.instagram.com/explore/tags/c5guadalajara/","3 sem","",""
"","","https://www.instagram.com/p/CxcCbWbOtmi/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxboL4POJRD/liked_by/","Me gusta","15","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/juanma_munguia/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/382260296_166778239807062_3541263306746591101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kOQ5Lb_VBbAAX-Y-KNE&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAwJ0FBtAOFym4jskE4WYqPBzlQoQDrPjD9mkuBpg30RQ&oe=6533B149&_nc_sid=fc8dfb","juanma_munguia","https://www.instagram.com/juanma_munguia/","¡Vengan al mercado San Juan de Dios por una torta!Si visitas el  de Guadalajara y no sabes que comer, en  encontrarán estas tortas deliciosas. ¿Ya las probaron?","#Centrohistórico","https://www.instagram.com/explore/tags/centrohist%C3%B3rico/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxboL4POJRD/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxbiH8yPcMQ/liked_by/","Me gusta","1153","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/notijaliscotv/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/328664459_2158832914319631_2576288668879237280_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Q7Ma75kRqGsAX9egvZ6&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAyTW5F15cD09n5FSVt3Lxbtl6hbMC7IiR62yxyIPK-uA&oe=65327A39&_nc_sid=fc8dfb","notijaliscotv","https://www.instagram.com/notijaliscotv/","🚛 Los alcaldes de , ,  y  se reunieron para determinar el futuro de la recolección, transferencia y disposición de la basura metropolitana.♻️ El alcalde tapatío, Pablo Lemus detalló que se busca generar un proyecto eficiente y que sea sustentable para poder atender a las diferentes colonias.Lemus confió en que se podrá obtener una solución y sobre todo un proyecto que mejore de manera importante la operación actual de la recolección en la Zona Metropolitana de Guadalajara.📲 Visita notijal.mx/3RLx80b","#Guadalajara","https://www.instagram.com/explore/tags/guadalajara/","3 sem","2 Me gusta",""
"","","https://www.instagram.com/p/CxbiH8yPcMQ/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxbeJ-tOlRF/liked_by/","Me gusta","50","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/gdlcrece/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/333997236_6670127629698088_2705987005023496551_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0jG4ii8W0AoAX_gMrzv&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCJUiYDJRYidydikwm8BjMAxbioA8cw3Igy04WNAmvGww&oe=653387D0&_nc_sid=f5838a","gdlcrece","https://www.instagram.com/gdlcrece/","¿Qué te parecería disfrutar de un delicioso desayuno para dos personas? 🍳☕️ ¡Te invitamos a participar en nuestro GIVEAWAY!Simplemente debes realizar los siguientes pasos:✨ 1. Sigue las cuentas   y  ✨✨ 2. Etiqueta a esa persona especial con la cual acudirás a desayunar.✨✨ 3. Comenta ¿Por qué te gusta visitar el Centro Histórico de Guadalajara? 😍🙌📍✨ ¡Y listo! Ya estarás participando para ganarte esta increíble cortesía. 🥳 El concurso cierra el próximo miércoles 27 de septiembre. El ganador será anunciado en las redes de ! 📣🔔¡Mucha suerte a todos los participantes! 🍀🤞 ¡No olvides mencionar a tus amigos para que ellos también puedan unirse a esta increíble oportunidad! 🙌💕📍Calle Francisco I. Madero 161, Zona Centro, 44100 Guadalajara, Jal","#Giveaway","https://www.instagram.com/explore/tags/giveaway/","2 sem","Responder",""
"","","https://www.instagram.com/p/CxbeJ-tOlRF/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxbRctJRyVL/liked_by/","Me gusta","102","","","","","","","","",""
"","","https://www.instagram.com/movciudadanomx/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/387633569_866350425075579_4396058010217000722_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=JcptZlPgJTIAX_CzEj9&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCxT7T7wtQESYJFzhWErfYeednUwVc2qEw0ZQm8l7MBBQ&oe=65325D14&_nc_sid=fc8dfb","movciudadanomx","https://www.instagram.com/movciudadanomx/","🧡 En Jalisco, se sabe que los buenos Gobiernos son naranjas, porque son ejemplo de resultados.  🍊","#ElFuturoEsNaranja","https://www.instagram.com/explore/tags/elfuturoesnaranja/","3 sem","",""
"","","https://www.instagram.com/p/CxbRctJRyVL/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/p/CxatHKzu_NJ/liked_by/","Me gusta","5685","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/checheolguin/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/361890788_793752735793548_3394737162085082689_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=oPAc-e1b5aEAX-qIueP&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDBL1TyL38ymTF6iSKBkNR9OYHzluoDJ3AIlIBvbAA0kg&oe=65323DCE&_nc_sid=fc8dfb","checheolguin","https://www.instagram.com/checheolguin/","¡Así se siente México! 🇲🇽✨🇲🇽✨🇲🇽✨🇲🇽✨🇲🇽Viva México 🇲🇽 Vivan los héroes de la Patria 🇲🇽Viva Jalisco","#vivamexico","https://www.instagram.com/explore/tags/vivamexico/","3 sem","Responder",""
"","","https://www.instagram.com/p/CxatHKzu_NJ/","","","","","","","","","","","20 de septiembre"
"","","https://www.instagram.com/zonareal_/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/328501939_441213234812500_3692658532127741744_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bG-mstHGYNEAX8rOP4_&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAy6Dw-IZiJwj9XmCcgqnuBCRR_T3qze-x3cJ4KCAYwUg&oe=65322D2E&_nc_sid=fc8dfb","zonareal_","https://www.instagram.com/zonareal_/","✅Departamentos listo para vivir, con plaza comercial, hospital y amenidades espectaculares🔜 ven a conocerlos","#plusvalia","https://www.instagram.com/explore/tags/plusvalia/","3 sem","",""
"","","https://www.instagram.com/p/CxZvxqVuiHg/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxZS_4BuQ8X/liked_by/","Me gusta","222","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/felixgastelum20/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/253570576_597148861634112_5464019277276134468_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=afAsLjXo0TUAX_FM8nN&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAjzYMwmC8BnO7R0cY8_JUtj4ycFaYNwwDHopUS0nEa6g&oe=653374BB&_nc_sid=fc8dfb","felixgastelum20","https://www.instagram.com/felixgastelum20/","🤩 ¡Estamos enchulando La Minerva! 👷🏻👷🏼‍♀️Las cuadrillas de Mejoramiento Urbano están rehabilitando la fuente para que luzca en todo su esplendor. ¡Ánimo Guadalajara!✨","#LaCiudadQueQuiero","https://www.instagram.com/explore/tags/laciudadquequiero/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxZS_4BuQ8X/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxZMzHdMKrk/liked_by/","Me gusta","15","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/fontiveros76/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/310691550_2935473816756529_8774502403936716082_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4lUpC5b_HuAAX8_I2FT&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfATeiomollUg79oI51s4kT-fLII2l4ZsOzk4UxdEGEbmA&oe=65330A43&_nc_sid=fc8dfb","fontiveros76","https://www.instagram.com/fontiveros76/","Como parte de nuestro compromiso con  realizamos una intervención sobre Av. Chapalita que incluye el cambio de la carpeta asfáltica y la instalación de 40 luminarias nuevas a lo largo de poco más de un kilómetro.","#LaCiudadQueQuiero","https://www.instagram.com/explore/tags/laciudadquequiero/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxZMzHdMKrk/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxZGrPvNG13/liked_by/","Me gusta","1881","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/arturocondep/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/367367811_3811100449126084_6930337924244076531_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=25LLVAkqo5UAX-UtcYi&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDGioYAMuWfUNMpYe7VOa_9cz-TPVAyJwM6Y6UliCT7Xg&oe=6532A736&_nc_sid=fc8dfb","arturocondep","https://www.instagram.com/arturocondep/","Muy emocionante esta jornada en la que arranca el programa  de  libres de  y  .Es una segunda generación que se hace presente en el ya conocido Templo de San Bernardo que ha sido casa y cuna de este movimiento de paz y amor.Gracias a todos los centros que participaron y nos vemos el próximo martes. Buscamos en  como Colegio CONACON y en el grupo CONACON Jalisco para estar al día con los cursos que con tanto  el  patrocina para nuestro gremio.Lo hacemos...Nos vemos en  (Congreso Internacional de Salud Mental, Adicciones y Consejería 2023)","#centros","https://www.instagram.com/explore/tags/centros/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxZGrPvNG13/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxZAtZNuEfA/liked_by/","Me gusta","136","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/ucienega/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/337164891_610138794355351_1507089977606813672_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=qavtnPLqoYMAX8YE4Wt&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDkEGMKkY2-xibQrmC46w3r0Wq0z89TJ8TpA9OKFoi6qQ&oe=65331F61&_nc_sid=f5838a","ucienega","https://www.instagram.com/ucienega/","Cornisa de la Fundación:Del maestro Rafael Zamarripa. ¿Conoces este bello remate visual? Se encuentra a espaldas del  y se dice que fue en este lugar donde se fundó nuestra ciudad. Usado como escenario en eventos especiales como en el festival GDLuz.Es una vista increíble y se encuentra a unos pasos de tu universidad....","#teatrodegollado🏛","https://www.instagram.com/explore/tags/teatrodegollado%F0%9F%8F%9B/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxZAtZNuEfA/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxYhcAHuEeS/liked_by/","Me gusta","52","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/juanma_munguia/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/382260296_166778239807062_3541263306746591101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kOQ5Lb_VBbAAX-Y-KNE&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAwJ0FBtAOFym4jskE4WYqPBzlQoQDrPjD9mkuBpg30RQ&oe=6533B149&_nc_sid=fc8dfb","juanma_munguia","https://www.instagram.com/juanma_munguia/","El día de hoy se llevó a cabo el Macrosimulacro en el Centro Histórico de Guadalajara.","#temblor","https://www.instagram.com/explore/tags/temblor/","3 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxYhcAHuEeS/","","","","","","","","","","","19 de septiembre"
"","","https://www.instagram.com/p/CxYfsjzOquh/liked_by/","Me gusta","131","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/nachomestasgdl/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/304794462_1460545237684549_5866785640137377180_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dMU4XP6V908AX9HnMud&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA9FEGuTuAVj7zXckA5doWQ5qFT981UYTIutPr1FJRCVQ&oe=6533CFA9&_nc_sid=fc8dfb","nachomestasgdl","https://www.instagram.com/nachomestasgdl/","Así vivimos el Macro simulacro Nacional por sismo 2023. Cuidémonos juntos. Ante cualquier emergencia hay que estar prevenidos y seguir las indicaciones de Protección Civil......","#protecciocivil","https://www.instagram.com/explore/tags/protecciocivil/","3 sem","Responder",""
"","","https://www.instagram.com/p/CxYfsjzOquh/","","","","","","","","","","","19 de septiembre"
