"css-4rbku5 href","css-9pa8cd src","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 href 5","css-901oao 5","css-4rbku5 href 6","css-901oao 6","css-4rbku5 href 7","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 9","css-901oao 10","css-901oao 12","css-901oao 14"
"https://twitter.com/AntonioPelcastr","https://pbs.twimg.com/profile_images/1707991801418612736/gKwXy9kD_normal.jpg","𝓐𝓷𝓽𝓸𝓷𝓲𝓸 𝓟𝓮𝓵𝓬𝓪𝓼𝓽𝓻𝓮","@AntonioPelcastr","·","https://twitter.com/AntonioPelcastr/status/1711122425788682571","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/AntonioPelcastr/status/1711122425788682571/people","y 4 más","A Julio no lo quieren los poblanos 1 porque el primo del oportunista y qué le quería poner el pie a AMLO desde el senado y del PRD. Y solo está usando recursos públicos para su campaña que él sabe que no va a ganar","","https://twitter.com/AntonioPelcastr/status/1711122425788682571/analytics","21","",""
"https://twitter.com/LauBahVane","https://pbs.twimg.com/profile_images/1665287084473556992/vBIAYQrx_normal.jpg","Laura Bahena Vanegas","@LauBahVane","·","https://twitter.com/LauBahVane/status/1711121792062931218","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/LauBahVane/status/1711121792062931218/people","y 3 más","","2","https://twitter.com/LauBahVane/status/1711121792062931218/analytics","561","",""
"https://twitter.com/TomsAcosta","https://pbs.twimg.com/profile_images/858186198568890368/j3qOou30_normal.jpg","Toms AR","@TomsAcosta","·","https://twitter.com/TomsAcosta/status/1711117193096699920","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/TomsAcosta/status/1711117193096699920/people","y 4 más","Que culpa tiene Veracruz.... mas de lo mismo...","2","https://twitter.com/TomsAcosta/status/1711117193096699920/analytics","440","","1"
"https://twitter.com/giselabuar","https://pbs.twimg.com/profile_images/1085584015736926210/ofSveDnM_normal.jpg","Gisela Bueno","@giselabuar","·","https://twitter.com/giselabuar/status/1711116879748645103","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/giselabuar/status/1711116879748645103/people","y 4 más","Julio es desconocido y solo es primo de barboza. Cdmx deberia der Clara o Dr Hugo.","3","https://twitter.com/giselabuar/status/1711116879748645103/analytics","636","","13"
"https://twitter.com/CarmenLibertadA","https://pbs.twimg.com/profile_images/1333814373173710848/nkQ24LjL_normal.jpg","Carmen","@CarmenLibertadA","·","https://twitter.com/CarmenLibertadA/status/1711114464873902225","8 oct.","Respondiendo a","https://twitter.com/conectateamoren","@conectateamoren","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/CarmenLibertadA/status/1711114464873902225/people","y 6 más","","","https://twitter.com/CarmenLibertadA/status/1711114464873902225/analytics","21","",""
"https://twitter.com/LeftDavid","https://pbs.twimg.com/profile_images/1706331687397777408/I5q0tdIa_normal.jpg","Juan David Izq Asc.","@LeftDavid","·","https://twitter.com/LeftDavid/status/1711113117046845675","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/LeftDavid/status/1711113117046845675/people","y 4 más","Aprovechando el comercial sería posible que la lic.","2","https://twitter.com/LeftDavid/status/1711113117046845675/analytics","1.063","Pudiera visitar el Cenote natural ubicado a espaldas del panteón de gaviotas Norte y darle una mejora, tiene más de 3 años y creciendo.","5"
"https://twitter.com/Airton03222727","https://pbs.twimg.com/profile_images/1540170825206218752/9x-kOns1_normal.jpg","Airton el magnánimo.","@Airton03222727","·","https://twitter.com/Airton03222727/status/1711112567978865149","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/Airton03222727/status/1711112567978865149/people","y 4 más","El detalle es q el","","https://twitter.com/Airton03222727/status/1711112567978865149/analytics","18","NO puede decir a quien poner y en donde ponerlo, verán como con el",""
"https://twitter.com/SYCisneros","https://pbs.twimg.com/profile_images/1712190641537527808/yDyRBt1R_normal.jpg","Sandra Cisneros","@SYCisneros","·","https://twitter.com/SYCisneros/status/1711110501873209690","8 oct.","En respuesta a","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","https://twitter.com/Claudiashein","@Claudiashein","","y","Fue para hablar del negocio del fentanilo ?","","https://twitter.com/SYCisneros/status/1711110501873209690/analytics","16","",""
"https://twitter.com/armocelu","https://pbs.twimg.com/profile_images/1484550729780150272/GhQNzVQr_normal.jpg","Marcelo Islas","@armocelu","·","https://twitter.com/armocelu/status/1711108257190760932","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/armocelu/status/1711108257190760932/people","y 4 más","No entiendo por qué siguen insistiendo en apoyar al narcopolicía .","youtube.com","https://twitter.com/armocelu/status/1711108257190760932/analytics","198","Violencia en México: ¿El pretexto perfecto para la militarización del país? | Rubén Luengas #EnContacto | #ENVIVOApoya al proyecto en: Banco ScotiabankCLABE:...",""
"https://twitter.com/MarioLa26635628","https://pbs.twimg.com/profile_images/1690785162378784769/ZdWXOYoZ_normal.jpg","Mario Delgadillo","@MarioLa26635628","·","https://twitter.com/MarioLa26635628/status/1711107239707095316","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/MarioLa26635628/status/1711107239707095316/people","y 4 más","Harfuch jamás, esta vez si estás bien pende equivocado.","4","https://twitter.com/MarioLa26635628/status/1711107239707095316/analytics","402","",""
"https://twitter.com/Igor94846497","https://pbs.twimg.com/profile_images/1121990490315022338/ydwCNpeV_normal.jpg","traduciones acme","@Igor94846497","·","https://twitter.com/Igor94846497/status/1711106237121941939","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/Igor94846497/status/1711106237121941939/people","y 4 más","Mejor una llave y cinturón para tu ruca bro ,eso de parecer mecánico todos los días está cañón mientras tú escribes mamadas","","https://twitter.com/Igor94846497/status/1711106237121941939/analytics","21","",""
"https://twitter.com/rogo65656139","https://pbs.twimg.com/profile_images/1673000275206963200/PUl1vZ7j_normal.jpg","PIXANITA","@rogo65656139","·","https://twitter.com/rogo65656139/status/1711105958271688785","8 oct.","En respuesta a","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","https://twitter.com/Claudiashein","@Claudiashein","","y","","","https://twitter.com/rogo65656139/status/1711105958271688785/analytics","5","",""
"https://twitter.com/graciano_ramon","https://pbs.twimg.com/profile_images/900123302991204356/QBe-j8fb_normal.jpg","Graciano Juan Ramon","@graciano_ramon","·","https://twitter.com/graciano_ramon/status/1711104674831454269","8 oct.","En respuesta a","https://twitter.com/ClaudDelgadillo","@ClaudDelgadillo","","","","","Con alianza o sin alianza, vas tú como candidata, no podemos apoyar un político como el","1","https://twitter.com/graciano_ramon/status/1711104674831454269/analytics","39","",""
"https://twitter.com/rogj72","https://pbs.twimg.com/profile_images/1066927552378413057/URCF4sUs_normal.jpg","Jose Rosas","@rogj72","·","https://twitter.com/rogj72/status/1711102415938768964","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/rogj72/status/1711102415938768964/people","y 4 más","Oye y por qué ya no publicas nada del","","https://twitter.com/rogj72/status/1711102415938768964/analytics","41","?",""
"https://twitter.com/RafaelE06234907","https://pbs.twimg.com/profile_images/1619076423271972864/FSny_6im_normal.png","Rafael Espinoza","@RafaelE06234907","·","https://twitter.com/RafaelE06234907/status/1711101290837664035","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/RafaelE06234907/status/1711101290837664035/people","y 4 más","Yo veo a tu muuuuuuuu jer debajo de todos ellos","","https://twitter.com/RafaelE06234907/status/1711101290837664035/analytics","266","",""
"https://twitter.com/JoseCar55992744","https://pbs.twimg.com/profile_images/1443308374985224199/dUQq_KQq_normal.jpg","Jose Carlos Barboza","@JoseCar55992744","·","https://twitter.com/JoseCar55992744/status/1711099012189663680","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/JoseCar55992744/status/1711099012189663680/people","y 3 más","Todos con","4","https://twitter.com/JoseCar55992744/status/1711099012189663680/analytics","404","!",""
"https://twitter.com/filiaraiza","https://pbs.twimg.com/profile_images/1525848472351657988/XU5t1REG_normal.jpg","filiberto arAiza","@filiaraiza","·","https://twitter.com/filiaraiza/status/1711098681686982756","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/filiaraiza/status/1711098681686982756/people","y 4 más","Según,","1","https://twitter.com/filiaraiza/status/1711098681686982756/analytics","218","no pasará de acuerdo a la Constitución!!! Ahhhhh, no vallan a salir con que la Constitución es la Constitución!!!",""
"https://twitter.com/BitacoraPol","https://pbs.twimg.com/profile_images/1545479616936251394/8hainsPf_normal.jpg","La Bitácora Política","@BitacoraPol","·","https://twitter.com/BitacoraPol/status/1711098280493391942","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/BitacoraPol/status/1711098280493391942/people","y 4 más","Yo tengo otros datos.","","https://twitter.com/BitacoraPol/status/1711098280493391942/analytics","386","",""
"https://twitter.com/alfonso18689783","https://pbs.twimg.com/profile_images/1651060227238756352/6owO8SLK_normal.png","alfonso pedraza","@alfonso18689783","·","https://twitter.com/alfonso18689783/status/1711098249866572217","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/alfonso18689783/status/1711098249866572217/people","y 4 más","No","","https://twitter.com/alfonso18689783/status/1711098249866572217/analytics","67",", se necesitan 4 mujeres, Veracruz, Rocío; Morelos, Lucía; Chiapas, Sasil y cdmx. Clara.",""
"https://twitter.com/susanaochocha","https://pbs.twimg.com/profile_images/1655974663565217792/qmashitR_normal.png","Susana Chavez Ochoa","@susanaochocha","·","https://twitter.com/susanaochocha/status/1711097669861421225","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/susanaochocha/status/1711097669861421225/people","y 3 más","Maestra usted debe de ser nuestra representante por el simple hecho de que sus raíces están limpias, su trayectoria viene de las bases","1","https://twitter.com/susanaochocha/status/1711097669861421225/analytics","427","","9"
"https://twitter.com/AMAURYGOMEZ5","https://pbs.twimg.com/profile_images/1588677722426990593/V6HbvKgZ_normal.jpg","Amaury Gómez","@AMAURYGOMEZ5","·","https://twitter.com/AMAURYGOMEZ5/status/1711096901485900109","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/AMAURYGOMEZ5/status/1711096901485900109/people","y 3 más","El apoyo para","1","https://twitter.com/AMAURYGOMEZ5/status/1711096901485900109/analytics","579",", su excelente trabajo en el Congreso Local lo hace el candidato fuerte para Jalisco","10"
"https://twitter.com/eossupportde","https://pbs.twimg.com/profile_images/1683525707895324690/5ZrhXoLJ_normal.jpg","EOS network DAO Support Abteilung","@eossupportde","Macht euch bereit für den Start der EOS Support-Plattform!

Tippe auf ein Datum und erhalte die Chance 1000 USD in","https://twitter.com/eossupportde?s=21&t=Qft6GrXsh19Ybtf9Iw4x6g&twclid=27dpiobygxi6ith7zc2bqp6a72","$EOS","zu gewinnen!","https://twitter.com/eossupportde/status/1706047741774672094/analytics","twitter.com","https://twitter.com/search?q=%24EOS&src=cashtag_click","8","","14","285","130,3 mil","","Promocionado","1. Folge","https://"
"https://twitter.com/Vlad_Quintero89","https://pbs.twimg.com/profile_images/1661160847643922432/r2Sj5ieZ_normal.jpg","VladimirQZurdo","@Vlad_Quintero89","·","https://twitter.com/Vlad_Quintero89/status/1711095985378623638","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Vlad_Quintero89/status/1711095985378623638/people","y 3 más","va!","2","https://twitter.com/Vlad_Quintero89/status/1711095985378623638/analytics","73","",""
"https://twitter.com/huasteco_75","https://pbs.twimg.com/profile_images/1713907511495921664/H9Jj5iIU_normal.jpg","El gran solitario","@huasteco_75","·","https://twitter.com/huasteco_75/status/1711095879946371415","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/huasteco_75/status/1711095879946371415/people","y 4 más","Roció no es jarocha pendejø no entra jamás aquí la vamos a mandar a Chingar su madre","","https://twitter.com/huasteco_75/status/1711095879946371415/analytics","24","",""
"https://twitter.com/marcomartz1","https://pbs.twimg.com/profile_images/1660495603808313345/luO1RQ9c_normal.jpg","Marco","@marcomartz1","·","https://twitter.com/marcomartz1/status/1711095868772716952","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/marcomartz1/status/1711095868772716952/people","y 4 más","","","https://twitter.com/marcomartz1/status/1711095868772716952/analytics","39","",""
"https://twitter.com/mickou","https://pbs.twimg.com/profile_images/1301001723620728833/J_7y_GjW_normal.jpg","Mickaël Thomassin","@mickou","·","https://twitter.com/mickou/status/1711093941955711449","8 oct.","En respuesta a","https://twitter.com/LaloHernandezV","@LaloHernandezV","https://twitter.com/Hiramtorres","@Hiramtorres","https://twitter.com/DrCarlosLomeli","y","¿Los dos son del partido que no respondió al Embajador de Israel hace dos años cuando pidió eso?","1","https://twitter.com/mickou/status/1711093941955711449/analytics","30","",""
"https://twitter.com/nmas","https://pbs.twimg.com/profile_images/1508324102939058177/L1VHCgPh_normal.jpg","NMás","@nmas","El Privilegio de Mandar: lo real e irreal de los personajes que protagonizan la política en México.  Nuevos capítulos por ViX y","","","","https://twitter.com/nmas/status/1712532836698436067/analytics","","","5","","9","54","80,7 mil","","Promocionado","","http://"
"https://twitter.com/magdagarca11","https://pbs.twimg.com/profile_images/1677894045081939968/kqo1_Fzm_normal.jpg","maga_garca","@magdagarca11","·","https://twitter.com/magdagarca11/status/1711093497455857878","8 oct.","Respondiendo a","https://twitter.com/WizardXXI","@WizardXXI","https://twitter.com/juncalssolano","@juncalssolano","https://twitter.com/magdagarca11/status/1711093497455857878/people","y 5 más","Así como las encuestas al interior de morena, pregúntele a Ebrard...","1","https://twitter.com/magdagarca11/status/1711093497455857878/analytics","38","",""
"https://twitter.com/Alex607885854","https://pbs.twimg.com/profile_images/1467819243605532677/9WSU5rOF_normal.jpg","Alex","@Alex607885854","·","https://twitter.com/Alex607885854/status/1711093413116838330","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/Alex607885854/status/1711093413116838330/people","y 4 más","Wow, Nachita! Eres vidente","GIF","https://twitter.com/Alex607885854/status/1711093413116838330/analytics","41","",""
"https://twitter.com/Rogelio06062657","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Rogelio Luna","@Rogelio06062657","·","https://twitter.com/Rogelio06062657/status/1711093408700260422","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/Rogelio06062657/status/1711093408700260422/people","y 4 más","¿Se aceptan mujeres trans?.","","https://twitter.com/Rogelio06062657/status/1711093408700260422/analytics","28","",""
"https://twitter.com/MirshaReyes","https://pbs.twimg.com/profile_images/1519506860755333121/dQA43VRd_normal.jpg","Mirsha Azareth Bobadilla Reyes","@MirshaReyes","·","https://twitter.com/MirshaReyes/status/1711093182958588283","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/MirshaReyes/status/1711093182958588283/people","y 3 más","Chema, sin duda alguna","1","https://twitter.com/MirshaReyes/status/1711093182958588283/analytics","299","",""
"https://twitter.com/HopeBloomMusic","https://pbs.twimg.com/profile_images/1701690952405155840/HOhieAs7_normal.jpg","Hope Bloom (Music)","@HopeBloomMusic","Glorifying God","https://open.spotify.com/artist/6BZ7ahxSEcqQZeKZSJhXF3?twclid=2-u8mnlx6899z15rdkjtrconvh","","Rocks Hard","https://twitter.com/HopeBloomMusic/status/1694247852128546990/analytics","spotify.com","","9","","28","345","198,1 mil","","Promocionado","Stream Hope Bloom",""
"https://twitter.com/Alerios011003","https://pbs.twimg.com/profile_images/1635031947389943815/nSjBlEDr_normal.jpg","Alexandra Rios","@Alerios011003","·","https://twitter.com/Alerios011003/status/1711093097503825996","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Alerios011003/status/1711093097503825996/people","y 3 más","","3","https://twitter.com/Alerios011003/status/1711093097503825996/analytics","517","",""
"https://twitter.com/LeoYver","https://pbs.twimg.com/profile_images/1707238052446302208/P6IFUf9S_normal.jpg","Leo Yver","@LeoYver","·","https://twitter.com/LeoYver/status/1711093079300833755","8 oct.","Respondiendo a","https://twitter.com/Maludeoliveirav","@Maludeoliveirav","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/LeoYver/status/1711093079300833755/people","y 5 más","Ya es Nacho... Mierdrrr@","","https://twitter.com/LeoYver/status/1711093079300833755/analytics","22","",""
"https://twitter.com/DevanTaglia","https://pbs.twimg.com/profile_images/1512108498594717700/9qptNnpE_normal.jpg","♟Riokugyu♟","@DevanTaglia","·","https://twitter.com/DevanTaglia/status/1711092824127468023","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/DevanTaglia/status/1711092824127468023/people","y 4 más","Los varones en tabasco van por tu esposa a rellenarla de Salchicha","1","https://twitter.com/DevanTaglia/status/1711092824127468023/analytics","32","",""
"https://twitter.com/Alex607885854","https://pbs.twimg.com/profile_images/1467819243605532677/9WSU5rOF_normal.jpg","Alex","@Alex607885854","·","https://twitter.com/Alex607885854/status/1711093413116838330","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/Alex607885854/status/1711093413116838330/people","y 4 más","Wow, Nachita! Eres vidente","GIF","https://twitter.com/Alex607885854/status/1711093413116838330/analytics","41","",""
"https://twitter.com/LaloHernandezV","https://pbs.twimg.com/profile_images/1671752077561810944/fBHZd_ou_normal.jpg","Bici sinvergüenza","@LaloHernandezV","·","https://twitter.com/LaloHernandezV/status/1711092795199393821","8 oct.","","https://twitter.com/mickou/status/1711092149561753757/photo/1","","","","","","dicen","1","https://twitter.com/LaloHernandezV/status/1711092795199393821/analytics","25","y",""
"https://twitter.com/LuisFernan18608","https://pbs.twimg.com/profile_images/1677354950513369101/DSAaHit-_normal.jpg","Luis Fernando Pèrez Rivera","@LuisFernan18608","·","https://twitter.com/LuisFernan18608/status/1711091329818673308","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/LuisFernan18608/status/1711091329818673308/people","y 3 más","","1","https://twitter.com/LuisFernan18608/status/1711091329818673308/analytics","297","","5"
"https://twitter.com/bara1968","https://pbs.twimg.com/profile_images/1630020733626662914/bvjDyG2R_normal.jpg","Barita","@bara1968","·","https://twitter.com/bara1968/status/1711090616115880001","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/bara1968/status/1711090616115880001/people","y 4 más","Nada cobarde Nacho?
No va a decir nada ni referente a los mexicanos secuestrados en Gaza?
Vaya que desafortunado silencio de la secta de morena!
Qué asco","","https://twitter.com/bara1968/status/1711090616115880001/analytics","61","",""
"https://twitter.com/PerraDeObrador","https://pbs.twimg.com/profile_images/1705622246432411648/wLr-uD_f_normal.jpg","La Perra de Obrador","@PerraDeObrador","·","https://twitter.com/PerraDeObrador/status/1711090377984524593","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/PerraDeObrador/status/1711090377984524593/people","y 4 más","Es la ecuación. Dejar fuera a","","https://twitter.com/PerraDeObrador/status/1711090377984524593/analytics","35","es lo mejor para CDMX",""
"https://twitter.com/Jovenes4t","https://pbs.twimg.com/profile_images/1376990937231073296/TNmtsjvk_normal.jpg","Jóvenes 4T Jalisco","@Jovenes4t","·","https://twitter.com/Jovenes4t/status/1711089313482526955","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Jovenes4t/status/1711089313482526955/people","y 3 más","La respuesta es sencilla, en Jalisco","2","https://twitter.com/Jovenes4t/status/1711089313482526955/analytics","338","","8"
"https://twitter.com/hec5536","https://pbs.twimg.com/profile_images/1609753867578920960/8X0NfXaB_normal.jpg","titog","@hec5536","·","https://twitter.com/hec5536/status/1711089241822757302","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/hec5536/status/1711089241822757302/people","y 4 más","Creo que el INE no te puede dar la orden de que en cdmx debe ser mujer, esas no deben ser sus facultades, de echo en la democracia el pueblo debe mandar, no el género, la política no es de géneros, es de capacidades y liderazgo, no importa si son hombres o mujeres","","https://twitter.com/hec5536/status/1711089241822757302/analytics","41","",""
"https://twitter.com/Jahnsoulett","https://pbs.twimg.com/profile_images/1659407116233482240/Yi6sCm8o_normal.jpg","j.jahnsoulett","@Jahnsoulett","·","https://twitter.com/Jahnsoulett/status/1711088148615147696","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Jahnsoulett/status/1711088148615147696/people","y 3 más","","8","https://twitter.com/Jahnsoulett/status/1711088148615147696/analytics","1.058","",""
"https://twitter.com/Jorge1206842102","https://pbs.twimg.com/profile_images/1698058979711025152/yBwifpwX_normal.jpg","Jorge","@Jorge1206842102","·","https://twitter.com/Jorge1206842102/status/1711087710100656293","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Jorge1206842102/status/1711087710100656293/people","y 3 más","Chema..","1","https://twitter.com/Jorge1206842102/status/1711087710100656293/analytics","54","",""
"https://twitter.com/MdgAbe","https://pbs.twimg.com/profile_images/1135223307467481088/1aMuQkZn_normal.jpg","AbeMDG","@MdgAbe","·","https://twitter.com/MdgAbe/status/1711087522187563247","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/MdgAbe/status/1711087522187563247/people","y 4 más","El Harfuch que apenas tuvo evento proselitista  con el líder sindical del metro ? , ese mismo líder sindical que","1","https://twitter.com/MdgAbe/status/1711087522187563247/analytics","611","tuvo muchos sabotajes y nunca pudo resolver? 
Pues","1"
"https://twitter.com/IgnacioV65","https://pbs.twimg.com/profile_images/1517003619756818432/SamNAHRD_normal.jpg","Ignacio Vargas","@IgnacioV65","·","https://twitter.com/IgnacioV65/status/1711086852470378883","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/IgnacioV65/status/1711086852470378883/people","y 3 más","Chema la mejor opción!","4","https://twitter.com/IgnacioV65/status/1711086852470378883/analytics","504","",""
"https://twitter.com/NancyPAliciaMn1","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Licha Mendiola","@NancyPAliciaMn1","·","https://twitter.com/NancyPAliciaMn1/status/1711086800121503786","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/NancyPAliciaMn1/status/1711086800121503786/people","y 4 más","Lo sentimos, pero no es lo que MORENA y tú quieran, pretendan o deseen, así te revuelques en el piso haciendo berrinche como niño en el supermercado en busca de que le compren su dulce a fuerza.
Atte.
El INE.","1","https://twitter.com/NancyPAliciaMn1/status/1711086800121503786/analytics","34","",""
"https://twitter.com/cmontesnanni","https://pbs.twimg.com/profile_images/185090206/Don_Gato_1_normal.jpg","Charles","@cmontesnanni","·","https://twitter.com/cmontesnanni/status/1711086781800530223","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/cmontesnanni/status/1711086781800530223/people","y 4 más","Ah mira","GIF","https://twitter.com/cmontesnanni/status/1711086781800530223/analytics","27","ya se sabe entonces quien te da dinero y a quien le vas a tirar mîęrdą HDTPM, el cørnûdø cørrûptązø.",""
"https://twitter.com/ginaflo29699480","https://pbs.twimg.com/profile_images/1571594030949212160/OovSHqOZ_normal.jpg","ginaflores","@ginaflo29699480","·","https://twitter.com/ginaflo29699480/status/1711084954405183994","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/ginaflo29699480/status/1711084954405183994/people","y 4 más","Para los jaliscienses sería desastroso un Chema Martínez de gobernador. Este es un panista, emecista disfrazado de Morenista. Sería una traición de MORENA, igual a la que hicieron en Coahuila.","","https://twitter.com/ginaflo29699480/status/1711084954405183994/analytics","25","",""
"https://twitter.com/DanmurhMur","https://pbs.twimg.com/profile_images/1684762440716767233/aTgAFKXY_normal.jpg","Daniel","@DanmurhMur","·","https://twitter.com/DanmurhMur/status/1711084805058658599","8 oct.","Respondiendo a","https://twitter.com/NachoRgz","@NachoRgz","https://twitter.com/INEMexico","@INEMexico","https://twitter.com/DanmurhMur/status/1711084805058658599/people","y 4 más","debe ser la siguiente Presidenta de México.","","https://twitter.com/DanmurhMur/status/1711084805058658599/analytics","37","",""
"https://twitter.com/rubnni37324","https://pbs.twimg.com/profile_images/1645255284950966274/t3O7SKCq_normal.png","Rubnni Trujillo de mora","@rubnni37324","·","https://twitter.com/rubnni37324/status/1711084039518536182","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/rubnni37324/status/1711084039518536182/people","y 3 más","","1","https://twitter.com/rubnni37324/status/1711084039518536182/analytics","348","","6"
"https://twitter.com/Lisandr13203467","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Lisandro","@Lisandr13203467","·","https://twitter.com/Lisandr13203467/status/1711082650054631703","8 oct.","Respondiendo a","https://twitter.com/RutaElectoralmx","@RutaElectoralmx","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","https://twitter.com/Lisandr13203467/status/1711082650054631703/people","y 3 más","La respuesta es","2","https://twitter.com/Lisandr13203467/status/1711082650054631703/analytics","687","","8"
