,texto,tokens
137,mi apoyo y respaldo por los chicos especiales gracia por su apoyo y vamos x mucho másgracias a ustedes por el cariño y apoyo a seguir trabajando por la ciudad que queremos ánimo,"['mi', 'apoyo', 'y', 'respaldo', 'por', 'los', 'chicos', 'especiales', 'gracia', 'por', 'su', 'apoyo', 'y', 'vamos', 'x', 'mucho', 'másgracias', 'a', 'ustedes', 'por', 'el', 'cariño', 'y', 'apoyo', 'a', 'seguir', 'trabajando', 'por', 'la', 'ciudad', 'que', 'queremos', 'ánimo']"
138,ánimo mi goberánimo edgar vamos bien y se pondrá mejor,"['ánimo', 'mi', 'goberánimo', 'edgar', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
139,vámonos recio pabloánimo,"['vámonos', 'recio', 'pabloánimo']"
140,si señor ánimo,"['si', 'señor', 'ánimo']"
141,tiene mi respaldomuchas gracias por el apoyo y confianza ánimo,"['tiene', 'mi', 'respaldomuchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'ánimo']"
142,total apoyo muchas gracias por el apoyo ánimo,"['total', 'apoyo', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
143,ya tiene mi apoyo respaldo y por supuesto mi voto muchas gracias por el apoyo y confianza ánimo guadalajara vamos bien y se pondrá mejor,"['ya', 'tiene', 'mi', 'apoyo', 'respaldo', 'y', 'por', 'supuesto', 'mi', 'voto', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
144,así seráánimo,"['así', 'seráánimo']"
145,vamos jalisco ánimo,"['vamos', 'jalisco', 'ánimo']"
146,ánimo,['ánimo']
147,no hay otro candidato para el estado y tú serás gobernadormuchas gracias por el apoyo y confianza jaime ánimo,"['no', 'hay', 'otro', 'candidato', 'para', 'el', 'estado', 'y', 'tú', 'serás', 'gobernadormuchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'jaime', 'ánimo']"
148,eso chingao ánimo,"['eso', 'chingao', 'ánimo']"
149,felicidadesmuchas gracias ánimo,"['felicidadesmuchas', 'gracias', 'ánimo']"
150,claro que síequipazoánimo,"['claro', 'que', 'síequipazoánimo']"
151,vamos pablogracias por el apoyo ánimo,"['vamos', 'pablogracias', 'por', 'el', 'apoyo', 'ánimo']"
152,felicidades tiene apoyo muchas gracias hugo ánimo,"['felicidades', 'tiene', 'apoyo', 'muchas', 'gracias', 'hugo', 'ánimo']"
153,ánimo guadalajara,"['ánimo', 'guadalajara']"
154,ánimo guadalajara,"['ánimo', 'guadalajara']"
155,ánimo,['ánimo']
156,ánimo,['ánimo']
157,vamos por la gobernatura lemus si se puede muchas gracias por el apoyo y confianza ánimo guadalajara vamos bien y se pondrá mejor,"['vamos', 'por', 'la', 'gobernatura', 'lemus', 'si', 'se', 'puede', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
158,vamosmuchas gracias por el apoyo ánimo,"['vamosmuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
159,yeiiiiii que bueno que ya dijo que será nuestro próximo gobernador y así será muchas gracias por el apoyo y confianza ánimo,"['yeiiiiii', 'que', 'bueno', 'que', 'ya', 'dijo', 'que', 'será', 'nuestro', 'próximo', 'gobernador', 'y', 'así', 'será', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'ánimo']"
160,le irá bien mucha suerteel trabajo y entrega hablanmuchas gracias ánimo guadalajara vamos bien y se pondrá mejor,"['le', 'irá', 'bien', 'mucha', 'suerteel', 'trabajo', 'y', 'entrega', 'hablanmuchas', 'gracias', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
161,muy bien pablo estubimos ahi los desan juan de dios y todo lo que dijiste en tu informe es verdad haz hecho mucho por gdlmuchas gracias por asistir araceli ánimo guadalajara vamos bien y se pondrá mejor,"['muy', 'bien', 'pablo', 'estubimos', 'ahi', 'los', 'desan', 'juan', 'de', 'dios', 'y', 'todo', 'lo', 'que', 'dijiste', 'en', 'tu', 'informe', 'es', 'verdad', 'haz', 'hecho', 'mucho', 'por', 'gdlmuchas', 'gracias', 'por', 'asistir', 'araceli', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
162,tiene sus altas y sus bajas cosas q no me gustan pero yo sí he notado las cosas q ha hecho y los programas que ha metido bien y de buenas siempre ánimo a seguir trabajando faltan cosas por hacer saludos,"['tiene', 'sus', 'altas', 'y', 'sus', 'bajas', 'cosas', 'q', 'no', 'me', 'gustan', 'pero', 'yo', 'sí', 'he', 'notado', 'las', 'cosas', 'q', 'ha', 'hecho', 'y', 'los', 'programas', 'que', 'ha', 'metido', 'bien', 'y', 'de', 'buenas', 'siempre', 'ánimo', 'a', 'seguir', 'trabajando', 'faltan', 'cosas', 'por', 'hacer', 'saludos']"
163,ánimo bien y de buenas la gente siempre va hablar hechale pa lanteánimo,"['ánimo', 'bien', 'y', 'de', 'buenas', 'la', 'gente', 'siempre', 'va', 'hablar', 'hechale', 'pa', 'lanteánimo']"
164,felicidades muchas gracias oscar ánimo guadalajara vamos bien y se pondrá mejor,"['felicidades', 'muchas', 'gracias', 'oscar', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
165,a esa línea si le sirve el aire acondicionado una chuladaes una chulada saludos ánimo,"['a', 'esa', 'línea', 'si', 'le', 'sirve', 'el', 'aire', 'acondicionado', 'una', 'chuladaes', 'una', 'chulada', 'saludos', 'ánimo']"
166,se nota cansado licenciado saludos y a descansar a seguir chambeando saludos,"['se', 'nota', 'cansado', 'licenciado', 'saludos', 'y', 'a', 'descansar', 'a', 'seguir', 'chambeando', 'saludos']"
167,saludos alcaldesaludos sergio,"['saludos', 'alcaldesaludos', 'sergio']"
168,un saludo saludos,"['un', 'saludo', 'saludos']"
169,buenos días me encanta que conviva con la gente del pueblo y coma convivir y dar su mano para saludar y subir los ánimos me encanta su carismamuchas gracias seguimos trabajando de cerca con las y los tapatíos ánimo,"['buenos', 'días', 'me', 'encanta', 'que', 'conviva', 'con', 'la', 'gente', 'del', 'pueblo', 'y', 'coma', 'convivir', 'y', 'dar', 'su', 'mano', 'para', 'saludar', 'y', 'subir', 'los', 'ánimos', 'me', 'encanta', 'su', 'carismamuchas', 'gracias', 'seguimos', 'trabajando', 'de', 'cerca', 'con', 'las', 'y', 'los', 'tapatíos', 'ánimo']"
170,mi gobergracias por el apoyo ánimo,"['mi', 'gobergracias', 'por', 'el', 'apoyo', 'ánimo']"
171,ánimo césar,"['ánimo', 'césar']"
172,lemus me encanta tu energíamuchas gracias saludos y que tengas un excelente jueves ánimo,"['lemus', 'me', 'encanta', 'tu', 'energíamuchas', 'gracias', 'saludos', 'y', 'que', 'tengas', 'un', 'excelente', 'jueves', 'ánimo']"
173,saludos mi presidente lemus próximo gobernador muchas gracias por el apoyo ánimo guadalajara vamos bien y se pondrá mejor,"['saludos', 'mi', 'presidente', 'lemus', 'próximo', 'gobernador', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo', 'guadalajara', 'vamos', 'bien', 'y', 'se', 'pondrá', 'mejor']"
174,ánimo guadalajara con el gran trabajo de nuestro alcaldeánimo guadalajara a seguir trabajando,"['ánimo', 'guadalajara', 'con', 'el', 'gran', 'trabajo', 'de', 'nuestro', 'alcaldeánimo', 'guadalajara', 'a', 'seguir', 'trabajando']"
175,ánimo felicidades muchas gracias ánimo,"['ánimo', 'felicidades', 'muchas', 'gracias', 'ánimo']"
176,felicidadesmuchas gracias saludos y excelente jueves ánimo,"['felicidadesmuchas', 'gracias', 'saludos', 'y', 'excelente', 'jueves', 'ánimo']"
177,vamos por un jal1sco mejor muchas gracias por el apoyo ánimo,"['vamos', 'por', 'un', 'jal1sco', 'mejor', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
178,yo regreso a vivir a mi hermosa guadalajara después de 4 años de estar fuera,"['yo', 'regreso', 'a', 'vivir', 'a', 'mi', 'hermosa', 'guadalajara', 'después', 'de', '4', 'años', 'de', 'estar', 'fuera']"
179,bien echo lemus vaz por buen camino con el corazón por delantemuchas gracias por el apoyo ánimo guadalajara,"['bien', 'echo', 'lemus', 'vaz', 'por', 'buen', 'camino', 'con', 'el', 'corazón', 'por', 'delantemuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo', 'guadalajara']"
180,muy rica las tortas gracias disfrute el dia domingogracias saludos y excelente fin de semana ánimo,"['muy', 'rica', 'las', 'tortas', 'gracias', 'disfrute', 'el', 'dia', 'domingogracias', 'saludos', 'y', 'excelente', 'fin', 'de', 'semana', 'ánimo']"
181,excelentesaludos,['excelentesaludos']
182,todo un éxitogran organizacióngran misión y excelente visiónne siento orgullosa de ustedmuchas gracias por el apoyo ánimo,"['todo', 'un', 'éxitogran', 'organizacióngran', 'misión', 'y', 'excelente', 'visiónne', 'siento', 'orgullosa', 'de', 'ustedmuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
183,ánimo,['ánimo']
184,cuando sea gobernador siga con esa tradición claro que sí saludos,"['cuando', 'sea', 'gobernador', 'siga', 'con', 'esa', 'tradición', 'claro', 'que', 'sí', 'saludos']"
185,muy ricas las tortaddeliciosas son un tradición de nuestra ciudad saludos,"['muy', 'ricas', 'las', 'tortaddeliciosas', 'son', 'un', 'tradición', 'de', 'nuestra', 'ciudad', 'saludos']"
186,un saludo para mi tiosaludos,"['un', 'saludo', 'para', 'mi', 'tiosaludos']"
187,gobernadormuchas gracias por el apoyo ánimo,"['gobernadormuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
188,saludos tíosaludos,"['saludos', 'tíosaludos']"
189,las tortas más deliciosas del mundo las tortas son bien deliciosas un gran platillo tapatío saludos,"['las', 'tortas', 'más', 'deliciosas', 'del', 'mundo', 'las', 'tortas', 'son', 'bien', 'deliciosas', 'un', 'gran', 'platillo', 'tapatío', 'saludos']"
190,las tortas más ricas sin duda,"['las', 'tortas', 'más', 'ricas', 'sin', 'duda']"
191,buen provecho sr presidentemuchas gracias saludos,"['buen', 'provecho', 'sr', 'presidentemuchas', 'gracias', 'saludos']"
192,ánimo a darle a la tradicional torta de ahogada de jaliscoque son deliciosas ánimo,"['ánimo', 'a', 'darle', 'a', 'la', 'tradicional', 'torta', 'de', 'ahogada', 'de', 'jaliscoque', 'son', 'deliciosas', 'ánimo']"
193,gracias ati la pase super excelente saludos,"['gracias', 'ati', 'la', 'pase', 'super', 'excelente', 'saludos']"
194,ánimo y saludos,"['ánimo', 'y', 'saludos']"
195,saludos,['saludos']
196,tortas ahogadas danis,"['tortas', 'ahogadas', 'danis']"
197,estoy con tigomuchas gracias por el apoyo ánimo,"['estoy', 'con', 'tigomuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
198,deliciosas de mi bello gdlriquísima nuestra tradicional torta ahogada ánimo,"['deliciosas', 'de', 'mi', 'bello', 'gdlriquísima', 'nuestra', 'tradicional', 'torta', 'ahogada', 'ánimo']"
199,provecho maria te esperamos este domingo a partir de las 930 en paseo alcalde,"['provecho', 'maria', 'te', 'esperamos', 'este', 'domingo', 'a', 'partir', 'de', 'las', '930', 'en', 'paseo', 'alcalde']"
200,gracias por mantener la tradición de las tortas ahogadas de guadalajara para el mundo es una gran tradición y sobre todo una deliciosa saludos,"['gracias', 'por', 'mantener', 'la', 'tradición', 'de', 'las', 'tortas', 'ahogadas', 'de', 'guadalajara', 'para', 'el', 'mundo', 'es', 'una', 'gran', 'tradición', 'y', 'sobre', 'todo', 'una', 'deliciosa', 'saludos']"
201,los esperamos este domingo a las 930 en paseo alcalde,"['los', 'esperamos', 'este', 'domingo', 'a', 'las', '930', 'en', 'paseo', 'alcalde']"
202,ánimo,['ánimo']
203,delicioso provechitogracias ánimo,"['delicioso', 'provechitogracias', 'ánimo']"
204,casi ni se nota que estaba preparadopero voy a hacer como que le creono estaba preparado hasta a mi me sorprendió saludos,"['casi', 'ni', 'se', 'nota', 'que', 'estaba', 'preparadopero', 'voy', 'a', 'hacer', 'como', 'que', 'le', 'creono', 'estaba', 'preparado', 'hasta', 'a', 'mi', 'me', 'sorprendió', 'saludos']"
205,porqué nunca me lo encuentroojalá pronto,"['porqué', 'nunca', 'me', 'lo', 'encuentroojalá', 'pronto']"
206,super sencillo señor lemus,"['super', 'sencillo', 'señor', 'lemus']"
207,espablo,['espablo']
208,zapopan guadalajara y el siguiente paso jalisco espablo ánimo,"['zapopan', 'guadalajara', 'y', 'el', 'siguiente', 'paso', 'jalisco', 'espablo', 'ánimo']"
209,animojalisco,['animojalisco']
210,yo me lo encontré en zapopan hace años y me dije quién sera este señor que hay gente y por la tv supe quién erate hubieras acercado a saludarme saludos,"['yo', 'me', 'lo', 'encontré', 'en', 'zapopan', 'hace', 'años', 'y', 'me', 'dije', 'quién', 'sera', 'este', 'señor', 'que', 'hay', 'gente', 'y', 'por', 'la', 'tv', 'supe', 'quién', 'erate', 'hubieras', 'acercado', 'a', 'saludarme', 'saludos']"
211,lemus pero faltan más calles principales con vías para bicicletas y no solo pensar en los cochesclaro jesús seguimos trabajando para las y los ciclistas ánimo,"['lemus', 'pero', 'faltan', 'más', 'calles', 'principales', 'con', 'vías', 'para', 'bicicletas', 'y', 'no', 'solo', 'pensar', 'en', 'los', 'cochesclaro', 'jesús', 'seguimos', 'trabajando', 'para', 'las', 'y', 'los', 'ciclistas', 'ánimo']"
212,mi pablitosaludos isela,"['mi', 'pablitosaludos', 'isela']"
213,yo lo vi un dia por el hospital comprando gorditas de nata y si saluda ee a todos saludos esmeralda,"['yo', 'lo', 'vi', 'un', 'dia', 'por', 'el', 'hospital', 'comprando', 'gorditas', 'de', 'nata', 'y', 'si', 'saluda', 'ee', 'a', 'todos', 'saludos', 'esmeralda']"
214,siempre con peinado de salón,"['siempre', 'con', 'peinado', 'de', 'salón']"
215,,[]
216,,[]
217,,[]
218,,[]
219,jeje,['jeje']
220,,[]
221,,[]
222,,[]
223,,[]
224,no se cae sin llantitasnombre saludos,"['no', 'se', 'cae', 'sin', 'llantitasnombre', 'saludos']"
225,hacer ejerciciocomo debe ser ánimo,"['hacer', 'ejerciciocomo', 'debe', 'ser', 'ánimo']"
226,ese es mi rokstaránimo,"['ese', 'es', 'mi', 'rokstaránimo']"
227,gracias por pensar en los ciclistas,"['gracias', 'por', 'pensar', 'en', 'los', 'ciclistas']"
228,que bonitooo,"['que', 'bonitooo']"
229,pero estoy super feliz y soy mexicana,"['pero', 'estoy', 'super', 'feliz', 'y', 'soy', 'mexicana']"
230,eres el único q la usano jaja se inauguró hoy si quieres checa en mi instagram y verás que mucha más gente la usa saludos,"['eres', 'el', 'único', 'q', 'la', 'usano', 'jaja', 'se', 'inauguró', 'hoy', 'si', 'quieres', 'checa', 'en', 'mi', 'instagram', 'y', 'verás', 'que', 'mucha', 'más', 'gente', 'la', 'usa', 'saludos']"
231,esperense al rato todas las bicicletas van a cupar placas e sosgobernates no dan paso sin huarachepara nada se trata de ampliar la formas de movilidad y unir a la ciudad,"['esperense', 'al', 'rato', 'todas', 'las', 'bicicletas', 'van', 'a', 'cupar', 'placas', 'e', 'sosgobernates', 'no', 'dan', 'paso', 'sin', 'huarachepara', 'nada', 'se', 'trata', 'de', 'ampliar', 'la', 'formas', 'de', 'movilidad', 'y', 'unir', 'a', 'la', 'ciudad']"
232,vamos jalisco serás un gran gobernador super coolmuchas gracias por el apoyo ánimo,"['vamos', 'jalisco', 'serás', 'un', 'gran', 'gobernador', 'super', 'coolmuchas', 'gracias', 'por', 'el', 'apoyo', 'ánimo']"
233,puroooooo chivas,"['puroooooo', 'chivas']"
234,chuladas de tortillas licenciado esperemos tmb si tengan sabor a maíz sí sí tienen sabor a maíz ánimo,"['chuladas', 'de', 'tortillas', 'licenciado', 'esperemos', 'tmb', 'si', 'tengan', 'sabor', 'a', 'maíz', 'sí', 'sí', 'tienen', 'sabor', 'a', 'maíz', 'ánimo']"
235,mucho ingenio,"['mucho', 'ingenio']"
