,texto,tokens,sentimiento
96,así es estimado gobernador enriquealfaror jalisco  podemos tener estilos distintos pero nos une nuestro amor por el trabajo y por dar resultados a la gente somos amigos y somos compañeros de lucha,"['así', 'es', 'estimado', 'gobernador', 'enriquealfaror', 'jalisco', 'podemos', 'tener', 'estilos', 'distintos', 'pero', 'nos', 'une', 'nuestro', 'amor', 'por', 'el', 'trabajo', 'y', 'por', 'dar', 'resultados', 'a', 'la', 'gente', 'somos', 'amigos', 'y', 'somos', 'compañeros', 'de', 'lucha']",0.6124
97,chavita me llevo de la mano a conocer a su mamá en el parque san jacinto muchas gracias por el cariño  jalisco pablolemus ,"['chavita', 'me', 'llevo', 'de', 'la', 'mano', 'a', 'conocer', 'a', 'su', 'mamá', 'en', 'el', 'parque', 'san', 'jacinto', 'muchas', 'gracias', 'por', 'el', 'cariño', 'jalisco', 'pablolemus']",0.0
98,arriba las chivas saludos a toda la banda chivahermana    chivas futbol ,"['arriba', 'las', 'chivas', 'saludos', 'a', 'toda', 'la', 'banda', 'chivahermana', 'chivas', 'futbol']",0.0
99,mi reconocimiento a los elementos de bomberos_gdl perritos por salvar la vida de este perrito  que se encontraba dentro de una vivienda en llamas en la colonia atlas,"['mi', 'reconocimiento', 'a', 'los', 'elementos', 'de', 'bomberos_gdl', 'perritos', 'por', 'salvar', 'la', 'vida', 'de', 'este', 'perrito', 'que', 'se', 'encontraba', 'dentro', 'de', 'una', 'vivienda', 'en', 'llamas', 'en', 'la', 'colonia', 'atlas']",0.0
100,hoy jueves desde puerto vallarta estamos promocionando la tan esperada carrera del siglo 10k  de bomberos_gdl pablolemus ,"['hoy', 'jueves', 'desde', 'puerto', 'vallarta', 'estamos', 'promocionando', 'la', 'tan', 'esperada', 'carrera', 'del', 'siglo', '10k', 'de', 'bomberos_gdl', 'pablolemus']",0.0
101,el próximo viernes  pablolemus amor ,"['el', 'próximo', 'viernes', 'pablolemus', 'amor']",0.6124
102,un gustazo saludar a pablo_latapi tiktok ,"['un', 'gustazo', 'saludar', 'a', 'pablo_latapi', 'tiktok']",0.0
103,vean nada más lo que me envió mi amigo amaury vergara la nueva playera de las chivas chivas  ,"['vean', 'nada', 'más', 'lo', 'que', 'me', 'envió', 'mi', 'amigo', 'amaury', 'vergara', 'la', 'nueva', 'playera', 'de', 'las', 'chivas', 'chivas']",0.0
104,miren nada más que chula se ve la glorieta colón con su nueva iluminación  pablolemus parati ,"['miren', 'nada', 'más', 'que', 'chula', 'se', 've', 'la', 'glorieta', 'colón', 'con', 'su', 'nueva', 'iluminación', 'pablolemus', 'parati']",0.0
105,operativo de seguridad santatere en la colonia,"['operativo', 'de', 'seguridad', 'santatere', 'en', 'la', 'colonia']",0.0
106,ya se armo la carnita asada y los tacos de barbacoa  pablolemus carnitaasada ,"['ya', 'se', 'armo', 'la', 'carnita', 'asada', 'y', 'los', 'tacos', 'de', 'barbacoa', 'pablolemus', 'carnitaasada']",0.0
107,servir es mi pasión  jalisco 2024 ,"['servir', 'es', 'mi', 'pasión', 'jalisco', '2024']",0.0
108,junto a mi carnal juan josé frangie amigos  ,"['junto', 'a', 'mi', 'carnal', 'juan', 'josé', 'frangie', 'amigos']",0.0
109,recordé mis años en la escuela  escuela recreo ,"['recordé', 'mis', 'años', 'en', 'la', 'escuela', 'escuela', 'recreo']",0.0
110,respuesta a vince gobierno de guadalajara los invito a ver el capítulo completo en el canal de youtube de,"['respuesta', 'a', 'vince', 'gobierno', 'de', 'guadalajara', 'los', 'invito', 'a', 'ver', 'el', 'capítulo', 'completo', 'en', 'el', 'canal', 'de', 'youtube', 'de']",0.0
111,tiempo detente muchos años caifanes conchascusticagdl ,"['tiempo', 'detente', 'muchos', 'años', 'caifanes', 'conchascusticagdl']",0.0
112,nos vemos mañana para rockear al ritmo de los caifanes caifanes conchascusticagdl ya voy preparado con mi  chida camisa de caifanes que se la compre a gothic_shop ,"['nos', 'vemos', 'mañana', 'para', 'rockear', 'al', 'ritmo', 'de', 'los', 'caifanes', 'caifanes', 'conchascusticagdl', 'ya', 'voy', 'preparado', 'con', 'mi', 'chida', 'camisa', 'de', 'caifanes', 'que', 'se', 'la', 'compre', 'a', 'gothic_shop']",0.0
113,agradecido por el cariño  de la gente graciasporelapoyo amor ,"['agradecido', 'por', 'el', 'cariño', 'de', 'la', 'gente', 'graciasporelapoyo', 'amor']",0.6124
114, jalisco mexico ,"['jalisco', 'mexico']",0.0
115,muchas gracias por tanto cariño elrey pablolemus ,"['muchas', 'gracias', 'por', 'tanto', 'cariño', 'elrey', 'pablolemus']",0.0
116,te amo gorda  amor couplegoals ,"['te', 'amo', 'gorda', 'amor', 'couplegoals']",0.6124
117,y arriba jalisco lleno total para festejar los 200 años de la fundación de nuestro estado jalisco ánimo ánimo jalisco,"['y', 'arriba', 'jalisco', 'lleno', 'total', 'para', 'festejar', 'los', '200', 'años', 'de', 'la', 'fundación', 'de', 'nuestro', 'estado', 'jalisco', 'ánimo', 'ánimo', 'jalisco']",0.0
118,guadalajara  jalisco ánimo ,"['guadalajara', 'jalisco', 'ánimo']",0.0
119,piénsalo  jalisco ánimo ,"['piénsalo', 'jalisco', 'ánimo']",0.0
120,que increíble es el cariño  de la gente gracias por el ánimo y este freestyle  directo de la colonia circunvalación belisario jalisco pablolemus ,"['que', 'increíble', 'es', 'el', 'cariño', 'de', 'la', 'gente', 'gracias', 'por', 'el', 'ánimo', 'y', 'este', 'freestyle', 'directo', 'de', 'la', 'colonia', 'circunvalación', 'belisario', 'jalisco', 'pablolemus']",0.1779
121,saludos a unión de san antonio  jalisco pablolemus ,"['saludos', 'a', 'unión', 'de', 'san', 'antonio', 'jalisco', 'pablolemus']",0.0
122,gracias por tanto cariño  amor piensalo ,"['gracias', 'por', 'tanto', 'cariño', 'amor', 'piensalo']",0.6124
123, josè olguín tradiciones ,"['josè', 'olguín', 'tradiciones']",0.0
124,guadalajara  centrohistorico gdl ,"['guadalajara', 'centrohistorico', 'gdl']",0.0
125,agradecido y bien mucho por el cariño  de la gente love pablolemus ,"['agradecido', 'y', 'bien', 'mucho', 'por', 'el', 'cariño', 'de', 'la', 'gente', 'love', 'pablolemus']",0.6369
126,piénsalo  parativiral jalisco ,"['piénsalo', 'parativiral', 'jalisco']",0.0
127,a zapopan y su gente los llevo siempre en el corazón  parativiral pti ,"['a', 'zapopan', 'y', 'su', 'gente', 'los', 'llevo', 'siempre', 'en', 'el', 'corazón', 'parativiral', 'pti']",0.0
128,hoy es el día mundial de la bicicleta  ciclismo parativiral ,"['hoy', 'es', 'el', 'día', 'mundial', 'de', 'la', 'bicicleta', 'ciclismo', 'parativiral']",0.0
129,a quién más le encantaba jugar pacman parativiral tendencia ,"['a', 'quién', 'más', 'le', 'encantaba', 'jugar', 'pac', 'man', 'parativiral', 'tendencia']",0.0
130,hace un par de meses visité a don rafa para entregarle la renovación de su licencia municipal delicious parativiral ,"['hace', 'un', 'par', 'de', 'meses', 'visité', 'a', 'don', 'rafa', 'para', 'entregarle', 'la', 'renovación', 'de', 'su', 'licencia', 'municipal', 'delicious', 'parativiral']",0.5719
131,tenemos 10 mesas de ajedrez en los portales de la presidencia municipal de guadalajara  parativiral gdl ,"['tenemos', '10', 'mesas', 'de', 'ajedrez', 'en', 'los', 'portales', 'de', 'la', 'presidencia', 'municipal', 'de', 'guadalajara', 'parativiral', 'gdl']",0.0
132,así se vivió la transmisión del partido en el centrohistórico guadalajara de,"['así', 'se', 'vivió', 'la', 'transmisión', 'del', 'partido', 'en', 'el', 'centrohistórico', 'guadalajara', 'de']",0.0
133,este próximo 23 de junio miqueridaconcha caifanes volverá a vibrar al ritmo de caifanes ,"['este', 'próximo', '23', 'de', 'junio', 'miqueridaconcha', 'caifanes', 'volverá', 'a', 'vibrar', 'al', 'ritmo', 'de', 'caifanes']",0.0
134,guadalajara es tierra de campeones vamos por la 13  chivas pti ,"['guadalajara', 'es', 'tierra', 'de', 'campeones', 'vamos', 'por', 'la', '13', 'chivas', 'pti']",0.0
135,como en el 2017 chivas chivas va a salir campeón ,"['como', 'en', 'el', '2017', 'chivas', 'chivas', 'va', 'a', 'salir', 'campeón']",0.0
136,así festejé el pase a la final  parativiral rebañosagrado ,"['así', 'festejé', 'el', 'pase', 'a', 'la', 'final', 'parativiral', 'rebañosagrado']",0.0
137,el rebañosagrado chivas a la final  arrrrriba las,"['el', 'rebañosagrado', 'chivas', 'a', 'la', 'final', 'arrrrriba', 'las']",0.0
138,me encontré con un chivahermano en la plaza luis barragán saludos al buen eduardo muchas gracias por el apoyo y el buen ánimo  parativiral tendencia ,"['me', 'encontré', 'con', 'un', 'chivahermano', 'en', 'la', 'plaza', 'luis', 'barragán', 'saludos', 'al', 'buen', 'eduardo', 'muchas', 'gracias', 'por', 'el', 'apoyo', 'y', 'el', 'buen', 'ánimo', 'parativiral', 'tendencia']",0.0
139,qué les parece un buen plato de espinazo los invitamos a disfrutar de uno delicioso que hace doña angélica en el mercado mexicaltzingo gastronomía parativiral ,"['qué', 'les', 'parece', 'un', 'buen', 'plato', 'de', 'espinazo', 'los', 'invitamos', 'a', 'disfrutar', 'de', 'uno', 'delicioso', 'que', 'hace', 'doña', 'angélica', 'en', 'el', 'mercado', 'mexicaltzingo', 'gastronomía', 'parativiral']",0.0
140,hoy nos fuimos en la línea 3 del tren ligero a una reunión en zapopan pablolemus ,"['hoy', 'nos', 'fuimos', 'en', 'la', 'línea', '3', 'del', 'tren', 'ligero', 'a', 'una', 'reunión', 'en', 'zapopan', 'pablolemus']",0.0
141,vean qué bonita sorpresa me dieron las y los alumnos de la recién inaugurada escuela de música clemente aguirre musicosentiktok tendencia ,"['vean', 'qué', 'bonita', 'sorpresa', 'me', 'dieron', 'las', 'y', 'los', 'alumnos', 'de', 'la', 'recién', 'inaugurada', 'escuela', 'de', 'música', 'clemente', 'aguirre', 'musicosentiktok', 'tendencia']",0.0
142,deliciosa  jalisco mexico ,"['deliciosa', 'jalisco', 'mexico']",0.0
143,inauguración de la primera edición de los juegos deportivos de bomberos en el marco de los 100 años de bomberos_gdl bomberos ,"['inauguración', 'de', 'la', 'primera', 'edición', 'de', 'los', 'juegos', 'deportivos', 'de', 'bomberos', 'en', 'el', 'marco', 'de', 'los', '100', 'años', 'de', 'bomberos_gdl', 'bomberos']",0.0
144,y arrrrrrriba las chivas rebañosagrado ,"['y', 'arrrrrrriba', 'las', 'chivas', 'rebañosagrado']",0.0
145,tracy es veladora de la obra que estamos realizando en la unidad deportiva 33 perrito en la colonia federacha  ,"['tracy', 'es', 'veladora', 'de', 'la', 'obra', 'que', 'estamos', 'realizando', 'en', 'la', 'unidad', 'deportiva', '33', 'perrito', 'en', 'la', 'colonia', 'federacha']",0.0
146,se pasan    ,"['se', 'pasan']",0.0
147,thank you for your visit to guadalajara najee harris gosteelers  ,"['thank', 'you', 'for', 'your', 'visit', 'to', 'guadalajara', 'najee', 'harris', 'gosteelers']",0.3612
148,desde el comienzo de la administración nos propusimos impulsar la reactivación del centro histórico  centrohistorico paseoalcalde ,"['desde', 'el', 'comienzo', 'de', 'la', 'administración', 'nos', 'propusimos', 'impulsar', 'la', 'reactivación', 'del', 'centro', 'histórico', 'centrohistorico', 'paseoalcalde']",0.0
149,qué increíble es la energía de las y jóvenes no tengo palabras para agradecer todo su cariño y su apoyo  pablolemus parati ,"['qué', 'increíble', 'es', 'la', 'energía', 'de', 'las', 'y', 'jóvenes', 'no', 'tengo', 'palabras', 'para', 'agradecer', 'todo', 'su', 'cariño', 'y', 'su', 'apoyo', 'pablolemus', 'parati']",-0.296
150,el rey canelo deportesentiktok  lo volvió a hacer ganó en casa y con toda su gente,"['el', 'rey', 'canelo', 'deportesentiktok', 'lo', 'volvió', 'a', 'hacer', 'ganó', 'en', 'casa', 'y', 'con', 'toda', 'su', 'gente']",0.0
151,se llegó el día mucho éxito canelo canelo canelo ,"['se', 'llegó', 'el', 'día', 'mucho', 'éxito', 'canelo', 'canelo', 'canelo']",0.0
152,el rey regresa a su casa para dar una pelea espectacular  canelo canelo ,"['el', 'rey', 'regresa', 'a', 'su', 'casa', 'para', 'dar', 'una', 'pelea', 'espectacular', 'canelo', 'canelo']",0.0
153,todas y todos podemos poner nuestro granito de arena para mantener a guadalajara limpia y bonita medioambiente ciudadlimpia ,"['todas', 'y', 'todos', 'podemos', 'poner', 'nuestro', 'granito', 'de', 'arena', 'para', 'mantener', 'a', 'guadalajara', 'limpia', 'y', 'bonita', 'medioambiente', 'ciudadlimpia']",0.0
154,de corazón muchas gracias por el detalle parativiral felizfeliz ,"['de', 'corazón', 'muchas', 'gracias', 'por', 'el', 'detalle', 'parativiral', 'felizfeliz']",0.0
155,traemos mucho entusiasmo y buen tino deporte tiktokdeportes ,"['traemos', 'mucho', 'entusiasmo', 'y', 'buen', 'tino', 'deporte', 'tiktokdeportes']",0.0
156,por ese niño que algún día fuimos y que aún llevamos dentro diadelniño happymemorie ,"['por', 'ese', 'niño', 'que', 'algún', 'día', 'fuimos', 'y', 'que', 'aún', 'llevamos', 'dentro', 'diadelniño', 'happymemorie']",0.0
157,vean qué chulada  las familias disfrutando del monumental carrusel guadalajara jalisco ,"['vean', 'qué', 'chulada', 'las', 'familias', 'disfrutando', 'del', 'monumental', 'carrusel', 'guadalajara', 'jalisco']",0.0
158,me dio mucho conocer al señor lorenzo y a su esposa originarios de tuxpan jalisco ánimo guadalajara jalisco ,"['me', 'dio', 'mucho', 'conocer', 'al', 'señor', 'lorenzo', 'y', 'a', 'su', 'esposa', 'originarios', 'de', 'tuxpan', 'jalisco', 'ánimo', 'guadalajara', 'jalisco']",0.0
159,qué orgullo que la primera mexicana campeona de la ufc jalisco es tapatía,"['qué', 'orgullo', 'que', 'la', 'primera', 'mexicana', 'campeona', 'de', 'la', 'ufc', 'jalisco', 'es', 'tapatía']",0.0
160,los esperamos  capcut johncena ,"['los', 'esperamos', 'capcut', 'johncena']",0.0
161,deliciosos  gastronomía tiktokdecomida ,"['deliciosos', 'gastronomía', 'tiktokdecomida']",0.0
162,miren nada más qué chulada este cuadro de la memoria futbolera del club oro thebest gdl ,"['miren', 'nada', 'más', 'qué', 'chulada', 'este', 'cuadro', 'de', 'la', 'memoria', 'futbolera', 'del', 'club', 'oro', 'thebest', 'gdl']",0.0
163,ya visitaste la feria de la pitaya  recomendation felizfeliz ,"['ya', 'visitaste', 'la', 'feria', 'de', 'la', 'pitaya', 'recomendation', 'felizfeliz']",0.0
164,ya se subieron  centrohistórico gdl ,"['ya', 'se', 'subieron', 'centrohistórico', 'gdl']",0.0
165, gastronomía tiktokdecomida ,"['gastronomía', 'tiktokdecomida']",0.0
166,te invitamos a sumergirte en el mundo de las historias y leyendas del museo panteón de belén felizfeliz jalisco ,"['te', 'invitamos', 'a', 'sumergirte', 'en', 'el', 'mundo', 'de', 'las', 'historias', 'y', 'leyendas', 'del', 'museo', 'panteón', 'de', 'belén', 'felizfeliz', 'jalisco']",0.0
167,la señora logró chivearme  pablolemus felizfeliz ustedes ya se tomaron una  en la plaza luis barragán,"['la', 'señora', 'logró', 'chivearme', 'pablolemus', 'felizfeliz', 'ustedes', 'ya', 'se', 'tomaron', 'una', 'en', 'la', 'plaza', 'luis', 'barragán']",0.0
168,sacando los pasos prohibidos con la marimba en la plaza tapatía de guadalajara gdl jalisco ,"['sacando', 'los', 'pasos', 'prohibidos', 'con', 'la', 'marimba', 'en', 'la', 'plaza', 'tapatía', 'de', 'guadalajara', 'gdl', 'jalisco']",0.0
169, deporte tiktokdeportes ,"['deporte', 'tiktokdeportes']",0.0
170,no tengo duda que juntas y juntos lo vamos a lograr ánimo a darle  jalisco méxico ,"['no', 'tengo', 'duda', 'que', 'juntas', 'y', 'juntos', 'lo', 'vamos', 'a', 'lograr', 'ánimo', 'a', 'darle', 'jalisco', 'méxico']",-0.296
171,me dio mucho gusto conocer a don ramón  ánimo trabajoduro jalisco ,"['me', 'dio', 'mucho', 'gusto', 'conocer', 'a', 'don', 'ramón', 'ánimo', 'trabajoduro', 'jalisco']",0.0
172,hace unos días mientras caminábamos por el centrohistórico jaliscomexico me dio mucho gusto saludar a las alumnas y alumnos del centro escolar mexicaltzingo urbana 33,"['hace', 'unos', 'días', 'mientras', 'caminábamos', 'por', 'el', 'centrohistórico', 'jaliscomexico', 'me', 'dio', 'mucho', 'gusto', 'saludar', 'a', 'las', 'alumnas', 'y', 'alumnos', 'del', 'centro', 'escolar', 'mexicaltzingo', 'urbana', '33']",0.0
173,vengan a conocer el carrusel de guadalajara en estas vacaciones lugaresparavisitar milugarfavorito ,"['vengan', 'a', 'conocer', 'el', 'carrusel', 'de', 'guadalajara', 'en', 'estas', 'vacaciones', 'lugaresparavisitar', 'milugarfavorito']",0.0
174,una delicia las tortas lokas don chava  tiktokdecomida gastronomía ,"['una', 'delicia', 'las', 'tortas', 'lokas', 'don', 'chava', 'tiktokdecomida', 'gastronomía']",0.0
175,guadalajara es la ciudad más bonita turismoenméxico lugaresparavisitar ,"['guadalajara', 'es', 'la', 'ciudad', 'más', 'bonita', 'turismoenméxico', 'lugaresparavisitar']",0.0
176,me da mucho gusto ver que vienen de visita a nuestra hermosa ciudad de guadalajara mexicocheck guadalajara ,"['me', 'da', 'mucho', 'gusto', 'ver', 'que', 'vienen', 'de', 'visita', 'a', 'nuestra', 'hermosa', 'ciudad', 'de', 'guadalajara', 'mexicocheck', 'guadalajara']",0.0
177,vean qué chidas están mis botas de las chivas  clásicotapatío chivasvsatlas son trabajo de un gran zapatero zapopano a quien le agradezco este detalle y aquí las tengo de amuleto para la buena suerte  porque hoy juega el rebaño sagrado en el,"['vean', 'qué', 'chidas', 'están', 'mis', 'botas', 'de', 'las', 'chivas', 'clásicotapatío', 'chivasvsatlas', 'son', 'trabajo', 'de', 'un', 'gran', 'zapatero', 'zapopano', 'a', 'quien', 'le', 'agradezco', 'este', 'detalle', 'y', 'aquí', 'las', 'tengo', 'de', 'amuleto', 'para', 'la', 'buena', 'suerte', 'porque', 'hoy', 'juega', 'el', 'rebaño', 'sagrado', 'en', 'el']",0.0
178,qué tal me veo  capcut comomeveriaenotraepoca ,"['qué', 'tal', 'me', 'veo', 'capcut', 'comomeveriaenotraepoca']",0.0
179,quedo muy chida la plaza  recuperación espaciospublicos ,"['quedo', 'muy', 'chida', 'la', 'plaza', 'recuperación', 'espaciospublicos']",0.0
180,aquí preparándonos  jalisco mexico vamos a ganar  golear  y gustar ánimo,"['aquí', 'preparándonos', 'jalisco', 'mexico', 'vamos', 'a', 'ganar', 'golear', 'y', 'gustar', 'ánimo']",0.0
181,ya disfrutaste del videomapping turismoenméxico milugarfavorito ,"['ya', 'disfrutaste', 'del', 'videomapping', 'turismoenméxico', 'milugarfavorito']",0.0
182,quién más es la tía que reparte el pastel  videosdefiestas pastel ,"['quién', 'más', 'es', 'la', 'tía', 'que', 'reparte', 'el', 'pastel', 'videosdefiestas', 'pastel']",0.0
183,volver a zapopan siempre es una dicha  gracias por este emotivo recibimiento vamos por más pablolemus jalisco ,"['volver', 'a', 'zapopan', 'siempre', 'es', 'una', 'dicha', 'gracias', 'por', 'este', 'emotivo', 'recibimiento', 'vamos', 'por', 'más', 'pablolemus', 'jalisco']",0.0
184,arrancamos con todo  la séptima edición del torneo t21 fútbol down  futbol centrohistorico ,"['arrancamos', 'con', 'todo', 'la', 'séptima', 'edición', 'del', 'torneo', 't21', 'fútbol', 'down', 'futbol', 'centrohistorico']",0.0
185,chequen la técnica para tirar el penal tiktokdeportes fútbol ,"['chequen', 'la', 'técnica', 'para', 'tirar', 'el', 'penal', 'tiktokdeportes', 'fútbol']",0.0
186,todas y todos podemos construir una mejor ciudad ánimo guadalajara servicios públicos guadalajara cuidarlaciudad ,"['todas', 'y', 'todos', 'podemos', 'construir', 'una', 'mejor', 'ciudad', 'ánimo', 'guadalajara', 'servicios', 'públicos', 'guadalajara', 'cuidarlaciudad']",0.0
187,cuánto tiempo tienes sin venir al centro histórico de guadalajara tequeremosenelcentro pablolemus ,"['cuánto', 'tiempo', 'tienes', 'sin', 'venir', 'al', 'centro', 'histórico', 'de', 'guadalajara', 'tequeremosenelcentro', 'pablolemus']",-0.5574
188,hoy celebremos el día municipal del tejuino  tejuino diamunicipal ,"['hoy', 'celebremos', 'el', 'día', 'municipal', 'del', 'tejuino', 'tejuino', 'diamunicipal']",0.0
189,día del clásico nacional  futbol chivasvsamerica ,"['día', 'del', 'clásico', 'nacional', 'futbol', 'chivasvsamerica']",0.0
190,nos vemos el domingo  tejuino diamunicipal ,"['nos', 'vemos', 'el', 'domingo', 'tejuino', 'diamunicipal']",0.0
191,les presentamos el primer prototipo de papelera inteligente y que es completamente amigable con el medioambiente sustentabilidade ,"['les', 'presentamos', 'el', 'primer', 'prototipo', 'de', 'papelera', 'inteligente', 'y', 'que', 'es', 'completamente', 'amigable', 'con', 'el', 'medioambiente', 'sustentabilidade']",0.0
192,me dio mucho gusto acompañar al canelo_oficial akron en el anuncio oficial de su próxima pelea el 6 de mayo en el estadio,"['me', 'dio', 'mucho', 'gusto', 'acompañar', 'al', 'canelo_oficial', 'akron', 'en', 'el', 'anuncio', 'oficial', 'de', 'su', 'próxima', 'pelea', 'el', '6', 'de', 'mayo', 'en', 'el', 'estadio']",0.0
193,un óscar más para guillermo del toro lo hizo de nuevo nuestro gran orgullo tapatío ánimo óscar guillermodeltoro ,"['un', 'óscar', 'más', 'para', 'guillermo', 'del', 'toro', 'lo', 'hizo', 'de', 'nuevo', 'nuestro', 'gran', 'orgullo', 'tapatío', 'ánimo', 'óscar', 'guillermodeltoro']",0.0
194,todo quedó muy rico  quevivalacomida chefcito ,"['todo', 'quedó', 'muy', 'rico', 'quevivalacomida', 'chefcito']",0.0
195,les presento la nueva tecnología para los supermercados que conocimos en expo antad super tecnología ,"['les', 'presento', 'la', 'nueva', 'tecnología', 'para', 'los', 'supermercados', 'que', 'conocimos', 'en', 'expo', 'antad', 'super', 'tecnología']",0.5994
196, pablolemus jalisco ,"['pablolemus', 'jalisco']",0.0
197,nuestro compromiso es claro al término de la administración no habrá ninguna calle de tierra en guadalajara trabajandoduro trabajandoandamos ,"['nuestro', 'compromiso', 'es', 'claro', 'al', 'término', 'de', 'la', 'administración', 'no', 'habrá', 'ninguna', 'calle', 'de', 'tierra', 'en', 'guadalajara', 'trabajandoduro', 'trabajandoandamos']",-0.296
198,todo mi reconocimiento a todos los perritos que forman parte de las brigadas de bomberos_gdl jalisco ,"['todo', 'mi', 'reconocimiento', 'a', 'todos', 'los', 'perritos', 'que', 'forman', 'parte', 'de', 'las', 'brigadas', 'de', 'bomberos_gdl', 'jalisco']",0.0
199,qué bonita es guadalajara  mexico folclor créditos  cheche olguín y sonidos y movimientos de méxico,"['qué', 'bonita', 'es', 'guadalajara', 'mexico', 'folclor', 'créditos', 'cheche', 'olguín', 'y', 'sonidos', 'y', 'movimientos', 'de', 'méxico']",0.0
200,ya tienen su foto con el charro guadalajara jalisco ,"['ya', 'tienen', 'su', 'foto', 'con', 'el', 'charro', 'guadalajara', 'jalisco']",0.0
201,felicidades alexagrasso mexico  llenas de orgullo a todo,"['felicidades', 'alexagrasso', 'mexico', 'llenas', 'de', 'orgullo', 'a', 'todo']",0.0
202,qué bonito es que nos recuerden desde que estábamos trabajando en zapopan pablolemus guadalajara ,"['qué', 'bonito', 'es', 'que', 'nos', 'recuerden', 'desde', 'que', 'estábamos', 'trabajando', 'en', 'zapopan', 'pablolemus', 'guadalajara']",0.0
203, contenido pablolemus ,"['contenido', 'pablolemus']",0.0
204,19 de marzo día municipal del tejuino  tejuino diamunicipal ,"['19', 'de', 'marzo', 'día', 'municipal', 'del', 'tejuino', 'tejuino', 'diamunicipal']",0.0
205,así se vivió el medio maratón de guadalajara  jaliscomexico pablolemus ,"['así', 'se', 'vivió', 'el', 'medio', 'maratón', 'de', 'guadalajara', 'jaliscomexico', 'pablolemus']",0.0
206,torta ahogada  jaliscomexico tortaahogada ,"['torta', 'ahogada', 'jaliscomexico', 'tortaahogada']",0.0
207,vamos a seguir impulsando el deporte pablolemus deporte ,"['vamos', 'a', 'seguir', 'impulsando', 'el', 'deporte', 'pablolemus', 'deporte']",0.0
208,ya estamos listos para mañana  pablolemus maraton ,"['ya', 'estamos', 'listos', 'para', 'mañana', 'pablolemus', 'maraton']",0.0
209,que bonito se ve el carrusel de noche  pablolemus centrohistorico ,"['que', 'bonito', 'se', 've', 'el', 'carrusel', 'de', 'noche', 'pablolemus', 'centrohistorico']",0.0
210,aquí con el gobernador de nuevo león  samuel garcia pablolemus ,"['aquí', 'con', 'el', 'gobernador', 'de', 'nuevo', 'león', 'samuel', 'garcia', 'pablolemus']",0.0
211,estuvimos en zapopan y aprovechamos para regresar al centro de guadalajara en tren ligero   pablolemus guadaajara ,"['estuvimos', 'en', 'zapopan', 'y', 'aprovechamos', 'para', 'regresar', 'al', 'centro', 'de', 'guadalajara', 'en', 'tren', 'ligero', 'pablolemus', 'guadaajara']",0.0
212,gdluz 2023  pablolemus guadalajara ,"['gdluz', '2023', 'pablolemus', 'guadalajara']",0.0
213,olivia una de nuestras tres perritas me acompañó dando buena vibra  correr ejercicio ,"['olivia', 'una', 'de', 'nuestras', 'tres', 'perritas', 'me', 'acompañó', 'dando', 'buena', 'vibra', 'correr', 'ejercicio']",0.0
214,qué tal mi mandil de mandilón  mandil loteria ,"['qué', 'tal', 'mi', 'mandil', 'de', 'mandilón', 'mandil', 'loteria']",0.0
215,mañana último día de gdluz  los esperamos guadalajara pablolemus ,"['mañana', 'último', 'día', 'de', 'gdluz', 'los', 'esperamos', 'guadalajara', 'pablolemus']",0.0
216,ya se subieron al carrusel  carrusel guadalajara ,"['ya', 'se', 'subieron', 'al', 'carrusel', 'carrusel', 'guadalajara']",0.0
217,el carrusel de guadalajara  en el centrohistórico carrusel ,"['el', 'carrusel', 'de', 'guadalajara', 'en', 'el', 'centrohistórico', 'carrusel']",0.0
218,aniversario 481 años  gdluz guadalajara ,"['aniversario', '481', 'años', 'gdluz', 'guadalajara']",0.0
219,celebremos juntos a la ciudad más bonita  aniversario481 felizcumplegdl ,"['celebremos', 'juntos', 'a', 'la', 'ciudad', 'más', 'bonita', 'aniversario481', 'felizcumplegdl']",0.0
220,hoy inauguramos el carrusel en jardín reforma carrusel family ,"['hoy', 'inauguramos', 'el', 'carrusel', 'en', 'jardín', 'reforma', 'carrusel', 'family']",0.0
221,ya estamos listos  mediomaraton guadalajara ,"['ya', 'estamos', 'listos', 'mediomaraton', 'guadalajara']",0.0
222,respuesta a ana gdluz nos vemos el 14 de febrero ,"['respuesta', 'a', 'ana', 'gdluz', 'nos', 'vemos', 'el', '14', 'de', 'febrero']",0.0
223, tapatios tortashogada ,"['tapatios', 'tortashogada']",0.0
224,ya están listos para gdluz felizcumplegdl ,"['ya', 'están', 'listos', 'para', 'gdluz', 'felizcumplegdl']",0.0
225,muchas gracias por el gran recibimiento en la secundaria mixta no 69 teresa de calcuta escuela apoyo ,"['muchas', 'gracias', 'por', 'el', 'gran', 'recibimiento', 'en', 'la', 'secundaria', 'mixta', 'no', '69', 'teresa', 'de', 'calcuta', 'escuela', 'apoyo']",-0.296
226,programa creakids  arte corazon ,"['programa', 'creakids', 'arte', 'corazon']",0.0
227,ya conocen los bibliorefri  capitalmundialdellibro jaliscomexico ,"['ya', 'conocen', 'los', 'bibliorefri', 'capitalmundialdellibro', 'jaliscomexico']",0.0
