,texto,tokens,sentimiento
228,estamos sembrando rosales para recuperar nuestra identidad somos la ciudad de las rosas y pronto lo seremos en todo su esplendor ciudaddelasrosas guadalajara ,"['estamos', 'sembrando', 'rosales', 'para', 'recuperar', 'nuestra', 'identidad', 'somos', 'la', 'ciudad', 'de', 'las', 'rosas', 'y', 'pronto', 'lo', 'seremos', 'en', 'todo', 'su', 'esplendor', 'ciudaddelasrosas', 'guadalajara']",0.0
229,guadalajara  sabado excelentedia ,"['guadalajara', 'sabado', 'excelentedia']",0.0
230,siempre trabajando por guadalajara  trabajando heroedelaciudad ,"['siempre', 'trabajando', 'por', 'guadalajara', 'trabajando', 'heroedelaciudad']",0.0
231,las tradiciones son para disfrutarse  diadelacandelaria pablolemus ,"['las', 'tradiciones', 'son', 'para', 'disfrutarse', 'diadelacandelaria', 'pablolemus']",0.0
232,este 2023 se vienen grandes cosas para las juventudes de la perla tapatía freestylerap pablolemus ,"['este', '2023', 'se', 'vienen', 'grandes', 'cosas', 'para', 'las', 'juventudes', 'de', 'la', 'perla', 'tapatía', 'freestylerap', 'pablolemus']",0.0
233,aluzinante un espectáculo de luces  aniversario481 felizcumplegdl ,"['aluzinante', 'un', 'espectáculo', 'de', 'luces', 'aniversario481', 'felizcumplegdl']",0.0
234,quién es teamshakira teampique ,"['quién', 'es', 'teamshakira', 'teampique']",0.0
235,saben deliciosos  domingo tiktokdomingo ,"['saben', 'deliciosos', 'domingo', 'tiktokdomingo']",0.0
236,bien y de buenas ánimoguadalajara guadalajara ,"['bien', 'y', 'de', 'buenas', 'ánimoguadalajara', 'guadalajara']",0.0
237, rbdmusica rbd ,"['rbdmusica', 'rbd']",0.0
238,   ,[],0.0
239,apoco no se les antojó un cuernito alfredo  delicious delideli ,"['apoco', 'no', 'se', 'les', 'antojó', 'un', 'cuernito', 'alfredo', 'delicious', 'delideli']",0.3612
240, guadalajara ciudadbonita ,"['guadalajara', 'ciudadbonita']",0.0
241,dense una vuelta a los tacos paco en calle sol esquina con arcos en la colonia jardines del bosque la verdad están riquísimos  pablolemus guadalajara ,"['dense', 'una', 'vuelta', 'a', 'los', 'tacos', 'paco', 'en', 'calle', 'sol', 'esquina', 'con', 'arcos', 'en', 'la', 'colonia', 'jardines', 'del', 'bosque', 'la', 'verdad', 'están', 'riquísimos', 'pablolemus', 'guadalajara']",0.0
242,chequen los autos eléctricos que le entregamos al personal de la coordinación de servicios públicos municipales ánimo guadalajara pablolemus ,"['chequen', 'los', 'autos', 'eléctricos', 'que', 'le', 'entregamos', 'al', 'personal', 'de', 'la', 'coordinación', 'de', 'servicios', 'públicos', 'municipales', 'ánimo', 'guadalajara', 'pablolemus']",0.0
243,mira hasta el final cristiancastro pablolemus ,"['mira', 'hasta', 'el', 'final', 'cristiancastro', 'pablolemus']",0.0
244,qué orgullo que en jalisco exista talento como el de katya echazarreta la primera mujer mexicana y además tapatía en viajar al espacio pablolemus katyaechazarreta ,"['qué', 'orgullo', 'que', 'en', 'jalisco', 'exista', 'talento', 'como', 'el', 'de', 'katya', 'echazarreta', 'la', 'primera', 'mujer', 'mexicana', 'y', 'además', 'tapatía', 'en', 'viajar', 'al', 'espacio', 'pablolemus', 'katyaechazarreta']",0.0
245,cuando le preguntan a maye por mi  enamorados couplegoals ,"['cuando', 'le', 'preguntan', 'a', 'maye', 'por', 'mi', 'enamorados', 'couplegoals']",0.0
246,muchas gracias por todo el cariño abrazos cariño ,"['muchas', 'gracias', 'por', 'todo', 'el', 'cariño', 'abrazos', 'cariño']",0.0
247,ya estamos listos para mañana  pablolemus maraton ,"['ya', 'estamos', 'listos', 'para', 'mañana', 'pablolemus', 'maraton']",0.0
248,que bonito se ve el carrusel de noche  pablolemus centrohistorico ,"['que', 'bonito', 'se', 've', 'el', 'carrusel', 'de', 'noche', 'pablolemus', 'centrohistorico']",0.0
249,aquí con el gobernador de nuevo león  samuel garcia pablolemus ,"['aquí', 'con', 'el', 'gobernador', 'de', 'nuevo', 'león', 'samuel', 'garcia', 'pablolemus']",0.0
250,estuvimos en zapopan y aprovechamos para regresar al centro de guadalajara en tren ligero   pablolemus guadaajara ,"['estuvimos', 'en', 'zapopan', 'y', 'aprovechamos', 'para', 'regresar', 'al', 'centro', 'de', 'guadalajara', 'en', 'tren', 'ligero', 'pablolemus', 'guadaajara']",0.0
251,gdluz 2023  pablolemus guadalajara ,"['gdluz', '2023', 'pablolemus', 'guadalajara']",0.0
252,olivia una de nuestras tres perritas me acompañó dando buena vibra  correr ejercicio ,"['olivia', 'una', 'de', 'nuestras', 'tres', 'perritas', 'me', 'acompañó', 'dando', 'buena', 'vibra', 'correr', 'ejercicio']",0.0
253,qué tal mi mandil de mandilón  mandil loteria ,"['qué', 'tal', 'mi', 'mandil', 'de', 'mandilón', 'mandil', 'loteria']",0.0
254,mañana último día de gdluz  los esperamos guadalajara pablolemus ,"['mañana', 'último', 'día', 'de', 'gdluz', 'los', 'esperamos', 'guadalajara', 'pablolemus']",0.0
255,ya se subieron al carrusel  carrusel guadalajara ,"['ya', 'se', 'subieron', 'al', 'carrusel', 'carrusel', 'guadalajara']",0.0
256,el carrusel de guadalajara  en el centrohistórico carrusel ,"['el', 'carrusel', 'de', 'guadalajara', 'en', 'el', 'centrohistórico', 'carrusel']",0.0
257,aniversario 481 años  gdluz guadalajara ,"['aniversario', '481', 'años', 'gdluz', 'guadalajara']",0.0
258,celebremos juntos a la ciudad más bonita  aniversario481 felizcumplegdl ,"['celebremos', 'juntos', 'a', 'la', 'ciudad', 'más', 'bonita', 'aniversario481', 'felizcumplegdl']",0.0
259,hoy inauguramos el carrusel en jardín reforma carrusel family ,"['hoy', 'inauguramos', 'el', 'carrusel', 'en', 'jardín', 'reforma', 'carrusel', 'family']",0.0
260,ya estamos listos  mediomaraton guadalajara ,"['ya', 'estamos', 'listos', 'mediomaraton', 'guadalajara']",0.0
261,respuesta a ana gdluz nos vemos el 14 de febrero ,"['respuesta', 'a', 'ana', 'gdluz', 'nos', 'vemos', 'el', '14', 'de', 'febrero']",0.0
262, tapatios tortashogada ,"['tapatios', 'tortashogada']",0.0
263,ya están listos para gdluz felizcumplegdl ,"['ya', 'están', 'listos', 'para', 'gdluz', 'felizcumplegdl']",0.0
264,muchas gracias por el gran recibimiento en la secundaria mixta no 69 teresa de calcuta escuela apoyo ,"['muchas', 'gracias', 'por', 'el', 'gran', 'recibimiento', 'en', 'la', 'secundaria', 'mixta', 'no', '69', 'teresa', 'de', 'calcuta', 'escuela', 'apoyo']",-0.296
265,programa creakids  arte corazon ,"['programa', 'creakids', 'arte', 'corazon']",0.0
266,ya conocen los bibliorefri  capitalmundialdellibro jaliscomexico ,"['ya', 'conocen', 'los', 'bibliorefri', 'capitalmundialdellibro', 'jaliscomexico']",0.0
267,estamos sembrando rosales para recuperar nuestra identidad somos la ciudad de las rosas y pronto lo seremos en todo su esplendor ciudaddelasrosas guadalajara ,"['estamos', 'sembrando', 'rosales', 'para', 'recuperar', 'nuestra', 'identidad', 'somos', 'la', 'ciudad', 'de', 'las', 'rosas', 'y', 'pronto', 'lo', 'seremos', 'en', 'todo', 'su', 'esplendor', 'ciudaddelasrosas', 'guadalajara']",0.0
268,guadalajara  sabado excelentedia ,"['guadalajara', 'sabado', 'excelentedia']",0.0
269,siempre trabajando por guadalajara  trabajando heroedelaciudad ,"['siempre', 'trabajando', 'por', 'guadalajara', 'trabajando', 'heroedelaciudad']",0.0
270,las tradiciones son para disfrutarse  diadelacandelaria pablolemus ,"['las', 'tradiciones', 'son', 'para', 'disfrutarse', 'diadelacandelaria', 'pablolemus']",0.0
271,este 2023 se vienen grandes cosas para las juventudes de la perla tapatía freestylerap pablolemus ,"['este', '2023', 'se', 'vienen', 'grandes', 'cosas', 'para', 'las', 'juventudes', 'de', 'la', 'perla', 'tapatía', 'freestylerap', 'pablolemus']",0.0
272,aluzinante un espectáculo de luces  aniversario481 felizcumplegdl ,"['aluzinante', 'un', 'espectáculo', 'de', 'luces', 'aniversario481', 'felizcumplegdl']",0.0
273,quién es teamshakira teampique ,"['quién', 'es', 'teamshakira', 'teampique']",0.0
274,saben deliciosos  domingo tiktokdomingo ,"['saben', 'deliciosos', 'domingo', 'tiktokdomingo']",0.0
275,bien y de buenas ánimoguadalajara guadalajara ,"['bien', 'y', 'de', 'buenas', 'ánimoguadalajara', 'guadalajara']",0.0
276, rbdmusica rbd ,"['rbdmusica', 'rbd']",0.0
277,   ,[],0.0
278,apoco no se les antojó un cuernito alfredo  delicious delideli ,"['apoco', 'no', 'se', 'les', 'antojó', 'un', 'cuernito', 'alfredo', 'delicious', 'delideli']",0.3612
279, guadalajara ciudadbonita ,"['guadalajara', 'ciudadbonita']",0.0
280,dense una vuelta a los tacos paco en calle sol esquina con arcos en la colonia jardines del bosque la verdad están riquísimos  pablolemus guadalajara ,"['dense', 'una', 'vuelta', 'a', 'los', 'tacos', 'paco', 'en', 'calle', 'sol', 'esquina', 'con', 'arcos', 'en', 'la', 'colonia', 'jardines', 'del', 'bosque', 'la', 'verdad', 'están', 'riquísimos', 'pablolemus', 'guadalajara']",0.0
281,chequen los autos eléctricos que le entregamos al personal de la coordinación de servicios públicos municipales ánimo guadalajara pablolemus ,"['chequen', 'los', 'autos', 'eléctricos', 'que', 'le', 'entregamos', 'al', 'personal', 'de', 'la', 'coordinación', 'de', 'servicios', 'públicos', 'municipales', 'ánimo', 'guadalajara', 'pablolemus']",0.0
282,mira hasta el final cristiancastro pablolemus ,"['mira', 'hasta', 'el', 'final', 'cristiancastro', 'pablolemus']",0.0
283,qué orgullo que en jalisco exista talento como el de katya echazarreta la primera mujer mexicana y además tapatía en viajar al espacio pablolemus katyaechazarreta ,"['qué', 'orgullo', 'que', 'en', 'jalisco', 'exista', 'talento', 'como', 'el', 'de', 'katya', 'echazarreta', 'la', 'primera', 'mujer', 'mexicana', 'y', 'además', 'tapatía', 'en', 'viajar', 'al', 'espacio', 'pablolemus', 'katyaechazarreta']",0.0
284,qué tal la armo de karateca  pablolemus karate ,"['qué', 'tal', 'la', 'armo', 'de', 'karateca', 'pablolemus', 'karate']",0.0
285,recuerda que puedes disfrutar de este increíble espectáculo de jueves a domingo en la catedral de guadalajara en uno de sus tres horarios 1945 2045 y 2130 ánimo tequeremosenelcentro pablolemus ,"['recuerda', 'que', 'puedes', 'disfrutar', 'de', 'este', 'increíble', 'espectáculo', 'de', 'jueves', 'a', 'domingo', 'en', 'la', 'catedral', 'de', 'guadalajara', 'en', 'uno', 'de', 'sus', 'tres', 'horarios', '19', '45', '20', '45', 'y', '21', '30', 'ánimo', 'tequeremosenelcentro', 'pablolemus']",0.0
286,queremos que guadalajara se vea cada vez más chula  centrohistorico jalisco ,"['queremos', 'que', 'guadalajara', 'se', 'vea', 'cada', 'vez', 'más', 'chula', 'centrohistorico', 'jalisco']",0.0
287,apoco no se les antojó  guadalajara parqueciudadeshermanas ,"['apoco', 'no', 'se', 'les', 'antojó', 'guadalajara', 'parqueciudadeshermanas']",-0.296
288,queremos que nuestros servicios públicos municipales brinden un excelente servicio es por eso que realizamos la entrega de 102 vehículos nuevos para poder atender mejor a las tapatías y los tapatíos   ánimo guadalajara trabajando ,"['queremos', 'que', 'nuestros', 'servicios', 'públicos', 'municipales', 'brinden', 'un', 'excelente', 'servicio', 'es', 'por', 'eso', 'que', 'realizamos', 'la', 'entrega', 'de', '102', 'vehículos', 'nuevos', 'para', 'poder', 'atender', 'mejor', 'a', 'las', 'tapatías', 'y', 'los', 'tapatíos', 'ánimo', 'guadalajara', 'trabajando']",0.0
289,de corazón muchas gracias por la confianza y las muestras de cariño es una gran motivación para chambear todos los días  motivation cariño ,"['de', 'corazón', 'muchas', 'gracias', 'por', 'la', 'confianza', 'y', 'las', 'muestras', 'de', 'cariño', 'es', 'una', 'gran', 'motivación', 'para', 'chambear', 'todos', 'los', 'días', 'motivation', 'cariño']",0.34
290,mi bici  pablolemus bizarrap ,"['mi', 'bici', 'pablolemus', 'bizarrap']",0.0
291,buenas noches  pablolemus guadalajara ,"['buenas', 'noches', 'pablolemus', 'guadalajara']",0.0
292,me dio mucho gusto conocer a romina  una danzante que practicó durante un año además de hacer sus vestuarios  pablolemus guadalajara ,"['me', 'dio', 'mucho', 'gusto', 'conocer', 'a', 'romina', 'una', 'danzante', 'que', 'practicó', 'durante', 'un', 'año', 'además', 'de', 'hacer', 'sus', 'vestuarios', 'pablolemus', 'guadalajara']",0.0
293,me dio mucho gusto disfrutar juntos y juntas de una de las tradiciones más bonitas de nuestro país roscadereyes pablolemus ,"['me', 'dio', 'mucho', 'gusto', 'disfrutar', 'juntos', 'y', 'juntas', 'de', 'una', 'de', 'las', 'tradiciones', 'más', 'bonitas', 'de', 'nuestro', 'país', 'roscadereyes', 'pablolemus']",0.0
294,los esperamos este próximo viernes 6 de enero para partir la rosca de reyes la cita es a las 1800 horas en plaza guadalajara centrohistorico guadalajara ,"['los', 'esperamos', 'este', 'próximo', 'viernes', '6', 'de', 'enero', 'para', 'partir', 'la', 'rosca', 'de', 'reyes', 'la', 'cita', 'es', 'a', 'las', '18', '00', 'horas', 'en', 'plaza', 'guadalajara', 'centrohistorico', 'guadalajara']",0.0
295,que este 2023 añonuevo los llene de alegría dicha y salud  feliz,"['que', 'este', '2023', 'añonuevo', 'los', 'llene', 'de', 'alegría', 'dicha', 'y', 'salud', 'feliz']",0.0
296,hoy guadalajara tiene un centrohistórico guadalajarajalisco con un rostro distinto y en el 2023 vamos por más eventos para seguirlo llenándolo de atractivosánimo guadalajara,"['hoy', 'guadalajara', 'tiene', 'un', 'centrohistórico', 'guadalajarajalisco', 'con', 'un', 'rostro', 'distinto', 'y', 'en', 'el', '2023', 'vamos', 'por', 'más', 'eventos', 'para', 'seguirlo', 'llenándolo', 'de', 'atractivos', 'ánimo', 'guadalajara']",0.0
297,los invito a darse una vuelta al café peregrino  delicious cafeteria ,"['los', 'invito', 'a', 'darse', 'una', 'vuelta', 'al', 'café', 'peregrino', 'delicious', 'cafeteria']",0.5719
298,échense una vuelta el parque de la solidaridad el horario de la pista es de 0930 a 2130 horas   ilusionante pistadehielo ,"['échense', 'una', 'vuelta', 'el', 'parque', 'de', 'la', 'solidaridad', 'el', 'horario', 'de', 'la', 'pista', 'es', 'de', '09', '30', 'a', '21', '30', 'horas', 'ilusionante', 'pistadehielo']",0.0
299,de pregunta centrohistórico la navidad cobra vida en cada espacio del,"['de', 'pregunta', 'centrohistórico', 'la', 'navidad', 'cobra', 'vida', 'en', 'cada', 'espacio', 'del']",0.0
300,el suertudo soy yo  juntosporsiempre terminandoelaño ,"['el', 'suertudo', 'soy', 'yo', 'juntosporsiempre', 'terminandoelaño']",0.0
301,las niñas y los niños de guadalajara y yo les deseamos feliz navidad  feliznavidad diciembre felices fiestas a todas y todos ánimo guadalajara,"['las', 'niñas', 'y', 'los', 'niños', 'de', 'guadalajara', 'y', 'yo', 'les', 'deseamos', 'feliz', 'navidad', 'feliznavidad', 'diciembre', 'felices', 'fiestas', 'a', 'todas', 'y', 'todos', 'ánimo', 'guadalajara']",0.3612
302,les deseo una muy feliz navidad y les envío un fuerte abrazo  ánimo guadalajara pablolemus ,"['les', 'deseo', 'una', 'muy', 'feliz', 'navidad', 'y', 'les', 'envío', 'un', 'fuerte', 'abrazo', 'ánimo', 'guadalajara', 'pablolemus']",0.0
303,aproveché la visita a la casa de santa para dejarle mi cartita de deseo ustedes ya le llevaron la suya ánimo guadalajara y que pasen muy felices fiestas  en compañía de su familia y seres queridos pablolemus buenosdeseos ,"['aproveché', 'la', 'visita', 'a', 'la', 'casa', 'de', 'santa', 'para', 'dejarle', 'mi', 'cartita', 'de', 'deseo', 'ustedes', 'ya', 'le', 'llevaron', 'la', 'suya', 'ánimo', 'guadalajara', 'y', 'que', 'pasen', 'muy', 'felices', 'fiestas', 'en', 'compañía', 'de', 'su', 'familia', 'y', 'seres', 'queridos', 'pablolemus', 'buenosdeseos']",0.3612
304,la fábrica de santa está abierta de 1730 a 2130 horas y la encuentran en paseo alcalde frente a plaza de armas  pablolemus fabricadesanta ,"['la', 'fábrica', 'de', 'santa', 'está', 'abierta', 'de', '17', '30', 'a', '21', '30', 'horas', 'y', 'la', 'encuentran', 'en', 'paseo', 'alcalde', 'frente', 'a', 'plaza', 'de', 'armas', 'pablolemus', 'fabricadesanta']",0.0
305,ilusionante  navidad centrohistorico ,"['ilusionante', 'navidad', 'centrohistorico']",0.0
306,rescatando a un amigo  pablolemus adoptanocompres ,"['rescatando', 'a', 'un', 'amigo', 'pablolemus', 'adoptanocompres']",0.0
307,ilusionante  pablolemus navidad ,"['ilusionante', 'pablolemus', 'navidad']",0.0
308, pablolemus pedromoreno ,"['pablolemus', 'pedromoreno']",0.0
309,de pregunta paseoalcalde miren lo bonito que se ve,"['de', 'pregunta', 'paseoalcalde', 'miren', 'lo', 'bonito', 'que', 'se', 've']",0.0
310,qué belleza ayer paseoalcalde jalisco se engalanó con la presencia de más de 3 mil tapatíos y tapatíos para escuchar a la filarmónica de jalisco,"['qué', 'belleza', 'ayer', 'paseoalcalde', 'jalisco', 'se', 'engalanó', 'con', 'la', 'presencia', 'de', 'más', 'de', '3', 'mil', 'tapatíos', 'y', 'tapatíos', 'para', 'escuchar', 'a', 'la', 'filarmónica', 'de', 'jalisco']",0.0
311,martes por la noche y seguimos chambeando  en unos minutos más la orquesta filarmónica de jalisco engalanará paseoalcalde ilusionante  nos vemos en punto de las 8pm para un concierto,"['martes', 'por', 'la', 'noche', 'y', 'seguimos', 'chambeando', 'en', 'unos', 'minutos', 'más', 'la', 'orquesta', 'filarmónica', 'de', 'jalisco', 'engalanará', 'paseoalcalde', 'ilusionante', 'nos', 'vemos', 'en', 'punto', 'de', 'las', '8pm', 'para', 'un', 'concierto']",0.0
312,chequen como quedaron de primera las canchas de fútbol de isla raza  pablolemus islaraza ,"['chequen', 'como', 'quedaron', 'de', 'primera', 'las', 'canchas', 'de', 'fútbol', 'de', 'isla', 'raza', 'pablolemus', 'islaraza']",0.0
313,vean con que detalle me sorprendieron en el tianguis navideño en el parque el refugio  ánimo guadalajara pablolemus ,"['vean', 'con', 'que', 'detalle', 'me', 'sorprendieron', 'en', 'el', 'tianguis', 'navideño', 'en', 'el', 'parque', 'el', 'refugio', 'ánimo', 'guadalajara', 'pablolemus']",0.0
314,siempre me llena de mucha alegría el convivir con las juventudes agradezco su buena vibra y el buen ánimo que me transmiten para seguir adelante  pablolemus workworkwork ,"['siempre', 'me', 'llena', 'de', 'mucha', 'alegría', 'el', 'convivir', 'con', 'las', 'juventudes', 'agradezco', 'su', 'buena', 'vibra', 'y', 'el', 'buen', 'ánimo', 'que', 'me', 'transmiten', 'para', 'seguir', 'adelante', 'pablolemus', 'workworkwork']",0.0
315,sofi venció al cáncer y tocó la campana  narizrojac luchacontraelcancer ,"['sofi', 'venció', 'al', 'cáncer', 'y', 'tocó', 'la', 'campana', 'narizrojac', 'luchacontraelcancer']",0.0
316,después de inaugurar el festival ilusionante en el parque de la solidaridad junto con el gobernador enriquealfaror navidad  nos pusimos los patines para estrenar la pista de hielo y echar una patinada ánimo a disfrutar de este increíble festival navideño,"['después', 'de', 'inaugurar', 'el', 'festival', 'ilusionante', 'en', 'el', 'parque', 'de', 'la', 'solidaridad', 'junto', 'con', 'el', 'gobernador', 'enriquealfaror', 'navidad', 'nos', 'pusimos', 'los', 'patines', 'para', 'estrenar', 'la', 'pista', 'de', 'hielo', 'y', 'echar', 'una', 'patinada', 'ánimo', 'a', 'disfrutar', 'de', 'este', 'increíble', 'festival', 'navideño']",0.7506
317,cuando llegué a guadalajara nos comprometimos a invertir fuerte y en serio en materia de infraestructura por eso el día de hoy estamos entregando el reencarpertado y obras adicionales hechas en la calle gabriela mistral en la colonia alcalde barranquitas   ánimo guadalajara pablolemus ,"['cuando', 'llegué', 'a', 'guadalajara', 'nos', 'comprometimos', 'a', 'invertir', 'fuerte', 'y', 'en', 'serio', 'en', 'materia', 'de', 'infraestructura', 'por', 'eso', 'el', 'día', 'de', 'hoy', 'estamos', 'entregando', 'el', 'reencarpertado', 'y', 'obras', 'adicionales', 'hechas', 'en', 'la', 'calle', 'gabriela', 'mistral', 'en', 'la', 'colonia', 'alcalde', 'barranquitas', 'ánimo', 'guadalajara', 'pablolemus']",0.0
318,chequen qué bonito se ve el centro histórico  guadalajara jalisco ,"['chequen', 'qué', 'bonito', 'se', 've', 'el', 'centro', 'histórico', 'guadalajara', 'jalisco']",0.0
