"tiktok-1as5cen-DivWrapper href","tiktok-41hm0z src","video-count","tiktok-1wrhn5c-AMetaCaptionLine href","tiktok-j2a19r-SpanText","ejg0rhn6 href","tiktok-1p6dp51-StrongText","tiktok-j2a19r-SpanText 2","ejg0rhn6 href 2","tiktok-1p6dp51-StrongText 2","ejg0rhn6 href 3","tiktok-1p6dp51-StrongText 3","ejg0rhn6 href 4","tiktok-1p6dp51-StrongText 4","ejg0rhn6 href 5","tiktok-1p6dp51-StrongText 5","ejg0rhn6 href 6","tiktok-1p6dp51-StrongText 6","tiktok-41hm0z src 2"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oYQqgDCfjee6A7PI04DE2EzlkQnIWHggSlvhCK?x-expires=1697670000&x-signature=vQ7JRi%2BAjtYa5wN7B8HWaxlKLFQ%3D","375.3K","https://www.tiktok.com/@drcarloslomeli/video/7238826239203478789","Nos oponemos a la verificación recaudatoria que Movimiento Ciudadano está imponiendo a las y los jaliscienses.","","","¡Afinación sí, verificación recaudatoria no!","","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oYQqgDCfjee6A7PI04DE2EzlkQnIWHggSlvhCK~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=rB%2FEbKRfgI4jdujUNCw2jkaVxtc%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0d07ab60d74f4da3a57b836be3305ed4_1685281667?x-expires=1697670000&x-signature=u8b%2FA0jLgLGsS7YmxjP284mdI38%3D","3060","https://www.tiktok.com/@drcarloslomeli/video/7238229604383673606","Spoiler de lo que verán próximamente en el","https://www.tiktok.com/tag/doccast","#DocCast","😎 ¡No se lo pierdn!","","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/0d07ab60d74f4da3a57b836be3305ed4_1685281667~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=yahcK4p2AusLigPFx2H9EvLbLv8%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fa11045592b443aebce09ba292b314c8_1685130569?x-expires=1697670000&x-signature=JTeOtkBq8bU4MWkNawSpdqxrNYI%3D","1442","https://www.tiktok.com/@drcarloslomeli/video/7237580657638100230","Gracias por ser parte de esta historia. ¡Les quiero mucho!","https://www.tiktok.com/tag/amorconamorsepaga","#amorconamorsepaga","","","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/fa11045592b443aebce09ba292b314c8_1685130569~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=5KBlvyeJCEKfpGPeMKzwNu3xzcs%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/okeEBYRJ0QAY6yAk0KAHDbAiUQDvyBnzkIfRZ8?x-expires=1697670000&x-signature=CqJUZrHBrefmVhMGpFzKhNYYFYE%3D","2460","https://www.tiktok.com/@drcarloslomeli/video/7233205291041426693","¡Estamos listos para apoyar al rebaño sagrado! Hoy remontamos en casa y pasamos a la semifinal. ¡Arriba las","https://www.tiktok.com/tag/chivas","#Chivas","!","https://www.tiktok.com/tag/chivasdelguadalajara","#chivasdelguadalajara","https://www.tiktok.com/tag/clasicotapatio","#clasicotapatio","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/okeEBYRJ0QAY6yAk0KAHDbAiUQDvyBnzkIfRZ8~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=rTaWBdLkCy6gMXD9VxNukAhZzKc%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oczOygIOaBzyohA2Ec9CAHmZukfXILvhXUqgtp?x-expires=1697670000&x-signature=SlLexjeUAVDHBunFqJk6wbSZyvI%3D","1681","https://www.tiktok.com/@drcarloslomeli/video/7231036566024621317","Para ser un buen politico, hay que tenerle amor al pueblo.","https://www.tiktok.com/tag/politica","#politica","","https://www.tiktok.com/tag/morena","#morena","https://www.tiktok.com/tag/amlo","#amlo","https://www.tiktok.com/tag/4t","#4t","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oczOygIOaBzyohA2Ec9CAHmZukfXILvhXUqgtp~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=VUyg6AGC4%2Bzukl6xxlF%2FcX%2BpTuA%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUVxrhQWbAIIvHy0BnRkffB6ADBJ8EVcPIFQ7A?x-expires=1697670000&x-signature=blF5T58OjbIq2KpqhTpdBSq0wo0%3D","3108","https://www.tiktok.com/@drcarloslomeli/video/7230672061272755462","¡Con","https://www.tiktok.com/tag/morena","#Morena",", Jalisco va a cambiar!","https://www.tiktok.com/tag/morenava","#MorenaVa","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oUVxrhQWbAIIvHy0BnRkffB6ADBJ8EVcPIFQ7A~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=6jJcyfd%2BppldM2FjuTlXIOKcPwA%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7228651308054531334","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oopRGOoKtAETloZiAzIyDBA7VhgkfCvbQKiItH?x-expires=1697670000&x-signature=QzaOKhMUqAnzEY%2FwlDnQhHEGh9c%3D","1076","https://www.tiktok.com/@drcarloslomeli/video/7228651308054531334","Vamos por la unidad, la paz y la reconciliación.","https://www.tiktok.com/tag/morenava","#MorenaVa","","","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oopRGOoKtAETloZiAzIyDBA7VhgkfCvbQKiItH~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=X9su%2BOlgxqwlrYn2%2Fa8Hp%2BdvonE%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7226929713862741253","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/okdXsAAmEhqw2MrgZNyCLzkAJIAMkLQNoASfZI?x-expires=1697670000&x-signature=YXmUx2GeZlNpUL436zc2AqXKKMY%3D","13.7K","https://www.tiktok.com/@drcarloslomeli/video/7226929713862741253","Mañana el gobierno de Lemus y Movimiento Ciudadano van a autorizar un atraco más para","https://www.tiktok.com/tag/guadalajara","#Guadalajara","","","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/okdXsAAmEhqw2MrgZNyCLzkAJIAMkLQNoASfZI~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=VQm9QgrfiY6YD%2BljOFAuwsDz0PI%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7225399015192530203","https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oYLut8BRPnk6RwEYjQwIAeFPIb6VfDDDG9QacA?x-expires=1697670000&x-signature=uamW%2B%2BIiEhIdXKQsRMEIBuJoXf0%3D","3148","https://www.tiktok.com/@drcarloslomeli/video/7225399015192530203","Recupérate presidente Andrés Manuel López Obrador.  Un abrazo desde Jalisco. 🫶","https://www.tiktok.com/tag/andresmanuellopezobrador","#andresmanuellopezobrador","","https://www.tiktok.com/tag/amlo","#amlo","https://www.tiktok.com/tag/guadalajara","#Guadalajara","https://www.tiktok.com/tag/politica","#politica","","","","","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/oYLut8BRPnk6RwEYjQwIAeFPIb6VfDDDG9QacA~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=9ZUprD9MKuUvQfiWwnDD0648XMI%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7223207096400104709","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/582ea4a53a8942669298202fddce5204_1681783964?x-expires=1697670000&x-signature=%2BLEMfJUVwp0LJ4s43aZAhTTss9A%3D","2965","https://www.tiktok.com/@drcarloslomeli/video/7223207096400104709","¡Hasta Barbie lo sabe; el cambio llegará a Jalisco, esto se va poner muy bueno!","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/morena","#morena","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/582ea4a53a8942669298202fddce5204_1681783964~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=g3jfy1d%2B0ro54EoTDb9%2Bx%2FcFgZs%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7216522426782371077","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/a609698aeab54905866db6314e24924e_1680227567?x-expires=1697670000&x-signature=5uptaljirylCBbIcrMBI8UGGC%2Bo%3D","1564","https://www.tiktok.com/@drcarloslomeli/video/7216522426782371077","Ya todos lo saben ¡Morena es el cambio! ❤️","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/morena","#morena","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/a609698aeab54905866db6314e24924e_1680227567~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=tXeQLRxS6KFhHA%2BV2QUzIwOix4w%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7215069343355260166","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4JIJIaQnBeNRBJeQDbsAFBgS8rtkkBEp8GRjC?x-expires=1697670000&x-signature=gvXpmnLNLLjrhEg1B1sa%2ByXY0gE%3D","20.5K","https://www.tiktok.com/@drcarloslomeli/video/7215069343355260166","Así los gobiernos 🍊, construyen obras caras y chafas 😡","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/morena","#morena","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o4JIJIaQnBeNRBJeQDbsAFBgS8rtkkBEp8GRjC~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=LqQjZ%2B9r%2Bb0qelI8dcjiXspd20s%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7212832674635992325","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ec7566116ea24f83b5ab7add07702f37_1679368482?x-expires=1697670000&x-signature=ejbsBsWt3GHoj7WVfNV5hfezb08%3D","1033","https://www.tiktok.com/@drcarloslomeli/video/7212832674635992325","Fue un gusto! 😄","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/morena","#morena","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ec7566116ea24f83b5ab7add07702f37_1679368482~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=4FycddvHzcLITgepq2wj8%2BKcGXc%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7212007452340964613","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o0pjXnFaQAJNf5BEKBMDQgKeQIQRQy8AkWBSyb?x-expires=1697670000&x-signature=G9sRogwXX%2F2RWgeGmISYdEvXOcQ%3D","21.5K","https://www.tiktok.com/@drcarloslomeli/video/7212007452340964613","Nos agarró la lluvia, pero seguimos firmes celebrando la soberanía energética.","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/andresmanuellopezobrador","#andresmanuellopezobrador","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o0pjXnFaQAJNf5BEKBMDQgKeQIQRQy8AkWBSyb~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=LWuXAoqSvQHD3odXOWL3pM%2BCCDQ%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7210983133364243718","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/49186caea5c5429c81d27eb096bf6ffc_1678937855?x-expires=1697670000&x-signature=JAscv9TC7oMkQBBwjdOXXhUhazw%3D","26.4K","https://www.tiktok.com/@drcarloslomeli/video/7210983133364243718","Con Morena en el 2024, afinación sí, verificación no.","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/49186caea5c5429c81d27eb096bf6ffc_1678937855~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=HTdXf1yTRDbLweRm%2BiNjo%2FUZEOI%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7210234065193078022","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/129d171946bb43f4a6f0db3f7bd5563f_1678763449?x-expires=1697670000&x-signature=1x1%2BmgU%2BX5i%2Bs29X%2Fzx7ex7PlGg%3D","1775","https://www.tiktok.com/@drcarloslomeli/video/7210234065193078022","Es un gusto tenerte en Jalisco","https://www.tiktok.com/@mario_delgadoc","@Mario Delgado","👏🏻","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/129d171946bb43f4a6f0db3f7bd5563f_1678763449~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=gJOTzfO%2FxtasvyBWUlAuOWxvM1g%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7209499963351469318","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0436b07ffc7e4a79911e4b58a9273a2c_1678592528?x-expires=1697670000&x-signature=yvO2vZtCotPMpKFVqmdE57mVfg0%3D","976","https://www.tiktok.com/@drcarloslomeli/video/7209499963351469318","Y por muchos años más! 🫶🏻","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/0436b07ffc7e4a79911e4b58a9273a2c_1678592528~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=fvov2j0bdKEMhE9EFMiHJ%2BvFkd8%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7206892069426564357","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUyIFmPTBnDBAJsI8aeYQVQDRAT0CfpbEFBkBA?x-expires=1697670000&x-signature=Uvtr%2BKftN9dS6t4JE1%2BQBMaOhSk%3D","1586","https://www.tiktok.com/@drcarloslomeli/video/7206892069426564357","Tenemos al mejor 👌🏻","https://www.tiktok.com/tag/drcarloslomeli","#drcarloslomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oUyIFmPTBnDBAJsI8aeYQVQDRAT0CfpbEFBkBA~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=p05YNaE06Fw7EHvezpbw7OTCYho%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7205419235164687622","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c0b2332885f543e59789ac10be02986b_1677642410~tplv-dmt-logom:tos-useast2a-v-0068/4864480edecf4dfcaffbd9662f1c9c6c.image?x-expires=1697670000&x-signature=aL7PEze8wokj%2BeyaYsbYHaWH8Oc%3D","1493","https://www.tiktok.com/@drcarloslomeli/video/7205419235164687622","😃🫶🏻","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo",""
"https://www.tiktok.com/@drcarloslomeli/video/7205070637872729349","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oM82zoCHfAjqCaSBDC9YvjGCSJ7bQeeKI5EgIn?x-expires=1697670000&x-signature=n%2B63kziKWgVY5ypClHTMLc26XUA%3D","965","https://www.tiktok.com/@drcarloslomeli/video/7205070637872729349","Jalisco necesita una transformación.","https://www.tiktok.com/tag/guadalajara","#guadalajara","","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oM82zoCHfAjqCaSBDC9YvjGCSJ7bQeeKI5EgIn~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=gkSR1%2B5sHkRZar%2Bi2gKnsoIwaVc%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7204288335811071238","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oksCehJb76mH8CAWIYhkjxSngDoISwBTIee2Qt?x-expires=1697670000&x-signature=tYwuoCUUT6eqAM7fDwXE91%2FRznw%3D","2274","https://www.tiktok.com/@drcarloslomeli/video/7204288335811071238","Delicioso! 😋","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oksCehJb76mH8CAWIYhkjxSngDoISwBTIee2Qt~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=8dikeNKUjXkX0H6qUAF%2BsICKXLw%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7203944071021317382","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/1645138f966f4a4f88444be875ed5e5a_1677298946?x-expires=1697670000&x-signature=BKx%2BL0S%2FidPqIWEleMSGZt5N3K4%3D","907","https://www.tiktok.com/@drcarloslomeli/video/7203944071021317382","Viernes de Alianza Patriótica!!! 🙌🏻","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/1645138f966f4a4f88444be875ed5e5a_1677298946~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=zc9GnWalSTzhjAXTKo3rwUJG3%2FA%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7203460951083846917","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oIZECb93qQQRnL8QAFTDASBJ1B9eIJ8cjBWPKf?x-expires=1697670000&x-signature=S8blE053LH0%2FSyIsqmBQKRKyxoI%3D","38.3K","https://www.tiktok.com/@drcarloslomeli/video/7203460951083846917","Otra vez se quema el bosque de la","https://www.tiktok.com/tag/primavera","#primavera","🙁","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oIZECb93qQQRnL8QAFTDASBJ1B9eIJ8cjBWPKf~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=oo5KkQsnJD41j3Lc3whjb9vCktY%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7203172073840151814","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ogDRfgI2CP1oP0nVBQbheDAJB6EgtBxVBs9jzE?x-expires=1697670000&x-signature=aWvB4fCR134lWJTIdeOKs%2BNn0IQ%3D","1178","https://www.tiktok.com/@drcarloslomeli/video/7203172073840151814","😃","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ogDRfgI2CP1oP0nVBQbheDAJB6EgtBxVBs9jzE~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=SQCMtSrTxafafiVCXQt%2BMse27fY%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7202797982746545414","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oQxQQDFCRpLIjAebqxO93Xqb8E4nEBezJSGBRJ?x-expires=1697670000&x-signature=G657wvgJKKIE1K2%2FYRDSs2C8Ph4%3D","2351","https://www.tiktok.com/@drcarloslomeli/video/7202797982746545414","🎥","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oQxQQDFCRpLIjAebqxO93Xqb8E4nEBezJSGBRJ~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=N7jpUQQqVya2i5GEP5f16SDuOIY%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7202432761804770565","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUhtNdREEBANnIP0BjwQkZzdJBfcgLezhjr2uM?x-expires=1697670000&x-signature=CpGIrn3tjUaeLqaEI0YBaWr%2FXp0%3D","178.5K","https://www.tiktok.com/@drcarloslomeli/video/7202432761804770565","🎠","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oUhtNdREEBANnIP0BjwQkZzdJBfcgLezhjr2uM~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=Mk4R7pPuqynO1qH1n4Fi7TO2bUw%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7201686061611846918","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oQjfeCSoAxEgoCrHIwS5H6Y4QCN2R8QjOgPDIe?x-expires=1697670000&x-signature=BX8wXLLOUO3XDw6Hhlkh%2BCyeC6U%3D","21.9K","https://www.tiktok.com/@drcarloslomeli/video/7201686061611846918","Gracias por acompañarnos el día de hoy, y claro que","https://www.tiktok.com/tag/siguel%C3%B3pez","#SigueLópez","🫶🏻","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oQjfeCSoAxEgoCrHIwS5H6Y4QCN2R8QjOgPDIe~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=7s7G9RCEPdMwfFjQmUbrMf6pYdc%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7201311030323039493","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oEAAwfJckenkzMLsRNnBBGELQJhyBTsICjGnEo?x-expires=1697670000&x-signature=BKHdd%2BOXbMrQy01DY1m5LIn350k%3D","1624","https://www.tiktok.com/@drcarloslomeli/video/7201311030323039493","No me gusta, me encanta!!!","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oEAAwfJckenkzMLsRNnBBGELQJhyBTsICjGnEo~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=0Yw6dKF4iqGdSb7Cw%2FA%2BEC75axY%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7200939079586893061","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b3309f4f86b24a4aa86526c29e445985_1676599294?x-expires=1697670000&x-signature=mSrfnnOvE6qlZdKf4jC2Xk0GIwM%3D","3607","https://www.tiktok.com/@drcarloslomeli/video/7200939079586893061","Es un honor estar con Obrador! 🙌🏻","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","https://www.tiktok.com/tag/amlo","#amlo","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/b3309f4f86b24a4aa86526c29e445985_1676599294~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=yAJFHuJpFBsRf%2F7oQntTxjDBRp4%3D"
"https://www.tiktok.com/@drcarloslomeli/video/7200519088597257478","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUfmIyezl3Jvz56aBBnAQH7BRijQwBPEKWD4bv?x-expires=1697670000&x-signature=Ricu4nocYvSAbfGYlAOLL1TGSPY%3D","1871","https://www.tiktok.com/@drcarloslomeli/video/7200519088597257478","Es que si está muy buena la canción 😅","https://www.tiktok.com/tag/drcarloslomeli","#DrCarlosLomeli","","https://www.tiktok.com/tag/guadalajara","#guadalajara","https://www.tiktok.com/tag/jalisco","#jalisco","https://www.tiktok.com/tag/mexico","#mexico","https://www.tiktok.com/tag/politica","#politica","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oUfmIyezl3Jvz56aBBnAQH7BRijQwBPEKWD4bv~tplv-photomode-zoomcover:480:480.avif?x-expires=1697670000&x-signature=%2Bc%2Fa3v7fA3PMVeCfhv4OLpkzdFo%3D"
