,texto,tokens,sentimiento
246,la información nunca antes había sido tan rápida y efectiva como lo es en estos tiempos muchas gracias a las y los periodistas por darme la oportunidad de conocerles hoy los medios digitales son parte fundamental en la forma de comunicar,"['la', 'información', 'nunca', 'antes', 'había', 'sido', 'tan', 'rápida', 'y', 'efectiva', 'como', 'lo', 'es', 'en', 'estos', 'tiempos', 'muchas', 'gracias', 'a', 'las', 'y', 'los', 'periodistas', 'por', 'darme', 'la', 'oportunidad', 'de', 'conocerles', 'hoy', 'los', 'medios', 'digitales', 'son', 'parte', 'fundamental', 'en', 'la', 'forma', 'de', 'comunicar']",0.0
249,muchas gracias almita por abrirme las puertas de tu casa y conocer más de cerca a las familias de  gracias por su apoyo y compromiso para hacer de chiapas un estado con seguridad y bienestar social,"['muchas', 'gracias', 'almita', 'por', 'abrirme', 'las', 'puertas', 'de', 'tu', 'casa', 'y', 'conocer', 'más', 'de', 'cerca', 'a', 'las', 'familias', 'de', 'gracias', 'por', 'su', 'apoyo', 'y', 'compromiso', 'para', 'hacer', 'de', 'chiapas', 'un', 'estado', 'con', 'seguridad', 'y', 'bienestar', 'social']",0.0
252,el futuro que ellas sueñan y merecen sí es posible hagámoslo juntas ,"['el', 'futuro', 'que', 'ellas', 'sueñan', 'y', 'merecen', 'sí', 'es', 'posible', 'hagámoslo', 'juntas']",0.0
255,entre mujeres nos motivamos para seguir adelante gracias suchiapa,"['entre', 'mujeres', 'nos', 'motivamos', 'para', 'seguir', 'adelante', 'gracias', 'suchiapa']",0.0
258,en suchiapa nos reunimos con mujeres de lucha para reconocer su valentía de sacar adelante a sus familias y a su pueblo gracias por su recibimiento,"['en', 'suchiapa', 'nos', 'reunimos', 'con', 'mujeres', 'de', 'lucha', 'para', 'reconocer', 'su', 'valentía', 'de', 'sacar', 'adelante', 'a', 'sus', 'familias', 'y', 'a', 'su', 'pueblo', 'gracias', 'por', 'su', 'recibimiento']",0.0
261,la comunicación siempre ha sido fundamental en los procesos de transformación agradezco a la asociación nacional de locutores chiapas y a sus integrantes por esta mesa de diálogo y confianza,"['la', 'comunicación', 'siempre', 'ha', 'sido', 'fundamental', 'en', 'los', 'procesos', 'de', 'transformación', 'agradezco', 'a', 'la', 'asociación', 'nacional', 'de', 'locutores', 'chiapas', 'y', 'a', 'sus', 'integrantes', 'por', 'esta', 'mesa', 'de', 'diálogo', 'y', 'confianza']",0.34
264,él es rocky y hoy es su día ,"['él', 'es', 'rocky', 'y', 'hoy', 'es', 'su', 'día']",0.0
267,tuxtla ,['tuxtla'],0.0
270,chiapas de mi corazón ,"['chiapas', 'de', 'mi', 'corazón']",0.0
273,con claudia sheinbaum tendremos el gabinete más paritario de la historia de méxico estamos muy contentas y contentos de haberla acompañado en su gira por el estado,"['con', 'claudia', 'sheinbaum', 'tendremos', 'el', 'gabinete', 'más', 'paritario', 'de', 'la', 'historia', 'de', 'méxico', 'estamos', 'muy', 'contentas', 'y', 'contentos', 'de', 'haberla', 'acompañado', 'en', 'su', 'gira', 'por', 'el', 'estado']",0.0
276,es tiempo de mujeres,"['es', 'tiempo', 'de', 'mujeres']",0.0
279,las y los chiapanecos estamos convencidos de que la transformación sigue con claudia sheinbaumgracias tonalá y a las miles de personas que nos acompañaron en esta gira por el estado de chiapas ,"['las', 'y', 'los', 'chiapanecos', 'estamos', 'convencidos', 'de', 'que', 'la', 'transformación', 'sigue', 'con', 'claudia', 'sheinbaum', 'gracias', 'tonalá', 'y', 'a', 'las', 'miles', 'de', 'personas', 'que', 'nos', 'acompañaron', 'en', 'esta', 'gira', 'por', 'el', 'estado', 'de', 'chiapas']",0.0
282,en chiapas es hoy miles de chiapanecas y chiapanecos celebramos la visita de la dra claudia sheinbaum aquí estamos para apoyarla rumbo a la coordinación nacional de la defensa de la cuarta transformación de méxico ,"['en', 'chiapas', 'es', 'hoy', 'miles', 'de', 'chiapanecas', 'y', 'chiapanecos', 'celebramos', 'la', 'visita', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'aquí', 'estamos', 'para', 'apoyarla', 'rumbo', 'a', 'la', 'coordinación', 'nacional', 'de', 'la', 'defensa', 'de', 'la', 'cuarta', 'transformación', 'de', 'méxico']",0.0
285,un rico pozol para celebrar el  ,"['un', 'rico', 'pozol', 'para', 'celebrar', 'el']",0.0
288,la transformación del país sigue con la 4t ,"['la', 'transformación', 'del', 'país', 'sigue', 'con', 'la', '4t']",0.0
291,del senado de la república a chiapas ,"['del', 'senado', 'de', 'la', 'república', 'a', 'chiapas']",0.0
294,ni el sol ni la lluvia nos detuvo para celebrar 5 años de la victoria del pueblo  es un honor estar con obrador,"['ni', 'el', 'sol', 'ni', 'la', 'lluvia', 'nos', 'detuvo', 'para', 'celebrar', '5', 'años', 'de', 'la', 'victoria', 'del', 'pueblo', 'es', 'un', 'honor', 'estar', 'con', 'obrador']",0.4939
297,el movimiento por la 4ta transformación del méxico sigue adelante celebramos 5 años del cambio verdadero ni un paso atrás ,"['el', 'movimiento', 'por', 'la', '4ta', 'transformación', 'del', 'méxico', 'sigue', 'adelante', 'celebramos', '5', 'años', 'del', 'cambio', 'verdadero', 'ni', 'un', 'paso', 'atrás']",0.0
300,nos vemos a las 5 pm para celebrar los  ,"['nos', 'vemos', 'a', 'las', '5', 'pm', 'para', 'celebrar', 'los']",0.0
303,visitamos la zona arqueológica de palenque  declarado patrimonio de la humanidad de la unesco desde 1987 ,"['visitamos', 'la', 'zona', 'arqueológica', 'de', 'palenque', 'declarado', 'patrimonio', 'de', 'la', 'humanidad', 'de', 'la', 'unesco', 'desde', '1987']",0.0
306,iniciando la semana,"['iniciando', 'la', 'semana']",0.0
309,es momento de seguir caminando juntas trabajando para visibilizar nuestros derechos y empoderando a las chiapanecas ,"['es', 'momento', 'de', 'seguir', 'caminando', 'juntas', 'trabajando', 'para', 'visibilizar', 'nuestros', 'derechos', 'y', 'empoderando', 'a', 'las', 'chiapanecas']",0.0
312,con todo mi cariño y admiración para la amiga solidaria la mujer de retos y metas cumplidas por un año más de bendiciones y éxitos feliz cumpleaños claudia sheinbaum  ,"['con', 'todo', 'mi', 'cariño', 'y', 'admiración', 'para', 'la', 'amiga', 'solidaria', 'la', 'mujer', 'de', 'retos', 'y', 'metas', 'cumplidas', 'por', 'un', 'año', 'más', 'de', 'bendiciones', 'y', 'éxitos', 'feliz', 'cumpleaños', 'claudia', 'sheinbaum']",0.0
315,durante este recorrido aproveché para entrevistarme con la asociación ganadera de palenque las audiencias públicas son indispensables para la agenda legislativa nuestra prioridad como servidores es atender las demandas que la ciudadanía requiere para poder llevar a cabo políticas públicas a favor de todas y todos los chiapanecos,"['durante', 'este', 'recorrido', 'aproveché', 'para', 'entrevistarme', 'con', 'la', 'asociación', 'ganadera', 'de', 'palenque', 'las', 'audiencias', 'públicas', 'son', 'indispensables', 'para', 'la', 'agenda', 'legislativa', 'nuestra', 'prioridad', 'como', 'servidores', 'es', 'atender', 'las', 'demandas', 'que', 'la', 'ciudadanía', 'requiere', 'para', 'poder', 'llevar', 'a', 'cabo', 'políticas', 'públicas', 'a', 'favor', 'de', 'todas', 'y', 'todos', 'los', 'chiapanecos']",0.4019
318,tenemos una cita nos vemos el sábado 1 de julio en el zócalo de la ciudad de méxico  para acompañar al presidente andres manuel lopez obrador en la celebración de un año más de esta transformación sigamos haciendo historia,"['tenemos', 'una', 'cita', 'nos', 'vemos', 'el', 'sábado', '1', 'de', 'julio', 'en', 'el', 'zócalo', 'de', 'la', 'ciudad', 'de', 'méxico', 'para', 'acompañar', 'al', 'presidente', 'andres', 'manuel', 'lopez', 'obrador', 'en', 'la', 'celebración', 'de', 'un', 'año', 'más', 'de', 'esta', 'transformación', 'sigamos', 'haciendo', 'historia']",0.0
321,recorrimos  con gran aceptación su multiculturalidad nos enriquece el alma para seguir trabajando desde el  agradezco la confianza y las muestras de apoyo seguiremos trabajando de la mano con las y los chiapanecos,"['recorrimos', 'con', 'gran', 'aceptación', 'su', 'multiculturalidad', 'nos', 'enriquece', 'el', 'alma', 'para', 'seguir', 'trabajando', 'desde', 'el', 'agradezco', 'la', 'confianza', 'y', 'las', 'muestras', 'de', 'apoyo', 'seguiremos', 'trabajando', 'de', 'la', 'mano', 'con', 'las', 'y', 'los', 'chiapanecos']",0.0
324,mis outfits de la semana  les comparto un poquito de la diversidad cultural del estado de   sígueme en tiktok  wwwtiktokcomsasildeleon,"['mis', 'outfits', 'de', 'la', 'semana', 'les', 'comparto', 'un', 'poquito', 'de', 'la', 'diversidad', 'cultural', 'del', 'estado', 'de', 'sígueme', 'en', 'tiktok', 'www', 'tiktok', 'com', 'sasildeleon']",0.0
327,cuando pasen por el mercado de  no olviden ir por una rica empanada de quesillo y un pozol de cacao bien frío ,"['cuando', 'pasen', 'por', 'el', 'mercado', 'de', 'no', 'olviden', 'ir', 'por', 'una', 'rica', 'empanada', 'de', 'quesillo', 'y', 'un', 'pozol', 'de', 'cacao', 'bien', 'frío']",-0.296
330,agradezco a las más de 3000 personas que se dieron cita el día de hoy para inaugurar nuestra nueva oficina de enlace legislativo la casa de las y los chiapanecos será un gusto recibirles con los brazos abiertos ,"['agradezco', 'a', 'las', 'más', 'de', '3000', 'personas', 'que', 'se', 'dieron', 'cita', 'el', 'día', 'de', 'hoy', 'para', 'inaugurar', 'nuestra', 'nueva', 'oficina', 'de', 'enlace', 'legislativo', 'la', 'casa', 'de', 'las', 'y', 'los', 'chiapanecos', 'será', 'un', 'gusto', 'recibirles', 'con', 'los', 'brazos', 'abiertos']",0.0
333,inauguramos nuestra casa de enlace legislativo muchas gracias por acompañarme ,"['inauguramos', 'nuestra', 'casa', 'de', 'enlace', 'legislativo', 'muchas', 'gracias', 'por', 'acompañarme']",0.0
336,en  estamos de manteles largos hoy inauguramos el módulo de atención ciudadana que recibirá a las y los chiapanecos para escuchar atender y darle seguimiento a sus necesidades muchas gracias por acompañarme en esta gran fiesta,"['en', 'estamos', 'de', 'manteles', 'largos', 'hoy', 'inauguramos', 'el', 'módulo', 'de', 'atención', 'ciudadana', 'que', 'recibirá', 'a', 'las', 'y', 'los', 'chiapanecos', 'para', 'escuchar', 'atender', 'y', 'darle', 'seguimiento', 'a', 'sus', 'necesidades', 'muchas', 'gracias', 'por', 'acompañarme', 'en', 'esta', 'gran', 'fiesta']",0.4767
339,esta mañana me reuní con profesionistas egresados del exatec del sureste para hablar sobre los retos que desafían las y los profesionistas de  al concluir sus estudios desde el senado de la república trabajamos en políticas públicas que impulsan a este relevo a materializar sus aspiraciones de emprendimiento y desarrollo empresarial gracias por su acompañamiento,"['esta', 'mañana', 'me', 'reuní', 'con', 'profesionistas', 'egresados', 'del', 'exatec', 'del', 'sureste', 'para', 'hablar', 'sobre', 'los', 'retos', 'que', 'desafían', 'las', 'y', 'los', 'profesionistas', 'de', 'al', 'concluir', 'sus', 'estudios', 'desde', 'el', 'senado', 'de', 'la', 'república', 'trabajamos', 'en', 'políticas', 'públicas', 'que', 'impulsan', 'a', 'este', 'relevo', 'a', 'materializar', 'sus', 'aspiraciones', 'de', 'emprendimiento', 'y', 'desarrollo', 'empresarial', 'gracias', 'por', 'su', 'acompañamiento']",0.0
342,hoy tocó el turno de reunirme con grandes mujeres en tuxtla gutiérrez y siempre es enriquecedor escucharlas además fue un día especial porque me acompaño mi amiga  presidenta de suma mujeres construyendo sociedad me llena de emoción encontrar tanta fuerza tanta esperanza y tanta pasión en cada una de ellas gracias por acompañarme por sus palabras pero sobre todo por querer tanto como yo a chiapas es tiempo de las mujeres,"['hoy', 'tocó', 'el', 'turno', 'de', 'reunirme', 'con', 'grandes', 'mujeres', 'en', 'tuxtla', 'gutiérrez', 'y', 'siempre', 'es', 'enriquecedor', 'escucharlas', 'además', 'fue', 'un', 'día', 'especial', 'porque', 'me', 'acompaño', 'mi', 'amiga', 'presidenta', 'de', 'suma', 'mujeres', 'construyendo', 'sociedad', 'me', 'llena', 'de', 'emoción', 'encontrar', 'tanta', 'fuerza', 'tanta', 'esperanza', 'y', 'tanta', 'pasión', 'en', 'cada', 'una', 'de', 'ellas', 'gracias', 'por', 'acompañarme', 'por', 'sus', 'palabras', 'pero', 'sobre', 'todo', 'por', 'querer', 'tanto', 'como', 'yo', 'a', 'chiapas', 'es', 'tiempo', 'de', 'las', 'mujeres']",0.0
345,a todas las mujeres de tapachula a las que me acompañaron a quienes compartieron sus puntos de vista sus ideas y propuestas muchas gracias es tiempo de las mujeres,"['a', 'todas', 'las', 'mujeres', 'de', 'tapachula', 'a', 'las', 'que', 'me', 'acompañaron', 'a', 'quienes', 'compartieron', 'sus', 'puntos', 'de', 'vista', 'sus', 'ideas', 'y', 'propuestas', 'muchas', 'gracias', 'es', 'tiempo', 'de', 'las', 'mujeres']",0.0
348,estar con tantas mujeres entusiastas y alegres siempre me llena de energía tuve la fortuna de reunirme con amigas de tapachula para conversar sobre las principales inquietudes de su municipio la visión que tienen sobre las necesidades de la perla del soconusco las propuestas pero sobre todo el amor por su tierra me llenan de orgullo y me comprometen a seguir trabajando por la frontera sur de méxico,"['estar', 'con', 'tantas', 'mujeres', 'entusiastas', 'y', 'alegres', 'siempre', 'me', 'llena', 'de', 'energía', 'tuve', 'la', 'fortuna', 'de', 'reunirme', 'con', 'amigas', 'de', 'tapachula', 'para', 'conversar', 'sobre', 'las', 'principales', 'inquietudes', 'de', 'su', 'municipio', 'la', 'visión', 'que', 'tienen', 'sobre', 'las', 'necesidades', 'de', 'la', 'perla', 'del', 'soconusco', 'las', 'propuestas', 'pero', 'sobre', 'todo', 'el', 'amor', 'por', 'su', 'tierra', 'me', 'llenan', 'de', 'orgullo', 'y', 'me', 'comprometen', 'a', 'seguir', 'trabajando', 'por', 'la', 'frontera', 'sur', 'de', 'méxico']",0.6124
351,hoy celebramos el   desde nuestro chiapas amado refrendamos el compromiso de mitigación ambiental nuestras hijas e hijos también tienen derecho a conocer los hermosos paisajes de chiapas,"['hoy', 'celebramos', 'el', 'desde', 'nuestro', 'chiapas', 'amado', 'refrendamos', 'el', 'compromiso', 'de', 'mitigación', 'ambiental', 'nuestras', 'hijas', 'e', 'hijos', 'también', 'tienen', 'derecho', 'a', 'conocer', 'los', 'hermosos', 'paisajes', 'de', 'chiapas']",0.0
354,visité las instalaciones de la cruz roja en tuxtla gutiérrez y encontré mujeres y hombres con una gran vocación de servicio y amor al prójimo muchos de ellos voluntarios es decir que no reciben ningún tipo de remuneración por mi parte me llevo el compromiso de exponer en la agenda legislativa las necesidades que enfrenta la cruz roja delegación chiapas para que se traduzcan en iniciativas a favor de esta institución que salvaguarda la vida y la integridad física de las personas gracias por su invaluable labor,"['visité', 'las', 'instalaciones', 'de', 'la', 'cruz', 'roja', 'en', 'tuxtla', 'gutiérrez', 'y', 'encontré', 'mujeres', 'y', 'hombres', 'con', 'una', 'gran', 'vocación', 'de', 'servicio', 'y', 'amor', 'al', 'prójimo', 'muchos', 'de', 'ellos', 'voluntarios', 'es', 'decir', 'que', 'no', 'reciben', 'ningún', 'tipo', 'de', 'remuneración', 'por', 'mi', 'parte', 'me', 'llevo', 'el', 'compromiso', 'de', 'exponer', 'en', 'la', 'agenda', 'legislativa', 'las', 'necesidades', 'que', 'enfrenta', 'la', 'cruz', 'roja', 'delegación', 'chiapas', 'para', 'que', 'se', 'traduzcan', 'en', 'iniciativas', 'a', 'favor', 'de', 'esta', 'institución', 'que', 'salvaguarda', 'la', 'vida', 'y', 'la', 'integridad', 'física', 'de', 'las', 'personas', 'gracias', 'por', 'su', 'invaluable', 'labor']",0.6705
357,es un honor caminar contigo  te quiero mucho,"['es', 'un', 'honor', 'caminar', 'contigo', 'te', 'quiero', 'mucho']",0.4939
360,la cuarta transformación será una realidad en el estado de méxico con el triunfo histórico de la maestra delfina gómez por primera vez en la historia una mujer gobernará la entidad y no solo eso sacará del poder a quienes por años se han aprovechado de las y los mexiquenses un honor ser testigo del cariño que la gente le tiene a la maestra y la esperanza que significa para el pueblo del estado de méxico,"['la', 'cuarta', 'transformación', 'será', 'una', 'realidad', 'en', 'el', 'estado', 'de', 'méxico', 'con', 'el', 'triunfo', 'histórico', 'de', 'la', 'maestra', 'delfina', 'gómez', 'por', 'primera', 'vez', 'en', 'la', 'historia', 'una', 'mujer', 'gobernará', 'la', 'entidad', 'y', 'no', 'solo', 'eso', 'sacará', 'del', 'poder', 'a', 'quienes', 'por', 'años', 'se', 'han', 'aprovechado', 'de', 'las', 'y', 'los', 'mexiquenses', 'un', 'honor', 'ser', 'testigo', 'del', 'cariño', 'que', 'la', 'gente', 'le', 'tiene', 'a', 'la', 'maestra', 'y', 'la', 'esperanza', 'que', 'significa', 'para', 'el', 'pueblo', 'del', 'estado', 'de', 'méxico']",0.25
363,agradezco a  y a  por la invitación a montar a  ,"['agradezco', 'a', 'y', 'a', 'por', 'la', 'invitación', 'a', 'montar', 'a']",0.0
366,las y los servidores públicos debemos caminar con la gente escuchar sus necesidades y siempre servir de cara al pueblo las mujeres y hombres de ocosingo son parte de la transformación que están viviendo nuestro estado y nuestro país gracias siempre por su confianza,"['las', 'y', 'los', 'servidores', 'públicos', 'debemos', 'caminar', 'con', 'la', 'gente', 'escuchar', 'sus', 'necesidades', 'y', 'siempre', 'servir', 'de', 'cara', 'al', 'pueblo', 'las', 'mujeres', 'y', 'hombres', 'de', 'ocosingo', 'son', 'parte', 'de', 'la', 'transformación', 'que', 'están', 'viviendo', 'nuestro', 'estado', 'y', 'nuestro', 'país', 'gracias', 'siempre', 'por', 'su', 'confianza']",0.0
369,gracias ocosingo me siento muy agradecida con todas mis amigas y amigos de este gran municipio por su recibimiento y por permitirme caminar a su lado la mejor manera de continuar con la transformación de chiapas y de méxico es sin lugar a dudas de la mano de la gente,"['gracias', 'ocosingo', 'me', 'siento', 'muy', 'agradecida', 'con', 'todas', 'mis', 'amigas', 'y', 'amigos', 'de', 'este', 'gran', 'municipio', 'por', 'su', 'recibimiento', 'y', 'por', 'permitirme', 'caminar', 'a', 'su', 'lado', 'la', 'mejor', 'manera', 'de', 'continuar', 'con', 'la', 'transformación', 'de', 'chiapas', 'y', 'de', 'méxico', 'es', 'sin', 'lugar', 'a', 'dudas', 'de', 'la', 'mano', 'de', 'la', 'gente']",-0.5574
372,fue un gusto visitar las colonias nueva concepción y 6 de junio de tuxtla gutiérrez para convivir con jefas de familia agradezco su recibimiento y sus muestras de cariño seguiré impulsando desde el senado iniciativas que lleven bienestar a las familias chiapanecas,"['fue', 'un', 'gusto', 'visitar', 'las', 'colonias', 'nueva', 'concepción', 'y', '6', 'de', 'junio', 'de', 'tuxtla', 'gutiérrez', 'para', 'convivir', 'con', 'jefas', 'de', 'familia', 'agradezco', 'su', 'recibimiento', 'y', 'sus', 'muestras', 'de', 'cariño', 'seguiré', 'impulsando', 'desde', 'el', 'senado', 'iniciativas', 'que', 'lleven', 'bienestar', 'a', 'las', 'familias', 'chiapanecas']",0.0
375,tamarama giveaway participa en el giveaway para ganarte una tarjeta de regalo con valor de 3000 pesos en la tienda de joyería en tuxtla gutiérrez de  solo tienes que seguirme en mi cuenta de   seguir la cuenta de  darle like a esta publicación etiquetar a un amigo en la sección de comentarios entre más personas etiquetes tendrás más probabilidades de ganartienes hasta el 31 de mayo hasta las 12 del día para participar se dará a conocer a ganadores el mismo día alrededor del día mucho exito 1 la joyería se encuentra en tuxtla gutiérrez si requieres de envío corre por tu cuenta,"['tamarama', 'giveaway', 'participa', 'en', 'el', 'giveaway', 'para', 'ganarte', 'una', 'tarjeta', 'de', 'regalo', 'con', 'valor', 'de', '3', '000', 'pesos', 'en', 'la', 'tienda', 'de', 'joyería', 'en', 'tuxtla', 'gutiérrez', 'de', 'solo', 'tienes', 'que', 'seguirme', 'en', 'mi', 'cuenta', 'de', 'seguir', 'la', 'cuenta', 'de', 'darle', 'like', 'a', 'esta', 'publicación', 'etiquetar', 'a', 'un', 'amigo', 'en', 'la', 'sección', 'de', 'comentarios', 'entre', 'más', 'personas', 'etiquetes', 'tendrás', 'más', 'probabilidades', 'de', 'ganar', 'tienes', 'hasta', 'el', '31', 'de', 'mayo', 'hasta', 'las', '12', 'del', 'día', 'para', 'participar', 'se', 'dará', 'a', 'conocer', 'a', 'ganadores', 'el', 'mismo', 'día', 'alrededor', 'del', 'día', 'mucho', 'exito', '1', 'la', 'joyería', 'se', 'encuentra', 'en', 'tuxtla', 'gutiérrez', 'si', 'requieres', 'de', 'envío', 'corre', 'por', 'tu', 'cuenta']",0.3612
378,agradezco a mis amigos integrantes de la asociación de columnistas chiapanecos por el encuentro que sostuvimos en el que intercambiamos puntos de vista y opiniones sobre la vida pública de nuestro país nuestro estado y lo que estamos haciendo en el senado a favor de la transformación de méxico los medios de comunicación cumplen un papel fundamental en la construcción democrática de nuestra sociedad y es imperativo garantizar el ejercicio libre y pleno de su profesión,"['agradezco', 'a', 'mis', 'amigos', 'integrantes', 'de', 'la', 'asociación', 'de', 'columnistas', 'chiapanecos', 'por', 'el', 'encuentro', 'que', 'sostuvimos', 'en', 'el', 'que', 'intercambiamos', 'puntos', 'de', 'vista', 'y', 'opiniones', 'sobre', 'la', 'vida', 'pública', 'de', 'nuestro', 'país', 'nuestro', 'estado', 'y', 'lo', 'que', 'estamos', 'haciendo', 'en', 'el', 'senado', 'a', 'favor', 'de', 'la', 'transformación', 'de', 'méxico', 'los', 'medios', 'de', 'comunicación', 'cumplen', 'un', 'papel', 'fundamental', 'en', 'la', 'construcción', 'democrática', 'de', 'nuestra', 'sociedad', 'y', 'es', 'imperativo', 'garantizar', 'el', 'ejercicio', 'libre', 'y', 'pleno', 'de', 'su', 'profesión']",0.4019
381, los saludo desde tuxtla gutiérrez deseándoles un feliz inicio de semana,"['los', 'saludo', 'desde', 'tuxtla', 'gutiérrez', 'deseándoles', 'un', 'feliz', 'inicio', 'de', 'semana']",0.0
384,sostuvimos una emotiva reunión con mujeres líderes de todas las regiones de nuestro estado fue una oportunidad valiosa para intercambiar puntos de vista y encontrar con la participación de todas las coincidencias que nos permiten continuar con la transformación de chiapas y méxico,"['sostuvimos', 'una', 'emotiva', 'reunión', 'con', 'mujeres', 'líderes', 'de', 'todas', 'las', 'regiones', 'de', 'nuestro', 'estado', 'fue', 'una', 'oportunidad', 'valiosa', 'para', 'intercambiar', 'puntos', 'de', 'vista', 'y', 'encontrar', 'con', 'la', 'participación', 'de', 'todas', 'las', 'coincidencias', 'que', 'nos', 'permiten', 'continuar', 'con', 'la', 'transformación', 'de', 'chiapas', 'y', 'méxico']",0.0
387,terminamos una larga jornada de trabajo en  cenando con grandes amigos en mi lugar favorito casa de ahn provecho,"['terminamos', 'una', 'larga', 'jornada', 'de', 'trabajo', 'en', 'cenando', 'con', 'grandes', 'amigos', 'en', 'mi', 'lugar', 'favorito', 'casa', 'de', 'ahn', 'provecho']",0.0
390,gracias a todas las madres de familia de villaflores por su recibimiento y permitirme seguir celebrándolas como se merecen ustedes son ejemplo de fortaleza y lucha porque todos los días dan lo mejor de sí para sacar adelante a sus hijas e hijos felicidades mamás,"['gracias', 'a', 'todas', 'las', 'madres', 'de', 'familia', 'de', 'villaflores', 'por', 'su', 'recibimiento', 'y', 'permitirme', 'seguir', 'celebrándolas', 'como', 'se', 'merecen', 'ustedes', 'son', 'ejemplo', 'de', 'fortaleza', 'y', 'lucha', 'porque', 'todos', 'los', 'días', 'dan', 'lo', 'mejor', 'de', 'sí', 'para', 'sacar', 'adelante', 'a', 'sus', 'hijas', 'e', 'hijos', 'felicidades', 'mamás']",0.0
393,festejamos en grande a todas las mamás en el parque central de comitán tuvimos la oportunidad de disfrutar de un momento de alegría junto a las jefas de familia de este hermoso pueblo mágico gracias por acompañarnos en esta gran celebración,"['festejamos', 'en', 'grande', 'a', 'todas', 'las', 'mamás', 'en', 'el', 'parque', 'central', 'de', 'comitán', 'tuvimos', 'la', 'oportunidad', 'de', 'disfrutar', 'de', 'un', 'momento', 'de', 'alegría', 'junto', 'a', 'las', 'jefas', 'de', 'familia', 'de', 'este', 'hermoso', 'pueblo', 'mágico', 'gracias', 'por', 'acompañarnos', 'en', 'esta', 'gran', 'celebración']",0.0
