,texto,tokens,sentimiento
0,"méxico está listo para tener a la primera presidenta es tiempo de mujeres claudia sheinbaum es nuestra coordinadora nacional para la defensa de la cuarta transformación
es un honor estar con la mejor","['méxico', 'está', 'listo', 'para', 'tener', 'a', 'la', 'primera', 'presidenta', 'es', 'tiempo', 'de', 'mujeres', 'claudia', 'sheinbaum', 'es', 'nuestra', 'coordinadora', 'nacional', 'para', 'la', 'defensa', 'de', 'la', 'cuarta', 'transformación', 'es', 'un', 'honor', 'estar', 'con', 'la', 'mejor']",0.4939
1,trabajar por más de una década en favor de las causas de las y los chiapanecos ha sido un enorme privilegio estos cinco años como la única mujer senadora de la entidad he recibido el cariño de mi gente y ello me ha inspirado para seguir transformando a chiapas,"['trabajar', 'por', 'más', 'de', 'una', 'década', 'en', 'favor', 'de', 'las', 'causas', 'de', 'las', 'y', 'los', 'chiapanecos', 'ha', 'sido', 'un', 'enorme', 'privilegio', 'estos', 'cinco', 'años', 'como', 'la', 'única', 'mujer', 'senadora', 'de', 'la', 'entidad', 'he', 'recibido', 'el', 'cariño', 'de', 'mi', 'gente', 'y', 'ello', 'me', 'ha', 'inspirado', 'para', 'seguir', 'transformando', 'a', 'chiapas']",0.7579
2,"por la continuidad de la transformación en chiapas
vamos al llamado histórico e inédito de nuestro movimiento","['por', 'la', 'continuidad', 'de', 'la', 'transformación', 'en', 'chiapas', 'vamos', 'al', 'llamado', 'histórico', 'e', 'inédito', 'de', 'nuestro', 'movimiento']",0.0
3, comenzamos la semana dialogando con,"['comenzamos', 'la', 'semana', 'dialogando', 'con']",0.0
4,cuando me pregunten si me registraré habrá señales,"['cuando', 'me', 'pregunten', 'si', 'me', 'registraré', 'habrá', 'señales']",0.0
6,es tiempo de mujeres,"['es', 'tiempo', 'de', 'mujeres']",0.0
7,estuve con las y los jóvenes que participaron en el tercer encuentro de autoridades jóvenes en ciudad de méxico me da muchísimo gusto ver que el relevo generacional se ha construido con compromiso y entusiasmo para seguir transformando nuestro querido méxico y chiapas,"['estuve', 'con', 'las', 'y', 'los', 'jóvenes', 'que', 'participaron', 'en', 'el', 'tercer', 'encuentro', 'de', 'autoridades', 'jóvenes', 'en', 'ciudad', 'de', 'méxico', 'me', 'da', 'muchísimo', 'gusto', 'ver', 'que', 'el', 'relevo', 'generacional', 'se', 'ha', 'construido', 'con', 'compromiso', 'y', 'entusiasmo', 'para', 'seguir', 'transformando', 'nuestro', 'querido', 'méxico', 'y', 'chiapas']",0.34
8,hoy en el,"['hoy', 'en', 'el']",0.0
9,la dra claudia sheinbaum regresa a nuestro amado estado y estamos muy contentos con su visita en compañía de toño santos preparamos todo para celebrar su nombramiento como coordinadora de la defensa de la cuarta transformación,"['la', 'dra', 'claudia', 'sheinbaum', 'regresa', 'a', 'nuestro', 'amado', 'estado', 'y', 'estamos', 'muy', 'contentos', 'con', 'su', 'visita', 'en', 'compañía', 'de', 'toño', 'santos', 'preparamos', 'todo', 'para', 'celebrar', 'su', 'nombramiento', 'como', 'coordinadora', 'de', 'la', 'defensa', 'de', 'la', 'cuarta', 'transformación']",0.0
10,en el marco de acciones por el día internacional de la mujer indígena que en chiapas encabeza el gobernador rutilio escandón cadenas reconozco la labor disciplinada y amorosa de las mujeres en méxico particularmente las indígenas de chiapas mi casa para el que trabajamos,"['en', 'el', 'marco', 'de', 'acciones', 'por', 'el', 'día', 'internacional', 'de', 'la', 'mujer', 'indígena', 'que', 'en', 'chiapas', 'encabeza', 'el', 'gobernador', 'rutilio', 'escandón', 'cadenas', 'reconozco', 'la', 'labor', 'disciplinada', 'y', 'amorosa', 'de', 'las', 'mujeres', 'en', 'méxico', 'particularmente', 'las', 'indígenas', 'de', 'chiapas', 'mi', 'casa', 'para', 'el', 'que', 'trabajamos']",0.0
11,"lamento profundamente el sensible fallecimiento de mariano rosales hijo de nuestro amigo mariano rosales zuarth mi más sincero pésame a todos sus seres queridos

que el amor de dios y el cariño de todos quienes conocimos a mariano sirva para encontrar la resignación ante tan","['lamento', 'profundamente', 'el', 'sensible', 'fallecimiento', 'de', 'mariano', 'rosales', 'hijo', 'de', 'nuestro', 'amigo', 'mariano', 'rosales', 'zuarth', 'mi', 'más', 'sincero', 'pésame', 'a', 'todos', 'sus', 'seres', 'queridos', 'que', 'el', 'amor', 'de', 'dios', 'y', 'el', 'cariño', 'de', 'todos', 'quienes', 'conocimos', 'a', 'mariano', 'sirva', 'para', 'encontrar', 'la', 'resignación', 'ante', 'tan']",0.6124
12,"mexicanas mexicanos 

viva la independencia 
viva miguel hidalgo y costilla
viva josefa ortiz de domínguez 
viva ignacio allende
viva leona vicario
viva josé maría morelos y pavón
viva vicente guerrero
vivan los héroes anónimos
viva la libertad
viva la","['mexicanas', 'mexicanos', 'viva', 'la', 'independencia', 'viva', 'miguel', 'hidalgo', 'y', 'costilla', 'viva', 'josefa', 'ortiz', 'de', 'domínguez', 'viva', 'ignacio', 'allende', 'viva', 'leona', 'vicario', 'viva', 'josé', 'maría', 'morelos', 'y', 'pavón', 'viva', 'vicente', 'guerrero', 'vivan', 'los', 'héroes', 'anónimos', 'viva', 'la', 'libertad', 'viva', 'la']",0.0
13,20,['20'],0.0
14,con el orgullo de ser mexicanos acompañamos al gobernador,"['con', 'el', 'orgullo', 'de', 'ser', 'mexicanos', 'acompañamos', 'al', 'gobernador']",0.0
15,"hoy y siempre portemos con dignidad y orgullo los colores y trajes de nuestro méxico 
que vivan nuestras fiestas patrias","['hoy', 'y', 'siempre', 'portemos', 'con', 'dignidad', 'y', 'orgullo', 'los', 'colores', 'y', 'trajes', 'de', 'nuestro', 'méxico', 'que', 'vivan', 'nuestras', 'fiestas', 'patrias']",0.3612
16,previo a las celebraciones de la noche patria tuve el gusto de saludar al principal dirigente de la cuarta transformación en nuestro estado mi amigo el gobernador dr,"['previo', 'a', 'las', 'celebraciones', 'de', 'la', 'noche', 'patria', 'tuve', 'el', 'gusto', 'de', 'saludar', 'al', 'principal', 'dirigente', 'de', 'la', 'cuarta', 'transformación', 'en', 'nuestro', 'estado', 'mi', 'amigo', 'el', 'gobernador', 'dr']",0.0
17,inauguración de el insurgente tren interurbano méxicotoluca,"['inauguración', 'de', 'el', 'insurgente', 'tren', 'interurbano', 'méxico', 'toluca']",0.0
18,san cristóbal es una parte fundamental de mi historia en este pueblo mágico guardo momentos maravillosos como nuestra fiesta de xv años una celebración muy especial para todas nosotras,"['san', 'cristóbal', 'es', 'una', 'parte', 'fundamental', 'de', 'mi', 'historia', 'en', 'este', 'pueblo', 'mágico', 'guardo', 'momentos', 'maravillosos', 'como', 'nuestra', 'fiesta', 'de', 'xv', 'años', 'una', 'celebración', 'muy', 'especial', 'para', 'todas', 'nosotras']",0.4767
19,muchas felicidades a la gobernadora,"['muchas', 'felicidades', 'a', 'la', 'gobernadora']",0.0
20,les comparto la siguiente columna en la que colaboro para,"['les', 'comparto', 'la', 'siguiente', 'columna', 'en', 'la', 'que', 'colaboro', 'para']",0.0
21,mostrar más,"['mostrar', 'más']",0.0
23,saludos,['saludos'],0.0
24,la columna de,"['la', 'columna', 'de']",0.0
25,"recibí la constancia que me acredita como coordinadora nacional de los comités para la defensa de la cuarta transformación 

nuestro movimiento está más fuerte que nunca no hay marcha atrás","['recibí', 'la', 'constancia', 'que', 'me', 'acredita', 'como', 'coordinadora', 'nacional', 'de', 'los', 'comités', 'para', 'la', 'defensa', 'de', 'la', 'cuarta', 'transformación', 'nuestro', 'movimiento', 'está', 'más', 'fuerte', 'que', 'nunca', 'no', 'hay', 'marcha', 'atrás']",-0.296
26,les invito a seguir la transmisión en vivo de la primera reunión del consejo nacional de morena que encabezo como coordinadora nacional de defensa de la transformación comenzamos,"['les', 'invito', 'a', 'seguir', 'la', 'transmisión', 'en', 'vivo', 'de', 'la', 'primera', 'reunión', 'del', 'consejo', 'nacional', 'de', 'morena', 'que', 'encabezo', 'como', 'coordinadora', 'nacional', 'de', 'defensa', 'de', 'la', 'transformación', 'comenzamos']",0.0
27,"somos un solo movimiento y un mismo sentimiento
somos esperanza que prevalece
somos amor y alegría
que viva la cuarta transformación","['somos', 'un', 'solo', 'movimiento', 'y', 'un', 'mismo', 'sentimiento', 'somos', 'esperanza', 'que', 'prevalece', 'somos', 'amor', 'y', 'alegría', 'que', 'viva', 'la', 'cuarta', 'transformación']",0.6124
28,gracias a un gran equipo ahora a trabajar en unidad con todas y todos los que somos parte de la transformación gracias a los presidentes de morena partido verde a gerardo y a citlalli,"['gracias', 'a', 'un', 'gran', 'equipo', 'ahora', 'a', 'trabajar', 'en', 'unidad', 'con', 'todas', 'y', 'todos', 'los', 'que', 'somos', 'parte', 'de', 'la', 'transformación', 'gracias', 'a', 'los', 'presidentes', 'de', 'morena', 'partido', 'verde', 'a', 'gerardo', 'y', 'a', 'citlalli']",0.0
29,"no más mujeres violentadas en sus comunidades

en el marco del","['no', 'más', 'mujeres', 'violentadas', 'en', 'sus', 'comunidades', 'en', 'el', 'marco', 'del']",-0.296
30,que el país entero y el mundo sepan que aquí de manera pacífica transparente y democrática se lucha por la justicia contra la corrupción por la transformación somos millones las y los mexicanos los que decimos,"['que', 'el', 'país', 'entero', 'y', 'el', 'mundo', 'sepan', 'que', 'aquí', 'de', 'manera', 'pacífica', 'transparente', 'y', 'democrática', 'se', 'lucha', 'por', 'la', 'justicia', 'contra', 'la', 'corrupción', 'por', 'la', 'transformación', 'somos', 'millones', 'las', 'y', 'los', 'mexicanos', 'los', 'que', 'decimos']",0.0
31,el pueblo sabio ha elegido a la compañera,"['el', 'pueblo', 'sabio', 'ha', 'elegido', 'a', 'la', 'compañera']",0.34
32,"el tiempo de las mujeres ha llegado 

celebramos la decisión del pueblo mexicano con la victoria de la dra claudia sheinbaum en la encuesta nacional hoy la paridad y el reconocimiento de nuestros derechos se consolidan para marcar la historia de nuestro país 

enhorabuena","['el', 'tiempo', 'de', 'las', 'mujeres', 'ha', 'llegado', 'celebramos', 'la', 'decisión', 'del', 'pueblo', 'mexicano', 'con', 'la', 'victoria', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'en', 'la', 'encuesta', 'nacional', 'hoy', 'la', 'paridad', 'y', 'el', 'reconocimiento', 'de', 'nuestros', 'derechos', 'se', 'consolidan', 'para', 'marcar', 'la', 'historia', 'de', 'nuestro', 'país', 'enhorabuena']",0.34
33,los resultados de la encuesta de morena todavía no han sido publicados adelantar declaraciones o posiciones no contribuye a la unidad del movimiento confío plenamente en el proceso ya que es el pueblo de méxico quien decidirá,"['los', 'resultados', 'de', 'la', 'encuesta', 'de', 'morena', 'todavía', 'no', 'han', 'sido', 'publicados', 'adelantar', 'declaraciones', 'o', 'posiciones', 'no', 'contribuye', 'a', 'la', 'unidad', 'del', 'movimiento', 'confío', 'plenamente', 'en', 'el', 'proceso', 'ya', 'que', 'es', 'el', 'pueblo', 'de', 'méxico', 'quien', 'decidirá']",-0.5267
34,la senadora,"['la', 'senadora']",0.0
35,"soy orgullosamente chiapaneca 
el estado más mexicano y que lo tiene todo","['soy', 'orgullosamente', 'chiapaneca', 'el', 'estado', 'más', 'mexicano', 'y', 'que', 'lo', 'tiene', 'todo']",0.0
36, siendo benito juárez presidente de méxico el 6 de septiembre de 1860 se proclaman en guanajuato las leyes de reforma su objetivo principal radica en la separación de la iglesia y el estado,"['siendo', 'benito', 'juárez', 'presidente', 'de', 'méxico', 'el', '6', 'de', 'septiembre', 'de', '1860', 'se', 'proclaman', 'en', 'guanajuato', 'las', 'leyes', 'de', 'reforma', 'su', 'objetivo', 'principal', 'radica', 'en', 'la', 'separación', 'de', 'la', 'iglesia', 'y', 'el', 'estado']",0.0
37,durante la primera sesión ordinaria del primer periodo del tercer año de ejercicio de la lxv legislatura ratificamos ante el,"['durante', 'la', 'primera', 'sesión', 'ordinaria', 'del', 'primer', 'periodo', 'del', 'tercer', 'año', 'de', 'ejercicio', 'de', 'la', 'lxv', 'legislatura', 'ratificamos', 'ante', 'el']",0.0
38,vivimos en tiempos de profundos procesos transformadores por eso requerimos de mujeres y hombres con altura de miras mi mayor admiración y el mejor de los éxitos senadora,"['vivimos', 'en', 'tiempos', 'de', 'profundos', 'procesos', 'transformadores', 'por', 'eso', 'requerimos', 'de', 'mujeres', 'y', 'hombres', 'con', 'altura', 'de', 'miras', 'mi', 'mayor', 'admiración', 'y', 'el', 'mejor', 'de', 'los', 'éxitos', 'senadora']",0.0
39,en el,"['en', 'el']",0.0
40,la comisión de relaciones exteriores avaló la ratificación de,"['la', 'comisión', 'de', 'relaciones', 'exteriores', 'avaló', 'la', 'ratificación', 'de']",0.0
41,"soy orgullosamente chiapaneca 
el estado más mexicano y que lo tiene todo","['soy', 'orgullosamente', 'chiapaneca', 'el', 'estado', 'más', 'mexicano', 'y', 'que', 'lo', 'tiene', 'todo']",0.0
42,es tiempo de mujeres es tiempo de la transformación,"['es', 'tiempo', 'de', 'mujeres', 'es', 'tiempo', 'de', 'la', 'transformación']",0.0
44,la visita de la dra,"['la', 'visita', 'de', 'la', 'dra']",0.0
45,subimos al cerrito de san cristóbal de las casas con miguel flatow un chiapaneco que triunfó en cannes con su ópera prima va por diego en la categoría mejor filme realizado con celular  la cultura es un derecho,"['subimos', 'al', 'cerrito', 'de', 'san', 'cristóbal', 'de', 'las', 'casas', 'con', 'miguel', 'flatow', 'un', 'chiapaneco', 'que', 'triunfó', 'en', 'cannes', 'con', 'su', 'ópera', 'prima', 'va', 'por', 'diego', 'en', 'la', 'categoría', 'mejor', 'filme', 'realizado', 'con', 'celular', 'la', 'cultura', 'es', 'un', 'derecho']",0.0
46,"con sus manos sabias las mujeres indigenas tejen sueños y esperanzas 
con cada puntada o movimiento de telar nuestra identidad se enlaza
mujeres guardianas del legado con sus textiles mantienen vivo el corazón de chiapas y de méxico","['con', 'sus', 'manos', 'sabias', 'las', 'mujeres', 'indigenas', 'tejen', 'sueños', 'y', 'esperanzas', 'con', 'cada', 'puntada', 'o', 'movimiento', 'de', 'telar', 'nuestra', 'identidad', 'se', 'enlaza', 'mujeres', 'guardianas', 'del', 'legado', 'con', 'sus', 'textiles', 'mantienen', 'vivo', 'el', 'corazón', 'de', 'chiapas', 'y', 'de', 'méxico']",0.0
47,bienvenida siempre chiapas es su casa doctora,"['bienvenida', 'siempre', 'chiapas', 'es', 'su', 'casa', 'doctora']",0.0
48,en villacorzo en la región de la fraylesca en chiapas el cariño y amor por nuestro movimiento es de corazón puro no vamos a defraudar nunca,"['en', 'villacorzo', 'en', 'la', 'región', 'de', 'la', 'fraylesca', 'en', 'chiapas', 'el', 'cariño', 'y', 'amor', 'por', 'nuestro', 'movimiento', 'es', 'de', 'corazón', 'puro', 'no', 'vamos', 'a', 'defraudar', 'nunca']",0.4215
49,en san cristóbal la transformación avanza con alegría y pasión la llegada de la dra,"['en', 'san', 'cristóbal', 'la', 'transformación', 'avanza', 'con', 'alegría', 'y', 'pasión', 'la', 'llegada', 'de', 'la', 'dra']",0.0
50,es un honor tenerla en nuestro bello estado el corazón de chiapas está con usted querida doctora,"['es', 'un', 'honor', 'tenerla', 'en', 'nuestro', 'bello', 'estado', 'el', 'corazón', 'de', 'chiapas', 'está', 'con', 'usted', 'querida', 'doctora']",0.4939
51,1,['1'],0.0
52,bienvenida a chiapas querida dra claudia sheinbaum,"['bienvenida', 'a', 'chiapas', 'querida', 'dra', 'claudia', 'sheinbaum']",0.0
53,ya es viernes tuvimos una semana bastante movida y es porque estamos preparando todo para la visita de la dra claudia sheinbaum el día de mañana,"['ya', 'es', 'viernes', 'tuvimos', 'una', 'semana', 'bastante', 'movida', 'y', 'es', 'porque', 'estamos', 'preparando', 'todo', 'para', 'la', 'visita', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'el', 'día', 'de', 'mañana']",0.0
54,estamos en vivo con césar cancino en entrevista para cckmóvil conéctense,"['estamos', 'en', 'vivo', 'con', 'césar', 'cancino', 'en', 'entrevista', 'para', 'cckmóvil', 'conéctense']",0.0
55,estamos muy contentas y contentos por la llegada de la dra,"['estamos', 'muy', 'contentas', 'y', 'contentos', 'por', 'la', 'llegada', 'de', 'la', 'dra']",0.0
56,estamos de estreno con pako andrade en noticias canal 33 su primer programa de muchos y de grandes éxitos,"['estamos', 'de', 'estreno', 'con', 'pako', 'andrade', 'en', 'noticias', 'canal', '33', 'su', 'primer', 'programa', 'de', 'muchos', 'y', 'de', 'grandes', 'éxitos']",0.0
57,uno de los grandes tesoros de nuestro hermoso estado de chiapas es su población pluricultural sustentada originalmente en sus pueblos indígenas a lo largo y ancho del territorio,"['uno', 'de', 'los', 'grandes', 'tesoros', 'de', 'nuestro', 'hermoso', 'estado', 'de', 'chiapas', 'es', 'su', 'población', 'pluricultural', 'sustentada', 'originalmente', 'en', 'sus', 'pueblos', 'indígenas', 'a', 'lo', 'largo', 'y', 'ancho', 'del', 'territorio']",0.0
58,dos grandes en la historia de la transformación en méxico la dra,"['dos', 'grandes', 'en', 'la', 'historia', 'de', 'la', 'transformación', 'en', 'méxico', 'la', 'dra']",0.0
59,qué buena plática con,"['qué', 'buena', 'plática', 'con']",0.0
60, me encuentro al aire para ultimátum digital en entrevista hablamos sobre los desafíos a los que se enfrenta chiapas conéctense,"['me', 'encuentro', 'al', 'aire', 'para', 'ultimátum', 'digital', 'en', 'entrevista', 'hablamos', 'sobre', 'los', 'desafíos', 'a', 'los', 'que', 'se', 'enfrenta', 'chiapas', 'conéctense']",0.0
61,entrevista  estamos en vivo con miguel ballinas hablamos del futuro de chiapas  y del trabajo legislativo que he realizado en el,"['entrevista', 'estamos', 'en', 'vivo', 'con', 'miguel', 'ballinas', 'hablamos', 'del', 'futuro', 'de', 'chiapas', 'y', 'del', 'trabajo', 'legislativo', 'que', 'he', 'realizado', 'en', 'el']",0.0
62,la economía moral es la posibilidad de impulsar el crecimiento sin dejar de trabajar para los que menos tienen,"['la', 'economía', 'moral', 'es', 'la', 'posibilidad', 'de', 'impulsar', 'el', 'crecimiento', 'sin', 'dejar', 'de', 'trabajar', 'para', 'los', 'que', 'menos', 'tienen']",-0.5574
63,fuerte sismo preliminar de 64 se activan los protocolos de protección civil si hay daños o alguien requiere de atención médica reporta,"['fuerte', 'sismo', 'preliminar', 'de', '6', '4', 'se', 'activan', 'los', 'protocolos', 'de', 'protección', 'civil', 'si', 'hay', 'daños', 'o', 'alguien', 'requiere', 'de', 'atención', 'médica', 'reporta']",0.0
64,la cultura y la recreación forma parte indispensable en la construcción de cada individuo pero también enriquece cuando del alma se trata,"['la', 'cultura', 'y', 'la', 'recreación', 'forma', 'parte', 'indispensable', 'en', 'la', 'construcción', 'de', 'cada', 'individuo', 'pero', 'también', 'enriquece', 'cuando', 'del', 'alma', 'se', 'trata']",0.0
65,aquí nos vemos el sábado querida doctora,"['aquí', 'nos', 'vemos', 'el', 'sábado', 'querida', 'doctora']",0.0
66,todo lo que algunos dijeron que iba a ocurrir si ganaba el presidente lópez obrador resultó falso hasta la oposición tiene que aceptar que nuestro país está mejor que antes esta semana vamos a hablar de los logros en economía a nivel nacional y en la ciudad de méxico,"['todo', 'lo', 'que', 'algunos', 'dijeron', 'que', 'iba', 'a', 'ocurrir', 'si', 'ganaba', 'el', 'presidente', 'lópez', 'obrador', 'resultó', 'falso', 'hasta', 'la', 'oposición', 'tiene', 'que', 'aceptar', 'que', 'nuestro', 'país', 'está', 'mejor', 'que', 'antes', 'esta', 'semana', 'vamos', 'a', 'hablar', 'de', 'los', 'logros', 'en', 'economía', 'a', 'nivel', 'nacional', 'y', 'en', 'la', 'ciudad', 'de', 'méxico']",0.0
67,acompañé en su celebración por el doceavo aniversario de industriales de la tortilla somos chiapas a mujeres y hombres de trabajo arduo con causa social que en su labor contribuyen para llevar hasta nuestras mesas un producto tan rico y diverso como la tortilla,"['acompañé', 'en', 'su', 'celebración', 'por', 'el', 'doceavo', 'aniversario', 'de', 'industriales', 'de', 'la', 'tortilla', 'somos', 'chiapas', 'a', 'mujeres', 'y', 'hombres', 'de', 'trabajo', 'arduo', 'con', 'causa', 'social', 'que', 'en', 'su', 'labor', 'contribuyen', 'para', 'llevar', 'hasta', 'nuestras', 'mesas', 'un', 'producto', 'tan', 'rico', 'y', 'diverso', 'como', 'la', 'tortilla']",0.0
68,vivimos la magia el cariño y el compromiso de suchiapa para hacer de chiapas un estado de derecho con mejores oportunidades,"['vivimos', 'la', 'magia', 'el', 'cariño', 'y', 'el', 'compromiso', 'de', 'suchiapa', 'para', 'hacer', 'de', 'chiapas', 'un', 'estado', 'de', 'derecho', 'con', 'mejores', 'oportunidades']",0.0
69,"gracias a todas y todos los maestros por su gran empeño y vocación durante este ciclo escolar
su convicción por la enseñanza forma parte del despertar de las nuevas conciencias","['gracias', 'a', 'todas', 'y', 'todos', 'los', 'maestros', 'por', 'su', 'gran', 'empeño', 'y', 'vocación', 'durante', 'este', 'ciclo', 'escolar', 'su', 'convicción', 'por', 'la', 'enseñanza', 'forma', 'parte', 'del', 'despertar', 'de', 'las', 'nuevas', 'conciencias']",0.0
70,"para que siga la cuarta transformación 
estamos contigo claudia","['para', 'que', 'siga', 'la', 'cuarta', 'transformación', 'estamos', 'contigo', 'claudia']",0.0
71,"la información nunca antes había sido tan rápida y efectiva como lo es en estos tiempos 

muchas gracias a las y los periodistas por darme la oportunidad de conocerles hoy los medios digitales son parte fundamental en la forma de comunicar","['la', 'información', 'nunca', 'antes', 'había', 'sido', 'tan', 'rápida', 'y', 'efectiva', 'como', 'lo', 'es', 'en', 'estos', 'tiempos', 'muchas', 'gracias', 'a', 'las', 'y', 'los', 'periodistas', 'por', 'darme', 'la', 'oportunidad', 'de', 'conocerles', 'hoy', 'los', 'medios', 'digitales', 'son', 'parte', 'fundamental', 'en', 'la', 'forma', 'de', 'comunicar']",0.0
72,entrevista  estamos al aire a través de méxico hoy por el 947 de fm,"['entrevista', 'estamos', 'al', 'aire', 'a', 'través', 'de', 'méxico', 'hoy', 'por', 'el', '94', '7', 'de', 'fm']",0.0
73,"entrevista  estamos en vivo en la nueva fm con joel cruz 
sintoniza 947 de fm","['entrevista', 'estamos', 'en', 'vivo', 'en', 'la', 'nueva', 'fm', 'con', 'joel', 'cruz', 'sintoniza', '94', '7', 'de', 'fm']",0.0
74,"la comunicación siempre ha sido fundamental en los procesos de transformación 

agradezco a la asociación nacional de locutores chiapas y a sus integrantes por esta mesa de diálogo y confianza","['la', 'comunicación', 'siempre', 'ha', 'sido', 'fundamental', 'en', 'los', 'procesos', 'de', 'transformación', 'agradezco', 'a', 'la', 'asociación', 'nacional', 'de', 'locutores', 'chiapas', 'y', 'a', 'sus', 'integrantes', 'por', 'esta', 'mesa', 'de', 'diálogo', 'y', 'confianza']",0.34
75,quiero felicitar a mis amigas y amigos del,"['quiero', 'felicitar', 'a', 'mis', 'amigas', 'y', 'amigos', 'del']",0.0
76,felicidades en su 47 aniversario a las y los colaboradores del,"['felicidades', 'en', 'su', '47', 'aniversario', 'a', 'las', 'y', 'los', 'colaboradores', 'del']",0.0
77,con mucho cariño y respeto te mando un fuerte abrazo y celebro tu vida querida,"['con', 'mucho', 'cariño', 'y', 'respeto', 'te', 'mando', 'un', 'fuerte', 'abrazo', 'y', 'celebro', 'tu', 'vida', 'querida']",0.0
78,1394,"['1', '394']",0.0
79,fuerte sismo en,"['fuerte', 'sismo', 'en']",0.0
80,mostrar más,"['mostrar', 'más']",0.0
81,22,"['2', '2']",0.0
82,1a actualización,"['1a', 'actualización']",0.0
83,feliz aniversario a todas y todos los colaboradores del,"['feliz', 'aniversario', 'a', 'todas', 'y', 'todos', 'los', 'colaboradores', 'del']",0.0
84,en tonalá chiapas recordamos la importancia de la organización para la defensa de la transformación  son muy pocos los que quieren volver al pasado son millones de mexicanos y mexicanas que quieren que continúen las políticas que brindan bienestar al pueblo de méxico,"['en', 'tonalá', 'chiapas', 'recordamos', 'la', 'importancia', 'de', 'la', 'organización', 'para', 'la', 'defensa', 'de', 'la', 'transformación', 'son', 'muy', 'pocos', 'los', 'que', 'quieren', 'volver', 'al', 'pasado', 'son', 'millones', 'de', 'mexicanos', 'y', 'mexicanas', 'que', 'quieren', 'que', 'continúen', 'las', 'políticas', 'que', 'brindan', 'bienestar', 'al', 'pueblo', 'de', 'méxico']",0.0
85,chiapas me los llevo en el corazón,"['chiapas', 'me', 'los', 'llevo', 'en', 'el', 'corazón']",0.0
86,lamento el sensible fallecimiento de don porfirio muñoz ledo cuya trayectoria política sembró cambios trascendentes para la historia democrática de nuestro país dep,"['lamento', 'el', 'sensible', 'fallecimiento', 'de', 'don', 'porfirio', 'muñoz', 'ledo', 'cuya', 'trayectoria', 'política', 'sembró', 'cambios', 'trascendentes', 'para', 'la', 'historia', 'democrática', 'de', 'nuestro', 'país', 'dep']",0.0
87,las y los chiapanecos estamos convencidos de que la transformación sigue con,"['las', 'y', 'los', 'chiapanecos', 'estamos', 'convencidos', 'de', 'que', 'la', 'transformación', 'sigue', 'con']",0.0
88,en chiapas es,"['en', 'chiapas', 'es']",0.0
89,en chiapas amanecimos con la visita de la dra,"['en', 'chiapas', 'amanecimos', 'con', 'la', 'visita', 'de', 'la', 'dra']",0.0
90,llegamos a chiapas estado con enorme riqueza natural y cultural sus 12 lenguas cosmovisiones religiones y culturas llegamos al chiapas histórico de lucha resistencia y dignidad es un honor estar en chiapas hoy,"['llegamos', 'a', 'chiapas', 'estado', 'con', 'enorme', 'riqueza', 'natural', 'y', 'cultural', 'sus', '12', 'lenguas', 'cosmovisiones', 'religiones', 'y', 'culturas', 'llegamos', 'al', 'chiapas', 'histórico', 'de', 'lucha', 'resistencia', 'y', 'dignidad', 'es', 'un', 'honor', 'estar', 'en', 'chiapas', 'hoy']",0.6908
91,aquí la esperamos doctora,"['aquí', 'la', 'esperamos', 'doctora']",0.0
92,la transformación del país sigue con la 4t,"['la', 'transformación', 'del', 'país', 'sigue', 'con', 'la', '4t']",0.0
93,el,['el'],0.0
94,"de 1955 las mujeres mexicanas votan por primera vez en elecciones federales 

desde el","['de', '1955', 'las', 'mujeres', 'mexicanas', 'votan', 'por', 'primera', 'vez', 'en', 'elecciones', 'federales', 'desde', 'el']",0.0
95,ni el sol ni la lluvia nos detuvo para celebrar 5 años de la victoria del pueblo,"['ni', 'el', 'sol', 'ni', 'la', 'lluvia', 'nos', 'detuvo', 'para', 'celebrar', '5', 'años', 'de', 'la', 'victoria', 'del', 'pueblo']",0.0
96,gracias pueblo,"['gracias', 'pueblo']",0.0
97,en,['en'],0.0
98,  inaugura senadora,"['inaugura', 'senadora']",0.0
99,"con todo mi cariño y admiración para la amiga solidaria la mujer de retos y metas cumplidas por un año más de bendiciones y éxitos 
feliz cumpleaños","['con', 'todo', 'mi', 'cariño', 'y', 'admiración', 'para', 'la', 'amiga', 'solidaria', 'la', 'mujer', 'de', 'retos', 'y', 'metas', 'cumplidas', 'por', 'un', 'año', 'más', 'de', 'bendiciones', 'y', 'éxitos', 'feliz', 'cumpleaños']",0.0
100,cerramos mi visita por,"['cerramos', 'mi', 'visita', 'por']",0.0
101,es momento de seguir caminando juntas trabajando para visibilizar nuestros derechos y empoderando a las chiapanecas,"['es', 'momento', 'de', 'seguir', 'caminando', 'juntas', 'trabajando', 'para', 'visibilizar', 'nuestros', 'derechos', 'y', 'empoderando', 'a', 'las', 'chiapanecas']",0.0
