,postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
116,89325,MX,"Loma Bonita, Circuito Andrea",Tamaulipas,28,Tampico,38,Tampico,10.0,22.2893,-97.8923,1
117,89326,MX,"Arcángeles, Colinas de Tancol, La Paz",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
118,89326,MX,"Arcángeles, Colinas de Tancol, La Paz",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
119,89326,MX,"Arcángeles, Colinas de Tancol, La Paz",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
120,89327,MX,"Nuevo Paraíso, Tulipanes, Residencial Bancario, 2 de Junio, Jardines del Valle",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29572,-97.8869,1
121,89327,MX,"Nuevo Paraíso, Tulipanes, Residencial Bancario, 2 de Junio, Jardines del Valle",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29572,-97.8869,1
122,89327,MX,"Nuevo Paraíso, Tulipanes, Residencial Bancario, 2 de Junio, Jardines del Valle",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29572,-97.8869,1
123,89327,MX,"Nuevo Paraíso, Tulipanes, Residencial Bancario, 2 de Junio, Jardines del Valle",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29572,-97.8869,1
124,89328,MX,"Pedro José Méndez, Petroquímicas",Tamaulipas,28,Tampico,38,Tampico,10.0,22.2893,-97.8923,1
125,89328,MX,"Pedro José Méndez, Petroquímicas",Tamaulipas,28,Tampico,38,Tampico,10.0,22.2893,-97.8923,1
126,89329,MX,"Colombia, Latinoamericano, Las Américas",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
127,89329,MX,"Colombia, Latinoamericano, Las Américas",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
128,89329,MX,"Colombia, Latinoamericano, Las Américas",Tamaulipas,28,Tampico,38,Tampico,10.0,22.29286666666667,-97.8893,1
129,89330,MX,"Los Almendros, Flamboyanes",Tamaulipas,28,Tampico,38,Tampico,10.0,22.30585,-97.8928,1
130,89330,MX,"Los Almendros, Flamboyanes",Tamaulipas,28,Tampico,38,Tampico,10.0,22.30585,-97.8928,1
131,89336,MX,Universidad Poniente,Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
132,89337,MX,"Choferes, Nuevo Aeropuerto",Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
133,89337,MX,"Choferes, Nuevo Aeropuerto",Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
134,89338,MX,"Monza, José López Portillo, Las Chacas, Estadio, Villa Verde",Tamaulipas,28,Tampico,38,Tampico,10.0,22.300400000000003,-97.8945,1
135,89338,MX,"Monza, José López Portillo, Las Chacas, Estadio, Villa Verde",Tamaulipas,28,Tampico,38,Tampico,10.0,22.300400000000003,-97.8945,1
136,89338,MX,"Monza, José López Portillo, Las Chacas, Estadio, Villa Verde",Tamaulipas,28,Tampico,38,Tampico,10.0,22.300400000000003,-97.8945,1
